bucket,manifest_rows,exported_images,md_path
bad_data,60,60,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\trades\family_case_evidence_packs\bad_data\bad_data_cases_v0_1.md
