position,image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_momentum_trigger_pct,pm_open_to_scanner_pct,pm_open_to_premarket_extension_high_pct,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et
348,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0348_MWG_2025-12-24_push29.59_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MWG:2025-12-24T09:24:00+00:00,MWG,2025-12-24,29.5894,55.07246376811595,-0.7488,55.07246376811595,rebreak_confirmed,5.5359,flat_shelf_break,2025-12-24 05:39:00 EST
349,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0349_ATCH_2025-10-15_push29.55_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ATCH:2025-10-15T12:20:00+00:00,ATCH,2025-10-15,29.5466,,28.0518,30.941704035874434,rebreak_confirmed,5.7692,single_candle_rebreak,2025-10-15 08:22:00 EDT
350,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0350_RR_2024-08-07_push29.54_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:RR:2024-08-07T08:18:00+00:00,RR,2024-08-07,29.5366,51.219512195121965,21.9512,69.97560975609757,rebreak_confirmed,4.7637,single_candle_rebreak,2024-08-07 04:22:00 EDT
351,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0351_ONMD_2024-06-14_push29.27_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ONMD:2024-06-14T12:49:00+00:00,ONMD,2024-06-14,29.2683,,17.8862,29.268292682926838,rebreak_confirmed,11.9497,vwap_reclaim_rebreak,2024-06-14 09:14:00 EDT
352,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0352_AIFF_2025-07-14_push29.24_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:AIFF:2025-07-14T11:46:00+00:00,AIFF,2025-07-14,29.2359,53.15614617940202,21.5947,53.15946843853821,rebreak_confirmed,15.1671,vwap_reclaim_rebreak,2025-07-14 07:51:00 EDT
353,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0353_CMCT_2025-12-03_push29.16_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CMCT:2025-12-03T09:19:00+00:00,CMCT,2025-12-03,29.1566,,6.506,34.4578313253012,rebreak_confirmed,7.4627,single_candle_rebreak,2025-12-03 04:29:00 EST
354,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0354_SOPA_2026-01-23_push29.15_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SOPA:2026-01-23T12:33:00+00:00,SOPA,2026-01-23,29.148,,25.5605,30.04484304932735,rebreak_confirmed,9.375,vwap_reclaim_rebreak,2026-01-23 07:45:00 EST
355,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0355_MSAI_2025-01-07_push28.97_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MSAI:2025-01-07T09:12:00+00:00,MSAI,2025-01-07,28.9655,53.448275862068975,8.2759,85.51724137931035,rebreak_confirmed,6.4171,last_red_high_break,2025-01-07 04:56:00 EST
356,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0356_XLO_2025-09-09_push28.82_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:XLO:2025-09-09T11:44:00+00:00,XLO,2025-09-09,28.8219,,28.8074,41.15345602086652,rebreak_confirmed,13.7233,vwap_reclaim_rebreak,2025-09-09 07:53:00 EDT
357,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0357_TPET_2026-03-03_push28.70_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:TPET:2026-03-03T09:08:00+00:00,TPET,2026-03-03,28.6957,51.30434782608697,6.087,93.91304347826089,rebreak_confirmed,8.7838,flat_shelf_break,2026-03-03 04:47:00 EST
358,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0358_RIME_2026-01-14_push28.65_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:RIME:2026-01-14T14:21:00+00:00,RIME,2026-01-14,28.6538,,21.4389,28.653766982297242,rebreak_confirmed,12.8,last_red_high_break,2026-01-14 09:25:00 EST
359,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0359_CAPS_2025-10-01_push28.46_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CAPS:2025-10-01T11:36:00+00:00,CAPS,2025-10-01,28.4615,,27.3077,34.615384615384606,rebreak_confirmed,10.1796,single_candle_rebreak,2025-10-01 07:39:00 EDT
360,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0360_IVVD_2025-02-04_push28.44_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:IVVD:2025-02-04T09:01:00+00:00,IVVD,2025-02-04,28.4404,,11.9266,33.0275229357798,rebreak_confirmed,9.2857,vwap_reclaim_rebreak,2025-02-04 04:32:00 EST
361,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0361_PRZO_2024-04-15_push28.32_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:PRZO:2024-04-15T08:30:00+00:00,PRZO,2024-04-15,28.3186,,-2.6549,28.318584070796472,rebreak_confirmed,11.7241,single_candle_rebreak,2024-04-15 07:13:00 EDT
362,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0362_BIAF_2025-10-16_push28.31_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:BIAF:2025-10-16T12:03:00+00:00,BIAF,2025-10-16,28.3051,,24.2647,37.867647058823515,rebreak_confirmed,9.1665,vwap_reclaim_rebreak,2025-10-16 08:18:00 EDT
363,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0363_RXT_2026-02-26_push28.28_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:RXT:2026-02-26T13:00:00+00:00,RXT,2026-02-26,28.2759,,1.3655,30.344827586206897,rebreak_confirmed,4.8387,multi_candle_flag_break,2026-02-26 08:34:00 EST
364,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0364_EYEN_2025-05-20_push28.24_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:EYEN:2025-05-20T08:02:00+00:00,EYEN,2025-05-20,28.2353,,-5.2941,36.47058823529411,rebreak_confirmed,5.5046,single_candle_rebreak,2025-05-20 06:35:00 EDT
365,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0365_QCLS_2025-12-09_push28.22_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:QCLS:2025-12-09T14:16:00+00:00,QCLS,2025-12-09,28.2246,,15.3263,30.6525037936267,rebreak_confirmed,9.9408,flat_shelf_break,2025-12-09 09:20:00 EST
366,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0366_SGMO_2024-08-06_push28.21_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SGMO:2024-08-06T12:05:00+00:00,SGMO,2024-08-06,28.2051,,14.141,47.43589743589742,rebreak_confirmed,5.05,vwap_reclaim_rebreak,2024-08-06 08:16:00 EDT
367,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0367_AMCI_2025-12-26_push28.18_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:AMCI:2025-12-26T13:22:00+00:00,AMCI,2025-12-26,28.1755,,18.3603,29.33025404157043,rebreak_confirmed,6.8468,last_red_high_break,2025-12-26 08:27:00 EST
368,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0368_CMBM_2025-11-05_push28.16_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CMBM:2025-11-05T09:30:00+00:00,CMBM,2025-11-05,28.1646,,4.4304,28.164556962025305,rebreak_confirmed,17.0321,single_candle_rebreak,2025-11-05 08:04:00 EST
369,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0369_DGNX_2026-01-23_push28.15_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:DGNX:2026-01-23T13:08:00+00:00,DGNX,2026-01-23,28.1481,57.777777777777764,15.5556,60.740740740740726,rebreak_confirmed,8.6705,vwap_reclaim_rebreak,2026-01-23 08:26:00 EST
370,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0370_WOLF_2025-07-08_push28.12_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:WOLF:2025-07-08T08:02:00+00:00,WOLF,2025-07-08,28.125,,7.8125,41.79687499999999,rebreak_confirmed,3.3537,flat_shelf_break,2025-07-08 08:18:00 EDT
371,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0371_MGOL_2025-02-10_push27.93_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MGOL:2025-02-10T09:00:00+00:00,MGOL,2025-02-10,27.9318,53.49680170575694,7.7399,73.77398720682302,rebreak_confirmed,6.6667,last_red_high_break,2025-02-10 04:08:00 EST
372,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0372_EHGO_2025-10-28_push27.79_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:EHGO:2025-10-28T10:38:00+00:00,EHGO,2025-10-28,27.7927,50.114766641162966,24.3688,66.4116296863045,rebreak_confirmed,6.4062,single_candle_rebreak,2025-10-28 06:40:00 EDT
373,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0373_PEPG_2025-09-25_push27.75_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:PEPG:2025-09-25T08:01:00+00:00,PEPG,2025-09-25,27.7477,,-11.1712,39.095495495495506,rebreak_confirmed,3.9492,multi_candle_flag_break,2025-09-25 06:53:00 EDT
374,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0374_BYND_2025-10-21_push27.75_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:BYND:2025-10-21T08:00:00+00:00,BYND,2025-10-21,27.7457,,-1.1561,44.50867052023121,rebreak_confirmed,4.5249,multi_candle_flag_break,2025-10-21 08:18:00 EDT
375,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0375_LAES_2024-12-12_push27.73_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:LAES:2024-12-12T09:06:00+00:00,LAES,2024-12-12,27.7311,51.26050420168068,-7.1429,57.98319327731092,rebreak_confirmed,3.9474,ascending_flag_break,2024-12-12 08:44:00 EST
376,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0376_GORO_2026-01-21_push27.72_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:GORO:2026-01-21T10:08:00+00:00,GORO,2026-01-21,27.7174,,7.6087,29.34782608695651,rebreak_confirmed,13.8298,vwap_reclaim_rebreak,2026-01-21 05:50:00 EST
377,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0377_IONM_2024-06-27_push27.69_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:IONM:2024-06-27T09:23:00+00:00,IONM,2024-06-27,27.6907,54.12748171368861,5.3553,98.24973876698016,rebreak_confirmed,3.5597,single_candle_rebreak,2024-06-27 06:12:00 EDT
378,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0378_BTCT_2024-11-14_push27.66_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:BTCT:2024-11-14T11:41:00+00:00,BTCT,2024-11-14,27.6596,,0.8105,44.88348530901724,rebreak_confirmed,6.3492,multi_candle_flag_break,2024-11-14 07:12:00 EST
379,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0379_UOKA_2026-02-09_push27.65_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:UOKA:2026-02-09T09:04:00+00:00,UOKA,2026-02-09,27.6471,51.17647058823529,11.1765,61.17647058823531,rebreak_confirmed,4.6083,ascending_flag_break,2026-02-09 04:18:00 EST
380,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0380_ENSC_2026-02-27_push27.65_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ENSC:2026-02-27T09:13:00+00:00,ENSC,2026-02-27,27.6469,55.610528398970914,3.4633,57.015634276667335,rebreak_confirmed,6.2016,multi_candle_flag_break,2026-02-27 07:29:00 EST
381,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0381_MGIH_2024-02-13_push27.63_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MGIH:2024-02-13T13:51:00+00:00,MGIH,2024-02-13,27.6316,,-1.3158,27.631578947368418,rebreak_confirmed,16.9639,ascending_flag_break,2024-02-13 09:09:00 EST
382,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0382_KALA_2025-12-04_push27.62_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:KALA:2025-12-04T09:46:00+00:00,KALA,2025-12-04,27.619,,0.0,48.57142857142857,rebreak_confirmed,4.4776,vwap_reclaim_rebreak,2025-12-04 07:21:00 EST
383,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0383_LDTC_2024-12-13_push27.61_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:LDTC:2024-12-13T12:50:00+00:00,LDTC,2024-12-13,27.6074,,26.3804,37.42331288343561,rebreak_confirmed,6.25,last_red_high_break,2024-12-13 07:53:00 EST
384,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0384_ATPC_2026-01-15_push27.60_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ATPC:2026-01-15T09:21:00+00:00,ATPC,2026-01-15,27.6042,,5.2083,27.604166666666664,rebreak_confirmed,7.1429,last_red_high_break,2026-01-15 07:04:00 EST
385,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0385_SPAI_2024-11-20_push27.56_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SPAI:2024-11-20T13:16:00+00:00,SPAI,2024-11-20,27.5591,,14.1732,28.346456692913375,rebreak_confirmed,13.5802,vwap_reclaim_rebreak,2024-11-20 08:38:00 EST
386,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0386_SES_2025-01-03_push27.55_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SES:2025-01-03T09:12:00+00:00,SES,2025-01-03,27.551,,19.6429,33.16326530612245,rebreak_confirmed,8.0,single_candle_rebreak,2025-01-03 04:15:00 EST
387,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0387_NCL_2024-11-08_push27.50_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:NCL:2024-11-08T12:05:00+00:00,NCL,2024-11-08,27.5,56.199999999999996,-20.85,67.5,rebreak_confirmed,14.098,ascending_flag_break,2024-11-08 08:10:00 EST
388,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0388_THTX_2025-03-26_push27.43_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:THTX:2025-03-26T08:02:00+00:00,THTX,2025-03-26,27.4336,,-1.7699,35.840707964601776,rebreak_confirmed,5.2083,flat_shelf_break,2025-03-26 04:16:00 EDT
389,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0389_ARBE_2026-01-05_push27.42_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ARBE:2026-01-05T12:22:00+00:00,ARBE,2026-01-05,27.4194,,7.2581,31.4516129032258,rebreak_confirmed,3.7975,flat_shelf_break,2026-01-05 08:24:00 EST
390,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0390_PSTV_2025-07-24_push27.40_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:PSTV:2025-07-24T08:10:00+00:00,PSTV,2025-07-24,27.4016,,11.4764,31.751968503937007,rebreak_confirmed,6.5204,flat_shelf_break,2025-07-24 05:55:00 EDT
391,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0391_AULT_2024-03-11_push27.40_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:AULT:2024-03-11T11:16:00+00:00,AULT,2024-03-11,27.3969,,22.1477,27.396931927133256,rebreak_confirmed,7.5635,vwap_reclaim_rebreak,2024-03-11 07:30:00 EDT
392,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0392_ZENA_2024-11-26_push27.35_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ZENA:2024-11-26T09:04:00+00:00,ZENA,2024-11-26,27.3517,52.67727930535456,22.576,142.83646888567293,rebreak_confirmed,8.1818,vwap_reclaim_rebreak,2024-11-26 04:18:00 EST
393,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0393_BEEM_2026-01-14_push27.27_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:BEEM:2026-01-14T11:08:00+00:00,BEEM,2026-01-14,27.2727,,21.5909,46.59090909090909,rebreak_confirmed,5.8036,single_candle_rebreak,2026-01-14 06:10:00 EST
394,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0394_MOBX_2025-01-22_push27.27_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MOBX:2025-01-22T12:16:00+00:00,MOBX,2025-01-22,27.2727,,21.4876,44.62809917355373,rebreak_confirmed,13.3117,vwap_reclaim_rebreak,2025-01-22 07:19:00 EST
395,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0395_SLS_2024-05-01_push27.20_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SLS:2024-05-01T12:43:00+00:00,SLS,2024-05-01,27.2,,8.8,36.0,rebreak_confirmed,6.2893,single_candle_rebreak,2024-05-01 08:56:00 EDT
396,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0396_IOBT_2025-08-18_push27.14_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:IOBT:2025-08-18T12:35:00+00:00,IOBT,2025-08-18,27.1357,,8.5025,31.15577889447236,rebreak_confirmed,5.5336,vwap_reclaim_rebreak,2025-08-18 09:17:00 EDT
397,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0397_OGEN_2026-01-22_push27.12_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:OGEN:2026-01-22T09:28:00+00:00,OGEN,2026-01-22,27.1186,,-4.2373,27.118644067796616,rebreak_confirmed,18.0,vwap_reclaim_rebreak,2026-01-22 04:40:00 EST
398,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0398_AGBA_2024-04-30_push26.92_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:AGBA:2024-04-30T13:07:00+00:00,AGBA,2024-04-30,26.9225,,14.5298,26.922519913106452,rebreak_confirmed,3.7035,single_candle_rebreak,2024-04-30 09:26:00 EDT
399,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0399_OSRH_2025-08-25_push26.86_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:OSRH:2025-08-25T08:00:00+00:00,OSRH,2025-08-25,26.8608,,8.7249,42.39482200647251,rebreak_confirmed,5.5,ascending_flag_break,2025-08-25 07:20:00 EDT
400,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0400_PCSA_2025-07-09_push26.83_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:PCSA:2025-07-09T13:02:00+00:00,PCSA,2025-07-09,26.8335,,24.3313,30.716134598792067,rebreak_confirmed,4.7959,single_candle_rebreak,2025-07-09 09:04:00 EDT
401,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0401_SNGX_2025-08-04_push26.81_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SNGX:2025-08-04T12:00:00+00:00,SNGX,2025-08-04,26.8116,53.98550724637682,0.7246,61.59420289855073,rebreak_confirmed,8.2886,single_candle_rebreak,2025-08-04 08:24:00 EDT
