position,image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_momentum_trigger_pct,pm_open_to_scanner_pct,pm_open_to_premarket_extension_high_pct,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et
1,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0001_SYRA_2024-02-08_push543.33_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SYRA:2024-02-08T14:03:00+00:00,SYRA,2024-02-08,543.3333,66.66666666666667,337.5,716.6666666666667,rebreak_confirmed,19.0415,ascending_flag_break,2024-02-08 09:09:00 EST
2,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0002_SRXH_2025-12-16_push525.88_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SRXH:2025-12-16T13:30:00+00:00,SRXH,2025-12-16,525.884,525.884016973126,180.7284,525.884016973126,rebreak_confirmed,60.452,vwap_reclaim_rebreak,2025-12-16 08:38:00 EST
3,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0003_SONN_2025-07-14_push476.62_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SONN:2025-07-14T10:02:00+00:00,SONN,2025-07-14,476.616,69.20152091254754,135.7414,476.6159695817491,rebreak_confirmed,44.0158,last_red_high_break,2025-07-14 06:06:00 EDT
4,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0004_MSS_2025-09-29_push464.70_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MSS:2025-09-29T12:30:00+00:00,MSS,2025-09-29,464.7034,239.87755963690103,193.4347,583.9772007599746,rebreak_confirmed,27.6636,vwap_reclaim_rebreak,2025-09-29 08:40:00 EDT
5,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0005_MWYN_2025-09-10_push430.50_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MWYN:2025-09-10T08:14:00+00:00,MWYN,2025-09-10,430.504,65.78249336870026,58.046,480.238726790451,rebreak_confirmed,56.25,vwap_reclaim_rebreak,2025-09-10 04:47:00 EDT
6,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0006_CAMP_2025-09-10_push304.37_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CAMP:2025-09-10T11:01:00+00:00,CAMP,2025-09-10,304.3716,169.94535519125685,226.2295,304.37158469945354,rebreak_confirmed,45.0,vwap_reclaim_rebreak,2025-09-10 07:05:00 EDT
7,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0007_INM_2024-08-20_push231.75_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:INM:2024-08-20T11:38:00+00:00,INM,2024-08-20,231.7536,76.37102234258631,208.6662,541.8415707515234,rebreak_confirmed,20.2041,ascending_flag_break,2024-08-20 07:44:00 EDT
8,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0008_HTOO_2025-07-22_push229.27_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:HTOO:2025-07-22T12:02:00+00:00,HTOO,2025-07-22,229.2725,76.57657657657656,198.2005,242.56756756756755,rebreak_confirmed,31.5991,vwap_reclaim_rebreak,2025-07-22 08:28:00 EDT
9,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0009_DALN_2025-07-10_push213.21_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:DALN:2025-07-10T12:02:00+00:00,DALN,2025-07-10,213.205,212.75626423690207,194.3052,213.20501138952164,rebreak_confirmed,8.3616,ascending_flag_break,2025-07-10 08:06:00 EDT
10,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0010_CJMB_2026-01-15_push209.48_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CJMB:2026-01-15T13:46:00+00:00,CJMB,2026-01-15,209.4794,95.0144141088689,169.6286,293.4203832457181,rebreak_confirmed,21.3699,single_candle_rebreak,2026-01-15 08:48:00 EST
11,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0011_KAVL_2024-06-14_push207.35_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:KAVL:2024-06-14T13:15:00+00:00,KAVL,2024-06-14,207.3529,92.6470588235294,26.4706,244.8235294117647,rebreak_confirmed,14.8325,single_candle_rebreak,2024-06-14 09:20:00 EDT
12,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0012_ALBT_2025-07-14_push197.01_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ALBT:2025-07-14T12:02:00+00:00,ALBT,2025-07-14,197.0149,130.5970149253731,154.1045,197.0149253731343,rebreak_confirmed,27.2613,single_candle_rebreak,2025-07-14 08:04:00 EDT
13,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0013_SGN_2025-05-28_push181.69_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SGN:2025-05-28T12:45:00+00:00,SGN,2025-05-28,181.6901,65.70008285004143,39.6615,376.87300272221563,rebreak_confirmed,17.6471,single_candle_rebreak,2025-05-28 08:51:00 EDT
14,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0014_PRFX_2026-02-11_push170.65_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:PRFX:2026-02-11T13:31:00+00:00,PRFX,2026-02-11,170.6485,94.53924914675767,48.8055,170.64846416382252,rebreak_confirmed,46.1538,single_candle_rebreak,2026-02-11 08:33:00 EST
15,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0015_RANI_2025-10-17_push167.57_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:RANI:2025-10-17T11:30:00+00:00,RANI,2025-10-17,167.5727,167.57273306434487,105.9885,229.15693353153537,rebreak_confirmed,27.3571,single_candle_rebreak,2025-10-17 07:32:00 EDT
16,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0016_OSRH_2025-03-26_push166.27_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:OSRH:2025-03-26T11:21:00+00:00,OSRH,2025-03-26,166.2722,68.0473372781065,71.0059,177.51479289940832,rebreak_confirmed,20.8889,vwap_reclaim_rebreak,2025-03-26 07:31:00 EDT
17,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0017_ROLR_2026-01-14_push165.17_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ROLR:2026-01-14T13:19:00+00:00,ROLR,2026-01-14,165.1685,65.44943820224718,115.5084,485.3932584269663,rebreak_confirmed,24.7881,vwap_reclaim_rebreak,2026-01-14 08:23:00 EST
18,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0018_SPRO_2025-05-28_push160.00_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SPRO:2025-05-28T11:01:00+00:00,SPRO,2025-05-28,160.0,71.42857142857143,47.1429,318.5714285714286,rebreak_confirmed,17.5824,last_red_high_break,2025-05-28 07:06:00 EDT
19,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0019_NERV_2025-10-21_push157.25_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:NERV:2025-10-21T12:00:00+00:00,NERV,2025-10-21,157.2491,79.92565055762083,74.3494,183.271375464684,rebreak_confirmed,14.5939,vwap_reclaim_rebreak,2025-10-21 08:15:00 EDT
20,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0020_TWG_2026-01-20_push155.17_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:TWG:2026-01-20T11:51:00+00:00,TWG,2026-01-20,155.1724,99.71264367816093,126.7241,225.0,rebreak_confirmed,19.482,vwap_reclaim_rebreak,2026-01-20 07:23:00 EST
21,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0021_LIDR_2025-07-24_push153.10_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:LIDR:2025-07-24T12:01:00+00:00,LIDR,2025-07-24,153.0973,61.94690265486727,60.177,304.42477876106204,rebreak_confirmed,8.042,single_candle_rebreak,2025-07-24 08:10:00 EDT
22,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0022_GLTO_2025-11-10_push146.03_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:GLTO:2025-11-10T12:03:00+00:00,GLTO,2025-11-10,146.0348,73.88781431334624,121.47,410.25145067698264,rebreak_confirmed,13.6006,single_candle_rebreak,2025-11-10 07:06:00 EST
23,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0023_STAF_2024-08-22_push145.90_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:STAF:2024-08-22T08:09:00+00:00,STAF,2024-08-22,145.9016,104.91803278688525,121.3115,207.3770491803279,rebreak_confirmed,19.0,vwap_reclaim_rebreak,2024-08-22 04:12:00 EDT
24,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0024_BBLG_2025-06-27_push144.00_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:BBLG:2025-06-27T11:02:00+00:00,BBLG,2025-06-27,144.0,87.25,118.0,193.00000000000003,rebreak_confirmed,16.7008,vwap_reclaim_rebreak,2025-06-27 07:08:00 EDT
25,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0025_SELX_2025-11-10_push141.28_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SELX:2025-11-10T10:18:00+00:00,SELX,2025-11-10,141.2795,70.96373914242383,88.8874,217.11016131256034,rebreak_confirmed,26.5714,single_candle_rebreak,2025-11-10 05:20:00 EST
26,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0026_XAGE_2025-04-14_push140.58_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:XAGE:2025-04-14T12:10:00+00:00,XAGE,2025-04-14,140.5774,52.36567762630313,121.4916,160.22453889334403,rebreak_confirmed,11.5333,multi_candle_flag_break,2025-04-14 08:14:00 EDT
27,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0027_GELS_2025-04-22_push135.03_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:GELS:2025-04-22T08:01:00+00:00,GELS,2025-04-22,135.0318,59.23566878980891,110.828,291.08280254777065,rebreak_confirmed,18.1572,last_red_high_break,2025-04-22 04:04:00 EDT
28,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0028_STAF_2024-11-04_push132.78_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:STAF:2024-11-04T12:31:00+00:00,STAF,2024-11-04,132.7778,86.11111111111111,88.3333,141.66666666666666,rebreak_confirmed,17.4224,multi_candle_flag_break,2024-11-04 07:37:00 EST
29,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0029_QNTM_2025-02-04_push132.08_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:QNTM:2025-02-04T12:05:00+00:00,QNTM,2025-02-04,132.0755,87.1069182389937,119.4969,132.70440251572327,rebreak_confirmed,14.4986,single_candle_rebreak,2025-02-04 07:07:00 EST
30,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0030_CADL_2024-12-11_push126.65_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CADL:2024-12-11T12:05:00+00:00,CADL,2024-12-11,126.6533,59.31863727454909,43.487,181.7635270541082,rebreak_confirmed,11.229,multi_candle_flag_break,2024-12-11 07:18:00 EST
31,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0031_HIND_2026-01-27_push121.79_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:HIND:2026-01-27T13:02:00+00:00,HIND,2026-01-27,121.791,87.31940298507462,64.1791,125.96716417910446,rebreak_confirmed,36.3392,vwap_reclaim_rebreak,2026-01-27 08:10:00 EST
32,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0032_TMDE_2025-06-13_push120.61_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:TMDE:2025-06-13T10:48:00+00:00,TMDE,2025-06-13,120.6073,55.72281339216195,92.0581,167.32416298987803,rebreak_confirmed,29.4118,vwap_reclaim_rebreak,2025-06-13 07:10:00 EDT
33,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0033_PTIX_2025-05-19_push119.81_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:PTIX:2025-05-19T11:46:00+00:00,PTIX,2025-05-19,119.8142,116.71826625386996,86.6873,200.30959752321976,rebreak_confirmed,27.8873,single_candle_rebreak,2025-05-19 07:48:00 EDT
34,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0034_RKDA_2024-12-05_push119.72_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:RKDA:2024-12-05T13:04:00+00:00,RKDA,2024-12-05,119.7183,70.77464788732394,92.2535,229.22535211267606,rebreak_confirmed,19.7115,vwap_reclaim_rebreak,2024-12-05 08:11:00 EST
35,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0035_MIRA_2024-07-15_push118.72_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MIRA:2024-07-15T11:20:00+00:00,MIRA,2024-07-15,118.7227,61.27734033245843,74.9781,118.72265966754156,rebreak_confirmed,30.792,ascending_flag_break,2024-07-15 07:25:00 EDT
36,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0036_MNPR_2024-09-12_push118.15_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MNPR:2024-09-12T12:02:00+00:00,MNPR,2024-09-12,118.1452,85.08064516129032,89.9194,129.83870967741936,rebreak_confirmed,12.3845,vwap_reclaim_rebreak,2024-09-12 08:21:00 EDT
37,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0037_DM_2025-03-25_push117.26_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:DM:2025-03-25T13:05:00+00:00,DM,2025-03-25,117.2566,50.44247787610621,73.0088,117.25663716814161,rebreak_confirmed,8.3503,single_candle_rebreak,2025-03-25 09:12:00 EDT
38,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0038_CYCN_2024-12-04_push116.11_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:CYCN:2024-12-04T12:25:00+00:00,CYCN,2024-12-04,116.1111,78.33333333333331,88.8889,294.4444444444444,rebreak_confirmed,20.8226,vwap_reclaim_rebreak,2024-12-04 07:38:00 EST
39,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0039_HOTH_2025-01-07_push114.74_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:HOTH:2025-01-07T13:29:00+00:00,HOTH,2025-01-07,114.7389,65.93460224499758,63.4944,156.22254758418742,rebreak_confirmed,10.2273,single_candle_rebreak,2025-01-07 08:34:00 EST
40,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0040_OP_2025-06-23_push111.11_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:OP:2025-06-23T08:03:00+00:00,OP,2025-06-23,111.1111,88.8888888888889,61.9883,111.11111111111111,rebreak_confirmed,29.9169,vwap_reclaim_rebreak,2025-06-23 04:13:00 EDT
41,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0041_AMOD_2025-01-30_push108.92_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:AMOD:2025-01-30T13:17:00+00:00,AMOD,2025-01-30,108.9172,108.91719745222927,75.1783,119.7452229299363,rebreak_confirmed,20.4268,vwap_reclaim_rebreak,2025-01-30 08:23:00 EST
42,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0042_OP_2025-07-14_push106.78_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:OP:2025-07-14T08:02:00+00:00,OP,2025-07-14,106.7797,99.43502824858756,97.1751,115.2542372881356,rebreak_confirmed,22.9508,vwap_reclaim_rebreak,2025-07-14 04:06:00 EDT
43,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0043_SMFL_2024-08-21_push106.42_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:SMFL:2024-08-21T12:02:00+00:00,SMFL,2024-08-21,106.422,53.211009174311904,49.5413,156.8807339449541,rebreak_confirmed,14.6667,vwap_reclaim_rebreak,2024-08-21 08:26:00 EDT
44,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0044_STSS_2025-06-04_push104.27_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:STSS:2025-06-04T11:15:00+00:00,STSS,2025-06-04,104.2667,104.26666666666667,82.0,110.66666666666667,rebreak_confirmed,21.671,vwap_reclaim_rebreak,2025-06-04 07:35:00 EDT
45,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0045_MNY_2024-02-20_push104.26_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MNY:2024-02-20T13:27:00+00:00,MNY,2024-02-20,104.2553,104.25531914893615,63.8298,106.38297872340424,rebreak_confirmed,25.8333,vwap_reclaim_rebreak,2024-02-20 08:30:00 EST
46,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0046_YYGH_2025-09-11_push104.25_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:YYGH:2025-09-11T08:07:00+00:00,YYGH,2025-09-11,104.2462,62.989949748743726,60.4774,161.30653266331657,rebreak_confirmed,31.2093,vwap_reclaim_rebreak,2025-09-11 04:20:00 EDT
47,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0047_GLMD_2025-04-28_push103.70_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:GLMD:2025-04-28T12:01:00+00:00,GLMD,2025-04-28,103.7037,103.70370370370368,65.4321,103.70370370370368,rebreak_confirmed,27.5758,vwap_reclaim_rebreak,2025-04-28 08:04:00 EDT
48,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0048_LGCB_2025-10-16_push103.05_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:LGCB:2025-10-16T08:13:00+00:00,LGCB,2025-10-16,103.0457,86.29441624365482,69.0355,196.95431472081216,rebreak_confirmed,16.5,single_candle_rebreak,2025-10-16 04:17:00 EDT
49,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0049_MYSZ_2024-12-27_push103.01_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:MYSZ:2024-12-27T13:04:00+00:00,MYSZ,2024-12-27,103.0108,74.83870967741936,73.972,131.82795698924727,rebreak_confirmed,12.0763,single_candle_rebreak,2024-12-27 08:07:00 EST
50,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0050_ENSC_2025-04-23_push102.04_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:ENSC:2025-04-23T12:04:00+00:00,ENSC,2025-04-23,102.0408,75.51020408163265,71.9388,164.79591836734699,rebreak_confirmed,11.3636,ascending_flag_break,2025-04-23 08:12:00 EDT
51,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0051_FRGT_2025-09-15_push101.40_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:FRGT:2025-09-15T13:02:00+00:00,FRGT,2025-09-15,101.3986,53.84615384615385,76.2168,120.62937062937063,rebreak_confirmed,13.8889,single_candle_rebreak,2025-09-15 09:05:00 EDT
52,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0052_VYNE_2025-12-17_push100.55_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:VYNE:2025-12-17T13:30:00+00:00,VYNE,2025-12-17,100.5495,86.81318681318683,78.5714,119.7802197802198,rebreak_confirmed,10.9589,vwap_reclaim_rebreak,2025-12-17 08:42:00 EST
53,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_premarket_detail_only\20260628T183512Z\images\0053_BSLK_2025-05-30_push100.00_rebreak_03_event_day_premarket_detail.png,das_scanner_appearance:BSLK:2025-05-30T08:13:00+00:00,BSLK,2025-05-30,100.0,58.87850467289718,85.0467,124.29906542056072,rebreak_confirmed,12.3832,single_candle_rebreak,2025-05-30 04:16:00 EDT
