position,candidate_export_dir,three_day_overview_image_path,event_day_premarket_detail_image_path,event_day_detail_until_1600_ny_image_path,daily_context_image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_first_push_high_pct,pm_open_to_momentum_trigger_pct,prior_close_to_momentum_trigger_pct,pm_open_to_scanner_pct,prior_close_to_scanner_pct,pm_open_to_premarket_extension_high_pct,prior_close_to_premarket_extension_high_pct,pm_open_to_max_high_after_trigger_pct,scanner_to_max_high_pct,max_push_pct_after_trigger,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et,first_green_wick_dip_ts_et,first_green_wick_dip_depth_pct,first_green_wick_dip_type
17,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0017_ROLR_2026-01-14_push165.17_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0017_ROLR_2026-01-14_push165.17_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0017_ROLR_2026-01-14_push165.17_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0017_ROLR_2026-01-14_push165.17_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0017_ROLR_2026-01-14_push165.17_rebreak\05_daily_context.png,das_scanner_appearance:ROLR:2026-01-14T13:19:00+00:00,ROLR,2026-01-14,165.1685,165.1685,65.44943820224718,67.32954545454545,115.5084,117.9573863636364,485.3932584269663,492.04545454545456,485.3933,171.6336,171.6336,rebreak_confirmed,24.7881,vwap_reclaim_rebreak,2026-01-14 08:23:00 EST,2026-01-14 08:25:00 EST,2.2754,green_wick_dip_reactivation
18,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0018_SPRO_2025-05-28_push160.00_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0018_SPRO_2025-05-28_push160.00_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0018_SPRO_2025-05-28_push160.00_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0018_SPRO_2025-05-28_push160.00_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0018_SPRO_2025-05-28_push160.00_rebreak\05_daily_context.png,das_scanner_appearance:SPRO:2025-05-28T11:01:00+00:00,SPRO,2025-05-28,160.0,160.0,71.42857142857143,73.91304347826087,47.1429,49.27536231884059,318.5714285714286,324.63768115942037,318.5714,184.466,184.466,rebreak_confirmed,17.5824,last_red_high_break,2025-05-28 07:06:00 EDT,2025-05-28 07:07:00 EDT,6.5574,green_wick_dip_new_high
19,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0019_NERV_2025-10-21_push157.25_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0019_NERV_2025-10-21_push157.25_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0019_NERV_2025-10-21_push157.25_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0019_NERV_2025-10-21_push157.25_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0019_NERV_2025-10-21_push157.25_rebreak\05_daily_context.png,das_scanner_appearance:NERV:2025-10-21T12:00:00+00:00,NERV,2025-10-21,157.2491,157.2491,79.92565055762083,81.27340823970037,74.3494,75.6554307116105,183.271375464684,185.3932584269663,183.2714,62.4733,62.4733,rebreak_confirmed,14.5939,vwap_reclaim_rebreak,2025-10-21 08:15:00 EDT,2025-10-21 08:17:00 EDT,1.21,green_wick_dip_new_high
20,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0020_TWG_2026-01-20_push155.17_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0020_TWG_2026-01-20_push155.17_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0020_TWG_2026-01-20_push155.17_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0020_TWG_2026-01-20_push155.17_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0020_TWG_2026-01-20_push155.17_rebreak\05_daily_context.png,das_scanner_appearance:TWG:2026-01-20T11:51:00+00:00,TWG,2026-01-20,155.1724,155.1724,99.71264367816093,96.88385269121814,126.7241,123.5127478753541,225.0,220.3966005665723,225.0,43.346,43.346,rebreak_confirmed,19.482,vwap_reclaim_rebreak,2026-01-20 07:23:00 EST,2026-01-20 07:24:00 EST,6.383,green_wick_dip_new_high
21,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0021_LIDR_2025-07-24_push153.10_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0021_LIDR_2025-07-24_push153.10_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0021_LIDR_2025-07-24_push153.10_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0021_LIDR_2025-07-24_push153.10_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0021_LIDR_2025-07-24_push153.10_rebreak\05_daily_context.png,das_scanner_appearance:LIDR:2025-07-24T12:01:00+00:00,LIDR,2025-07-24,153.0973,153.0973,61.94690265486727,61.233480176211465,60.177,59.47136563876653,304.42477876106204,302.6431718061674,304.4248,152.4862,152.4862,rebreak_confirmed,8.042,single_candle_rebreak,2025-07-24 08:10:00 EDT,2025-07-24 08:12:00 EDT,3.1802,green_wick_dip_reactivation
22,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0022_GLTO_2025-11-10_push146.03_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0022_GLTO_2025-11-10_push146.03_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0022_GLTO_2025-11-10_push146.03_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0022_GLTO_2025-11-10_push146.03_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0022_GLTO_2025-11-10_push146.03_rebreak\05_daily_context.png,das_scanner_appearance:GLTO:2025-11-10T12:03:00+00:00,GLTO,2025-11-10,146.0348,146.0348,73.88781431334624,73.71980676328504,121.47,121.25603864734298,410.25145067698264,409.7584541062802,410.2515,130.393,130.393,rebreak_confirmed,13.6006,single_candle_rebreak,2025-11-10 07:06:00 EST,2025-11-10 07:08:00 EST,0.0781,green_wick_dip_new_high
23,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0023_STAF_2024-08-22_push145.90_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0023_STAF_2024-08-22_push145.90_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0023_STAF_2024-08-22_push145.90_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0023_STAF_2024-08-22_push145.90_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0023_STAF_2024-08-22_push145.90_rebreak\05_daily_context.png,das_scanner_appearance:STAF:2024-08-22T08:09:00+00:00,STAF,2024-08-22,145.9016,145.9016,104.91803278688525,108.33333333333334,121.3115,125.00000000000003,207.3770491803279,212.5,207.377,38.8889,38.8889,rebreak_confirmed,19.0,vwap_reclaim_rebreak,2024-08-22 04:12:00 EDT,2024-08-22 04:13:00 EDT,8.8146,green_wick_dip_new_high
24,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0024_BBLG_2025-06-27_push144.00_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0024_BBLG_2025-06-27_push144.00_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0024_BBLG_2025-06-27_push144.00_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0024_BBLG_2025-06-27_push144.00_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0024_BBLG_2025-06-27_push144.00_rebreak\05_daily_context.png,das_scanner_appearance:BBLG:2025-06-27T11:02:00+00:00,BBLG,2025-06-27,144.0,144.0,87.25,81.79611650485437,118.0,111.65048543689322,193.00000000000003,184.46601941747574,193.0,34.4037,34.4037,rebreak_confirmed,16.7008,vwap_reclaim_rebreak,2025-06-27 07:08:00 EDT,2025-06-27 07:11:00 EDT,3.2882,green_wick_dip_reactivation
25,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0025_SELX_2025-11-10_push141.28_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0025_SELX_2025-11-10_push141.28_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0025_SELX_2025-11-10_push141.28_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0025_SELX_2025-11-10_push141.28_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0025_SELX_2025-11-10_push141.28_rebreak\05_daily_context.png,das_scanner_appearance:SELX:2025-11-10T10:18:00+00:00,SELX,2025-11-10,141.2795,141.2795,70.96373914242383,117.92618629173992,88.8874,140.77328646748686,217.11016131256034,304.2179261862918,217.1102,67.8832,67.8832,rebreak_confirmed,26.5714,single_candle_rebreak,2025-11-10 05:20:00 EST,2025-11-10 05:23:00 EST,8.6093,green_wick_dip_new_high
26,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0026_XAGE_2025-04-14_push140.58_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0026_XAGE_2025-04-14_push140.58_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0026_XAGE_2025-04-14_push140.58_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0026_XAGE_2025-04-14_push140.58_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0026_XAGE_2025-04-14_push140.58_rebreak\05_daily_context.png,das_scanner_appearance:XAGE:2025-04-14T12:10:00+00:00,XAGE,2025-04-14,140.5774,140.5774,52.36567762630313,52.48796147672553,121.4916,121.669341894061,160.22453889334403,160.43338683788122,160.2245,17.4873,17.4873,rebreak_confirmed,11.5333,multi_candle_flag_break,2025-04-14 08:14:00 EDT,2025-04-14 08:16:00 EDT,0.2952,green_wick_dip_reactivation
27,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0027_GELS_2025-04-22_push135.03_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0027_GELS_2025-04-22_push135.03_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0027_GELS_2025-04-22_push135.03_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0027_GELS_2025-04-22_push135.03_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0027_GELS_2025-04-22_push135.03_rebreak\05_daily_context.png,das_scanner_appearance:GELS:2025-04-22T08:01:00+00:00,GELS,2025-04-22,135.0318,135.0318,59.23566878980891,177.7777777777778,110.828,267.7777777777778,291.08280254777065,582.2222222222221,291.0828,85.4985,85.4985,rebreak_confirmed,18.1572,last_red_high_break,2025-04-22 04:04:00 EDT,2025-04-22 04:05:00 EDT,2.1739,green_wick_dip_new_high
28,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0028_STAF_2024-11-04_push132.78_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0028_STAF_2024-11-04_push132.78_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0028_STAF_2024-11-04_push132.78_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0028_STAF_2024-11-04_push132.78_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0028_STAF_2024-11-04_push132.78_rebreak\05_daily_context.png,das_scanner_appearance:STAF:2024-11-04T12:31:00+00:00,STAF,2024-11-04,132.7778,132.7778,86.11111111111111,97.05882352941177,88.3333,99.41176470588236,141.66666666666666,155.88235294117646,141.6667,28.3186,28.3186,rebreak_confirmed,17.4224,multi_candle_flag_break,2024-11-04 07:37:00 EST,2024-11-04 07:51:00 EST,0.551,green_wick_dip_new_high
29,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0029_QNTM_2025-02-04_push132.08_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0029_QNTM_2025-02-04_push132.08_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0029_QNTM_2025-02-04_push132.08_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0029_QNTM_2025-02-04_push132.08_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0029_QNTM_2025-02-04_push132.08_rebreak\05_daily_context.png,das_scanner_appearance:QNTM:2025-02-04T12:05:00+00:00,QNTM,2025-02-04,132.0755,132.0755,87.1069182389937,91.31832797427654,119.4969,124.43729903536979,132.70440251572327,137.94212218649523,132.7044,6.0172,6.0172,rebreak_confirmed,14.4986,single_candle_rebreak,2025-02-04 07:07:00 EST,2025-02-04 07:10:00 EST,0.4918,green_wick_dip_new_high
30,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0030_CADL_2024-12-11_push126.65_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0030_CADL_2024-12-11_push126.65_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0030_CADL_2024-12-11_push126.65_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0030_CADL_2024-12-11_push126.65_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0030_CADL_2024-12-11_push126.65_rebreak\05_daily_context.png,das_scanner_appearance:CADL:2024-12-11T12:05:00+00:00,CADL,2024-12-11,126.6533,126.6533,59.31863727454909,72.2643553629469,43.487,55.146262188515706,181.7635270541082,204.65872156013,181.7635,96.3687,96.3687,rebreak_confirmed,11.229,multi_candle_flag_break,2024-12-11 07:18:00 EST,2024-12-11 07:19:00 EST,1.371,green_wick_dip_reactivation
31,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0031_HIND_2026-01-27_push121.79_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0031_HIND_2026-01-27_push121.79_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0031_HIND_2026-01-27_push121.79_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0031_HIND_2026-01-27_push121.79_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0031_HIND_2026-01-27_push121.79_rebreak\05_daily_context.png,das_scanner_appearance:HIND:2026-01-27T13:02:00+00:00,HIND,2026-01-27,121.791,121.791,87.31940298507462,101.7749196141479,64.1791,76.84887459807075,125.96716417910446,143.40514469453373,125.9672,37.6345,37.6345,rebreak_confirmed,36.3392,vwap_reclaim_rebreak,2026-01-27 08:10:00 EST,2026-01-27 08:11:00 EST,5.2698,green_wick_dip_new_high
32,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0032_TMDE_2025-06-13_push120.61_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0032_TMDE_2025-06-13_push120.61_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0032_TMDE_2025-06-13_push120.61_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0032_TMDE_2025-06-13_push120.61_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0032_TMDE_2025-06-13_push120.61_rebreak\05_daily_context.png,das_scanner_appearance:TMDE:2025-06-13T10:48:00+00:00,TMDE,2025-06-13,120.6073,120.6073,55.72281339216195,60.0,92.0581,97.33333333333333,167.32416298987803,174.66666666666669,167.3242,39.1892,39.1892,rebreak_confirmed,29.4118,vwap_reclaim_rebreak,2025-06-13 07:10:00 EDT,2025-06-13 07:11:00 EDT,5.2308,green_wick_dip_reactivation
