url,status,reason,source
https://www.quantresearch.org/Chasing%20Hot%20Returns%20in%20%20Smart-Beta%20%20Funds%20Can%20Be%20a%20Dumb%20Idea%20-%20MoneyBeat%20-%20WSJ.pdf,404,Not Found,https://www.quantresearch.org/News.htm
https://www.quantresearch.org/AllAboutAlpha_%20Hedge%20Fund%20Trends%20%26%20Alternative%20Investment%20Analysis%20%20%20Doing%20Penance%20for%20the%20Draw-down%20%20%20Print.pdf,404,Not Found,https://www.quantresearch.org/News.htm
https://www.quantresearch.org/Financial%20markets%20are%20at%20risk%20of%20a%20%20big%20data%20%20crash%20-%20FT.pdf,404,Not Found,https://www.quantresearch.org/News.htm
https://quantresearch.org/Chasing%20Hot%20Returns%20in%20%20Smart-Beta%20%20Funds%20Can%20Be%20a%20Dumb%20Idea%20-%20MoneyBeat%20-%20WSJ.pdf,404,Not Found,https://quantresearch.org/News.htm
https://quantresearch.org/AllAboutAlpha_%20Hedge%20Fund%20Trends%20%26%20Alternative%20Investment%20Analysis%20%20%20Doing%20Penance%20for%20the%20Draw-down%20%20%20Print.pdf,404,Not Found,https://quantresearch.org/News.htm
https://quantresearch.org/Financial%20markets%20are%20at%20risk%20of%20a%20%20big%20data%20%20crash%20-%20FT.pdf,404,Not Found,https://quantresearch.org/News.htm
