ticker,ts_utc,date,year,month,o,h,l,c,v,vw,n,t,run_id,market_date,source
LUCY,2026-07-08T19:47:00Z,2026-07-08,2026,7,1.08,1.0899,1.08,1.0801,11242,1.0859741505070273,23,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:48:00Z,2026-07-08,2026,7,1.085,1.0885,1.07,1.0799,91387,1.0805311028920963,422,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:49:00Z,2026-07-08,2026,7,1.075,1.08,1.06,1.06,32438,1.0756059313151243,77,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:50:00Z,2026-07-08,2026,7,1.0687,1.07,1.05,1.055,37946,1.0566122041848944,85,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:51:00Z,2026-07-08,2026,7,1.055,1.06,1.05,1.055,15027,1.054511186530911,73,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:52:00Z,2026-07-08,2026,7,1.055,1.08,1.0512,1.075,54796,1.0767148642236661,110,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:53:00Z,2026-07-08,2026,7,1.0789,1.08,1.07,1.0789,13247,1.0753290254397223,50,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:54:00Z,2026-07-08,2026,7,1.075,1.09,1.075,1.0886,58897,1.0857256294887687,157,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:55:00Z,2026-07-08,2026,7,1.081,1.09,1.081,1.085,11599,1.0879115440986293,121,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:56:00Z,2026-07-08,2026,7,1.0899,1.09,1.08,1.09,16681,1.084787308914334,83,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:57:00Z,2026-07-08,2026,7,1.0801,1.1,1.0801,1.1,44619,1.0933813778883437,262,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:58:00Z,2026-07-08,2026,7,1.1001,1.11,1.09,1.1,44545,1.0928292513188909,147,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T19:59:00Z,2026-07-08,2026,7,1.1,1.1,1.09,1.09,26291,1.09468060553041,115,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:00:00Z,2026-07-08,2026,7,1.07,1.1,1.07,1.0903,26281,1.0744697918648454,28,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:01:00Z,2026-07-08,2026,7,1.1,1.1,1.09,1.0902,12057,1.0910691880235548,31,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:02:00Z,2026-07-08,2026,7,1.0908,1.1,1.09,1.0903,10291,1.0937508891264212,23,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:03:00Z,2026-07-08,2026,7,1.09,1.0905,1.09,1.09,6980,1.0900000716332379,12,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:04:00Z,2026-07-08,2026,7,1.09,1.1,1.06,1.0699,52696,1.0823554899802643,112,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:05:00Z,2026-07-08,2026,7,1.06,1.07,1.06,1.07,11264,1.0691052024147727,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:06:00Z,2026-07-08,2026,7,1.0606,1.07,1.05,1.0501,13354,1.054837689081923,28,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LUCY,2026-07-08T20:07:00Z,2026-07-08,2026,7,1.07,1.07,1.05,1.0504,24211,1.051633720209822,15,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:42:00Z,2026-07-08,2026,7,8.96,9.02,8.77,8.85,28285,8.865739048965883,263,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:43:00Z,2026-07-08,2026,7,8.78,8.9399,8.5,8.66,50684,8.628405771052009,650,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:44:00Z,2026-07-08,2026,7,8.605,8.79,8.35,8.6,63181,8.548459193428403,657,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:45:00Z,2026-07-08,2026,7,8.64,8.83,8.58,8.765,35864,8.699655381440998,452,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:46:00Z,2026-07-08,2026,7,8.79,8.8205,8.65,8.73,14724,8.731902451779407,241,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:47:00Z,2026-07-08,2026,7,8.73,8.7951,8.68,8.6999,14571,8.735962933223528,228,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:48:00Z,2026-07-08,2026,7,8.69,8.7797,8.371,8.43,41776,8.540664984680198,360,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:49:00Z,2026-07-08,2026,7,8.41,8.49,8.37,8.405,9688,8.440426067299752,188,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:50:00Z,2026-07-08,2026,7,8.4001,8.79,8.4,8.7351,59712,8.631442703309217,569,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:51:00Z,2026-07-08,2026,7,8.715,8.74,8.47,8.51,12447,8.594554559331566,219,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:52:00Z,2026-07-08,2026,7,8.5001,8.56,8.43,8.47,11850,8.484261324894513,151,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:53:00Z,2026-07-08,2026,7,8.45,8.52,8.2,8.28,51115,8.37109304900714,533,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:54:00Z,2026-07-08,2026,7,8.27,8.5999,8.2,8.52,26314,8.418591749638974,340,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:55:00Z,2026-07-08,2026,7,8.55,8.69,8.4,8.63,31505,8.537873093159815,371,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:56:00Z,2026-07-08,2026,7,8.6414,8.6776,8.6,8.63,14781,8.631457946011773,264,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:57:00Z,2026-07-08,2026,7,8.625,8.63,8.47,8.52,24946,8.539188867954783,202,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:58:00Z,2026-07-08,2026,7,8.53,8.54,8.47,8.48,18346,8.498524533958356,197,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T19:59:00Z,2026-07-08,2026,7,8.485,8.56,8.43,8.49,41084,8.487526535877715,278,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:00:00Z,2026-07-08,2026,7,8.4805,8.59,8.45,8.47,9962,8.505291668339693,98,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:01:00Z,2026-07-08,2026,7,8.4602,8.47,8.2,8.2982,12023,8.265641220993096,250,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:02:00Z,2026-07-08,2026,7,8.27,8.79,8.08,8.77,31032,8.35629361626708,420,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:03:00Z,2026-07-08,2026,7,8.7325,8.77,8.2103,8.382,11657,8.419556875697007,188,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:04:00Z,2026-07-08,2026,7,8.45,8.5,8.31,8.3993,4894,8.412610809154064,90,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:05:00Z,2026-07-08,2026,7,8.3217,8.4,8.21,8.4,8361,8.306085384523383,107,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:06:00Z,2026-07-08,2026,7,8.38,8.38,8.25,8.2509,3642,8.321547419000549,69,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
NVVE,2026-07-08T20:07:00Z,2026-07-08,2026,7,8.24,8.3291,8.24,8.29,604,8.256737417218542,10,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:44:00Z,2026-07-08,2026,7,19.02,19.54,18.66,18.96,4437,19.070175794455714,116,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:45:00Z,2026-07-08,2026,7,19.22,19.37,19.0,19.36,4257,19.08215628376791,84,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:46:00Z,2026-07-08,2026,7,19.33,19.54,19.0,19.531,2031,19.239675036927622,42,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:47:00Z,2026-07-08,2026,7,19.504,19.84,19.3001,19.67,2984,19.582089376675608,63,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:48:00Z,2026-07-08,2026,7,19.74,19.83,19.5,19.755,1583,19.710277574226158,46,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:49:00Z,2026-07-08,2026,7,19.7992,20.08,19.7992,20.0,3320,19.91833030120482,75,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:50:00Z,2026-07-08,2026,7,19.99,20.08,19.67,19.8494,3325,19.964046075187962,60,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:51:00Z,2026-07-08,2026,7,19.675,19.99,19.5,19.875,1759,19.80367652075043,42,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:52:00Z,2026-07-08,2026,7,19.85,20.35,19.85,20.24,5516,20.171018237853517,98,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:53:00Z,2026-07-08,2026,7,20.24,20.35,19.7,20.3299,2874,20.17006938065414,49,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:54:00Z,2026-07-08,2026,7,20.065,20.33,19.8001,20.26,3838,20.262825195414276,62,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:55:00Z,2026-07-08,2026,7,20.07,20.15,19.8,19.975,882,20.06069648526077,49,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:56:00Z,2026-07-08,2026,7,20.1,20.26,19.8001,20.22,4539,20.123244326944263,63,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:57:00Z,2026-07-08,2026,7,20.22,20.26,19.8201,20.2,4069,20.18988070779061,56,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:58:00Z,2026-07-08,2026,7,20.2,20.35,19.82,19.83,14927,20.050338560996853,188,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T19:59:00Z,2026-07-08,2026,7,19.8,20.3,19.4,20.0,10400,19.88770961538462,123,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:00:00Z,2026-07-08,2026,7,20.4,21.8,20.2,21.4,4457,20.972705855956917,59,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:01:00Z,2026-07-08,2026,7,21.52,23.0,20.56,22.98,12057,22.60250884963092,258,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:02:00Z,2026-07-08,2026,7,22.85,24.5,22.45,24.25,31513,23.658582080411257,678,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:03:00Z,2026-07-08,2026,7,24.45,25.15,23.5,24.7199,51906,24.50576677070088,1348,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:04:00Z,2026-07-08,2026,7,24.7739,28.88,24.0,26.9903,74525,25.984455947668568,1989,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:05:00Z,2026-07-08,2026,7,27.0,27.98,24.23,24.63,75669,26.096530798609734,1634,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:06:00Z,2026-07-08,2026,7,24.6373,25.8,23.5,23.72,25176,24.6365353987925,932,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SDOT,2026-07-08T20:07:00Z,2026-07-08,2026,7,23.8848,24.6,23.51,24.48,1684,24.064449228028504,78,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:41:00Z,2026-07-08,2026,7,3.6806,3.7,3.6805,3.69,11501,3.6928132423267543,29,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:42:00Z,2026-07-08,2026,7,3.69,3.6992,3.65,3.67,20840,3.668240201535508,94,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:43:00Z,2026-07-08,2026,7,3.653,3.68,3.65,3.66,16831,3.6601135701978498,83,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:44:00Z,2026-07-08,2026,7,3.66,3.7,3.65,3.6899,10572,3.6777193719258414,47,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:45:00Z,2026-07-08,2026,7,3.68,3.69,3.6597,3.66,19133,3.6741763184027603,92,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:46:00Z,2026-07-08,2026,7,3.65,3.66,3.64,3.65,13191,3.6515953832158283,78,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:47:00Z,2026-07-08,2026,7,3.65,3.6699,3.64,3.66195,9978,3.653265213469633,94,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:48:00Z,2026-07-08,2026,7,3.66,3.67,3.64,3.66,12901,3.655572707542051,72,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:49:00Z,2026-07-08,2026,7,3.67,3.71,3.65,3.705,26216,3.6934954722306994,141,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:50:00Z,2026-07-08,2026,7,3.71,3.7585,3.69,3.7,31952,3.7293114202553834,194,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:51:00Z,2026-07-08,2026,7,3.72,3.7322,3.6829,3.71,14247,3.704676114269671,93,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:52:00Z,2026-07-08,2026,7,3.7001,3.74,3.7,3.72,34524,3.72438863689028,118,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:53:00Z,2026-07-08,2026,7,3.72,3.83,3.694,3.8,143459,3.7809497277967923,309,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:54:00Z,2026-07-08,2026,7,3.81,4.0199,3.7737,3.91,299305,3.897962526519771,926,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:55:00Z,2026-07-08,2026,7,3.92,3.98,3.67,3.71,310129,3.834331756140187,1429,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:56:00Z,2026-07-08,2026,7,3.71,3.81,3.7,3.78,91733,3.747492392050843,440,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:57:00Z,2026-07-08,2026,7,3.7705,3.79,3.73,3.75,51112,3.7563149553920807,297,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:58:00Z,2026-07-08,2026,7,3.77,3.8,3.73,3.79,57042,3.770692922758669,308,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T19:59:00Z,2026-07-08,2026,7,3.795,3.82,3.7701,3.8003,96180,3.8030550790185074,482,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T20:00:00Z,2026-07-08,2026,7,3.82,3.82,3.75,3.7565,10545,3.7935193741109527,76,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T20:01:00Z,2026-07-08,2026,7,3.7565,3.79,3.75,3.77,8724,3.7604290463090324,49,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T20:02:00Z,2026-07-08,2026,7,3.7501,3.77,3.6303,3.6303,20870,3.7368598993770967,70,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T20:03:00Z,2026-07-08,2026,7,3.63,3.67,3.5603,3.6667,28959,3.62384829586657,151,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
SKYQ,2026-07-08T20:04:00Z,2026-07-08,2026,7,3.65,3.82,3.65,3.73,7645,3.710867848266841,52,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
