ticker,ts_utc,date,year,month,o,h,l,c,v,vw,n,t,run_id,market_date,source
BJDX,2026-07-08T19:50:00Z,2026-07-08,2026,7,1.285,1.29,1.2801,1.285,20965,1.289641268781302,13,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:51:00Z,2026-07-08,2026,7,1.29,1.31,1.28,1.3,4658,1.2982851009016747,33,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:52:00Z,2026-07-08,2026,7,1.29,1.3,1.29,1.3,350,1.2971142857142857,4,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:53:00Z,2026-07-08,2026,7,1.2801,1.3,1.2801,1.3,1470,1.288995238095238,6,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:54:00Z,2026-07-08,2026,7,1.29,1.31,1.2801,1.31,1891,1.2938402961396087,44,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:55:00Z,2026-07-08,2026,7,1.3002,1.31,1.29,1.29,4150,1.301807253012048,40,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:56:00Z,2026-07-08,2026,7,1.31,1.31,1.28,1.295,1061,1.2952639019792649,17,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:57:00Z,2026-07-08,2026,7,1.3,1.31,1.24,1.2898,22338,1.2503222132688692,71,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:58:00Z,2026-07-08,2026,7,1.3,1.32,1.28,1.32,20315,1.3070666994831406,140,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T19:59:00Z,2026-07-08,2026,7,1.3102,1.32,1.3,1.31,3913,1.3102558139534883,29,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T20:00:00Z,2026-07-08,2026,7,1.34,1.34,1.34,1.34,46696,1.34,2,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T20:02:00Z,2026-07-08,2026,7,1.34,1.34,1.3101,1.3101,1501,1.3101199200532978,2,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T20:03:00Z,2026-07-08,2026,7,1.3165,1.3165,1.31,1.31,349,1.3102461318051575,4,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T20:04:00Z,2026-07-08,2026,7,1.3105,1.34,1.3105,1.34,365,1.3107424657534246,4,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T20:06:00Z,2026-07-08,2026,7,1.33,1.33,1.32,1.32,794,1.3274811083123426,3,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BJDX,2026-07-08T20:07:00Z,2026-07-08,2026,7,1.31,1.31,1.31,1.31,50,1.31,1,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:41:00Z,2026-07-08,2026,7,0.7952,0.7977,0.7952,0.7977,441,0.7954380952380953,5,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:42:00Z,2026-07-08,2026,7,0.7979,0.7999,0.7965,0.7999,515,0.7973384466019418,6,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:43:00Z,2026-07-08,2026,7,0.7995,0.7995,0.7995,0.7995,400,0.7995,1,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:44:00Z,2026-07-08,2026,7,0.7991,0.7994,0.7991,0.7991,13917,0.7991044837249407,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:45:00Z,2026-07-08,2026,7,0.7991,0.7992,0.79905,0.7991,5500,0.799085709090909,7,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:46:00Z,2026-07-08,2026,7,0.79905,0.8,0.79905,0.8,7692,0.7992525481019241,58,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:47:00Z,2026-07-08,2026,7,0.79915,0.8,0.79915,0.7993,3362,0.7994911951219512,17,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:48:00Z,2026-07-08,2026,7,0.7996,0.7999,0.7993,0.7994,1952,0.7994924692622951,10,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:49:00Z,2026-07-08,2026,7,0.8,0.8002,0.8,0.80005,15589,0.8000064179870422,10,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:50:00Z,2026-07-08,2026,7,0.8001,0.8066,0.800064,0.80335,11316,0.8034092917992224,45,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:51:00Z,2026-07-08,2026,7,0.8033,0.8033,0.8002,0.80045,41815,0.8019151702020805,23,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:52:00Z,2026-07-08,2026,7,0.8004,0.8004,0.800301,0.8004,2926,0.800391459671907,15,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:53:00Z,2026-07-08,2026,7,0.80035,0.8006,0.80035,0.8005,1632,0.8004142303921569,19,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:54:00Z,2026-07-08,2026,7,0.8004,0.8006,0.8004,0.80055,4597,0.8005840385033719,32,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:55:00Z,2026-07-08,2026,7,0.80055,0.8015,0.800501,0.801,1912,0.8007147881799163,25,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:56:00Z,2026-07-08,2026,7,0.8022,0.8022,0.8006,0.80105,2664,0.8010331418918918,28,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:57:00Z,2026-07-08,2026,7,0.8016,0.8025,0.8006,0.8025,3573,0.8020009829275119,36,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:58:00Z,2026-07-08,2026,7,0.8025,0.806,0.8021,0.8023,7946,0.8029953309841429,53,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T19:59:00Z,2026-07-08,2026,7,0.8025,0.8066,0.8021,0.8022,13906,0.8031881957428446,86,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T20:00:00Z,2026-07-08,2026,7,0.8066,0.8117,0.8066,0.8117,1500,0.81034,3,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T20:02:00Z,2026-07-08,2026,7,0.8215,0.8216,0.8215,0.8216,3,0.8215333333333333,2,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T20:03:00Z,2026-07-08,2026,7,0.8279,0.8279,0.8279,0.8279,1000,0.8279,1,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
BTAI,2026-07-08T20:05:00Z,2026-07-08,2026,7,0.8066,0.8066,0.8066,0.8066,14,0.8066000000000001,1,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:44:00Z,2026-07-08,2026,7,10.19,10.19,10.11,10.11,230,10.160826086956522,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:45:00Z,2026-07-08,2026,7,10.18,10.25,10.1001,10.1798,7643,10.192903846657071,47,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:46:00Z,2026-07-08,2026,7,10.225,10.34,10.18,10.2,4001,10.281403474131467,47,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:47:00Z,2026-07-08,2026,7,10.27,10.34,10.15,10.28,2844,10.289110724331927,35,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:48:00Z,2026-07-08,2026,7,10.28,10.3,9.9001,10.1,7564,10.087350211528292,106,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:49:00Z,2026-07-08,2026,7,10.1,10.3,10.0005,10.1,1635,10.103804464831805,25,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:50:00Z,2026-07-08,2026,7,10.2,10.2,9.95,10.02,2780,10.021278021582734,72,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:51:00Z,2026-07-08,2026,7,10.06,10.15,9.9,9.98,7615,10.039290492449112,88,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:52:00Z,2026-07-08,2026,7,10.04,10.1,9.98,10.06,3892,10.014326490236382,97,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:53:00Z,2026-07-08,2026,7,10.005,10.0699,9.91,10.055,4816,10.01144449750831,102,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:54:00Z,2026-07-08,2026,7,10.04,10.22,10.01,10.075,16546,10.099645328175994,107,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:55:00Z,2026-07-08,2026,7,10.1,10.2,10.0653,10.2,2151,10.105384472338448,41,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:56:00Z,2026-07-08,2026,7,10.13,10.28,10.12,10.24,2879,10.176388815560959,38,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:57:00Z,2026-07-08,2026,7,10.27,10.5,10.27,10.4,11348,10.406845558688756,109,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:58:00Z,2026-07-08,2026,7,10.42,10.45,10.18,10.43,15791,10.309923564055476,207,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T19:59:00Z,2026-07-08,2026,7,10.33,10.4,10.2,10.28,8255,10.325311677771047,96,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:00:00Z,2026-07-08,2026,7,10.2701,10.35,10.0,10.15,1148,10.142439024390244,26,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:01:00Z,2026-07-08,2026,7,10.13,10.35,10.0,10.14,1943,10.1915526505404,39,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:02:00Z,2026-07-08,2026,7,10.1496,10.34,10.13,10.18,1591,10.173500942803269,33,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:03:00Z,2026-07-08,2026,7,10.25,10.34,10.01,10.08,2751,10.171217739004,62,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:04:00Z,2026-07-08,2026,7,10.16,10.34,10.112,10.16,664,10.205481927710842,12,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:05:00Z,2026-07-08,2026,7,10.16,10.33,10.12,10.32,1567,10.201454179961711,36,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:06:00Z,2026-07-08,2026,7,10.1656,10.31,10.1656,10.25,451,10.274869844789357,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
CLRO,2026-07-08T20:07:00Z,2026-07-08,2026,7,10.26,10.3,10.26,10.3,24,10.261666666666667,3,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:43:00Z,2026-07-08,2026,7,3.9883,3.9883,3.9303,3.95,635,3.969886771653544,19,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:44:00Z,2026-07-08,2026,7,3.96,3.96,3.91,3.96,540,3.957774444444445,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:45:00Z,2026-07-08,2026,7,3.935,3.96,3.861,3.861,758,3.9167572559366763,13,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:46:00Z,2026-07-08,2026,7,3.92,3.9538,3.85,3.9538,1386,3.8790353535353534,18,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:47:00Z,2026-07-08,2026,7,3.8701,3.95,3.8701,3.95,514,3.8721877431906613,3,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:48:00Z,2026-07-08,2026,7,3.89,3.949,3.8712,3.91,235,3.915712340425532,9,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:49:00Z,2026-07-08,2026,7,3.8702,3.95,3.87,3.95,1319,3.9225034116755113,16,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:50:00Z,2026-07-08,2026,7,3.9699,3.9699,3.95,3.95,1148,3.9552003484320557,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:51:00Z,2026-07-08,2026,7,3.9505,3.9505,3.93,3.93,1110,3.9357036036036033,9,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:52:00Z,2026-07-08,2026,7,3.95,3.95,3.91,3.9142,631,3.9237675118858957,9,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:53:00Z,2026-07-08,2026,7,3.8929,3.91,3.8929,3.91,372,3.907883870967742,5,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:54:00Z,2026-07-08,2026,7,3.91,3.91,3.9,3.9022,22,3.9079363636363635,10,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:55:00Z,2026-07-08,2026,7,3.8956,3.95,3.8956,3.95,312,3.9089102564102562,14,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:56:00Z,2026-07-08,2026,7,3.915,3.94,3.89,3.93,334,3.924102994011976,17,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:57:00Z,2026-07-08,2026,7,3.915,3.93,3.9007,3.915,3299,3.9136817520460747,17,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:58:00Z,2026-07-08,2026,7,3.94,3.97,3.9,3.9699,2002,3.9326128871128874,27,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T19:59:00Z,2026-07-08,2026,7,3.9001,3.95,3.9,3.9298,1520,3.9293517763157895,20,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:00:00Z,2026-07-08,2026,7,3.9298,3.9298,3.92,3.92,202,3.92970297029703,2,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:01:00Z,2026-07-08,2026,7,3.93,4.01,3.91,3.98,191,3.9314659685863873,10,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:02:00Z,2026-07-08,2026,7,3.98,3.98,3.98,3.98,36,3.98,2,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:03:00Z,2026-07-08,2026,7,3.9,3.96,3.86,3.96,189,3.8744973544973544,5,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:04:00Z,2026-07-08,2026,7,3.9143,3.945,3.9,3.9,444,3.9075324324324323,15,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:05:00Z,2026-07-08,2026,7,3.9,3.9,3.9,3.9,9,3.9000000000000004,1,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:06:00Z,2026-07-08,2026,7,3.91,3.95,3.91,3.95,73,3.943972602739726,3,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
INLF,2026-07-08T20:07:00Z,2026-07-08,2026,7,3.94,3.945,3.91,3.9191,1082,3.916534195933456,4,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:47:00Z,2026-07-08,2026,7,1.165,1.17,1.16,1.165,1413,1.1647977353149328,28,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:48:00Z,2026-07-08,2026,7,1.165,1.17,1.16,1.165,2496,1.1644320913461537,24,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:49:00Z,2026-07-08,2026,7,1.16,1.16,1.13,1.145,10155,1.156027572624323,48,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:50:00Z,2026-07-08,2026,7,1.13,1.16,1.13,1.13,5849,1.1479188237305522,37,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:51:00Z,2026-07-08,2026,7,1.14,1.15,1.13,1.135,8659,1.1352779882203485,53,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:52:00Z,2026-07-08,2026,7,1.135,1.135,1.11,1.12,13841,1.124377747272596,75,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:53:00Z,2026-07-08,2026,7,1.125,1.14,1.12,1.13,5693,1.1221763569295624,34,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:54:00Z,2026-07-08,2026,7,1.125,1.14,1.12,1.135,9244,1.1297448615318044,66,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:55:00Z,2026-07-08,2026,7,1.1313,1.16,1.1313,1.15,13628,1.1515701717053126,71,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:56:00Z,2026-07-08,2026,7,1.14,1.15,1.14,1.15,1173,1.1431202046035804,16,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:57:00Z,2026-07-08,2026,7,1.14,1.1599,1.14,1.14,1082,1.1407485212569315,16,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:58:00Z,2026-07-08,2026,7,1.15,1.1521,1.13,1.15,12873,1.1358042025945776,48,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T19:59:00Z,2026-07-08,2026,7,1.16,1.16,1.14,1.15,11460,1.1487866492146594,70,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:00:00Z,2026-07-08,2026,7,1.17,1.17,1.15,1.16,1992,1.1589959839357429,18,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:01:00Z,2026-07-08,2026,7,1.16,1.16,1.14,1.14,2496,1.1540504807692307,9,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:02:00Z,2026-07-08,2026,7,1.145,1.15,1.14,1.15,543,1.1418416206261508,13,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:03:00Z,2026-07-08,2026,7,1.14,1.14,1.12,1.12,1913,1.1352254573967588,13,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:04:00Z,2026-07-08,2026,7,1.12,1.17,1.11,1.17,1223,1.1177023712183158,9,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:05:00Z,2026-07-08,2026,7,1.12,1.13,1.12,1.13,752,1.1206648936170214,11,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:06:00Z,2026-07-08,2026,7,1.13,1.13,1.11,1.11,2706,1.1207513303769403,22,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
JEM,2026-07-08T20:07:00Z,2026-07-08,2026,7,1.11,1.11,1.11,1.11,1327,1.11,3,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:42:00Z,2026-07-08,2026,7,1.56,1.56,1.555,1.56,3716,1.5595990312163615,24,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:43:00Z,2026-07-08,2026,7,1.5697,1.57,1.56,1.57,1616,1.5644779084158416,19,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:44:00Z,2026-07-08,2026,7,1.5601,1.57,1.56,1.565,8605,1.5649550029052874,21,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:45:00Z,2026-07-08,2026,7,1.565,1.57,1.555,1.555,7209,1.564532279095575,63,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:46:00Z,2026-07-08,2026,7,1.56,1.59,1.55,1.5899,15704,1.5670597300050941,103,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:47:00Z,2026-07-08,2026,7,1.58,1.59,1.5709,1.589,1354,1.5833125553914327,23,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:48:00Z,2026-07-08,2026,7,1.5819,1.59,1.58,1.585,7119,1.5857498244135417,39,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:49:00Z,2026-07-08,2026,7,1.6,1.61,1.58,1.5951,13679,1.5953213246582354,79,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:50:00Z,2026-07-08,2026,7,1.585,1.61,1.585,1.6,21277,1.5996324481834845,61,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:51:00Z,2026-07-08,2026,7,1.605,1.61,1.57,1.5809,26130,1.5829473899732114,71,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:52:00Z,2026-07-08,2026,7,1.5882,1.59,1.57,1.585,13088,1.580234069376528,49,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:53:00Z,2026-07-08,2026,7,1.5803,1.585,1.56,1.575,14930,1.5656663965170798,63,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:54:00Z,2026-07-08,2026,7,1.575,1.58,1.57,1.58,5223,1.5727839172889142,31,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:55:00Z,2026-07-08,2026,7,1.575,1.58,1.57,1.5713,16026,1.5755634094596283,43,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:56:00Z,2026-07-08,2026,7,1.575,1.58,1.55,1.5599,23240,1.561777689328744,111,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:57:00Z,2026-07-08,2026,7,1.555,1.56,1.545,1.55,26071,1.5513336082236966,63,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:58:00Z,2026-07-08,2026,7,1.5403,1.55,1.54,1.545,19633,1.5424321092038913,137,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T19:59:00Z,2026-07-08,2026,7,1.545,1.55,1.36,1.385,271265,1.4524947873850294,696,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:00:00Z,2026-07-08,2026,7,1.46,1.46,1.38,1.42,17045,1.443525608682898,50,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:01:00Z,2026-07-08,2026,7,1.42,1.46,1.41,1.46,11386,1.4251598190760584,70,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:02:00Z,2026-07-08,2026,7,1.4699,1.47,1.45,1.4602,5127,1.4597948507899354,26,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:03:00Z,2026-07-08,2026,7,1.4698,1.5074,1.46,1.49,17525,1.4779463281027105,57,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:04:00Z,2026-07-08,2026,7,1.5,1.53,1.4903,1.53,11770,1.5114774426508073,72,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:05:00Z,2026-07-08,2026,7,1.52,1.54,1.51,1.53,15716,1.5283959531687454,65,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:06:00Z,2026-07-08,2026,7,1.5396,1.5396,1.49,1.495,5538,1.5106236366919463,40,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
LHAI,2026-07-08T20:07:00Z,2026-07-08,2026,7,1.495,1.51,1.49,1.49,2550,1.499592156862745,10,,das_cmdapi_live_20260708T193719Z,2026-07-08,das_tms_reconstructed_1m
