dataset,file,expected_ticker,read_ok,rows_total,rows_business,ticker_col_ok,ticker_values_nunique,tickers_col_mismatch_rows,cik_nunique,dataset_col_ok,ingested_utc_parseable,missing_required_cols,date_col_used,date_start,date_end,suspicious_page_cap,issues
balance_sheets,D:\financial\balance_sheets\ticker=AAA\balance_sheets_AAA.parquet,AAA,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AABA\balance_sheets_AABA.parquet,AABA,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AACB\balance_sheets_AACB.parquet,AACB,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AACI\balance_sheets_AACI.parquet,AACI,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AAI\balance_sheets_AAI.parquet,AAI,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AAM\balance_sheets_AAM.parquet,AAM,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AAPC\balance_sheets_AAPC.parquet,AAPC,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AAU\balance_sheets_AAU.parquet,AAU,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AAUC\balance_sheets_AAUC.parquet,AAUC,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=AAV\balance_sheets_AAV.parquet,AAV,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABAX\balance_sheets_ABAX.parquet,ABAX,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABCD\balance_sheets_ABCD.parquet,ABCD,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABCO\balance_sheets_ABCO.parquet,ABCO,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABDC\balance_sheets_ABDC.parquet,ABDC,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABE\balance_sheets_ABE.parquet,ABE,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABEV\balance_sheets_ABEV.parquet,ABEV,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABH\balance_sheets_ABH.parquet,ABH,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
balance_sheets,D:\financial\balance_sheets\ticker=ABHw\balance_sheets_ABHw.parquet,ABHW,True,1,0,True,0,0,0,True,True,cik,,,,False,missing_required_cols
