ticker,final_policy_bucket_lt1b,file_month_count
MDVX,review,13
MGAM,bad,13
MLNK,review,13
MRNO,review,13
MSW,bad,13
MTBC,review,13
MVLA,bad,13
MYSZ,review,13
NAGE,bad,13
NLST,review,13
NTHI,bad,13
OACB,review,13
OBT,good,13
OCA,review,13
OIG,bad,13
ONCT,review,13
OXF,review,13
PAMT,bad,13
PCO,bad,13
PETV,bad,13
PHCF,bad,13
PLG,review,13
PMEC,bad,13
PNST,bad,13
PSTV,review,13
RAY,good,13
RMCO,review,13
SBII,review,13
SGOC,bad,13
SHQA,review,13
SIRE,bad,13
SKH,bad,13
SMBK,review,13
SNAK,bad,13
SNWV,bad,13
SPEX,bad,13
SRAX,review,13
SSP,review,13
SUNW,review,13
SVFC,review,13
SYNX,bad,13
THCH,review,13
TNTR,bad,13
UOKA,bad,13
UTMD,review,13
VCIC,review,13
VENA,review,13
VGAS,review,13
VTVT,review,13
VXRT,review,13
VYGG,bad,13
WBB,review,13
WHWK,bad,13
WLMS,review,13
WSTL,bad,13
WYIG,good,13
XHLD,bad,13
XWEL,review,13
YIBO,bad,13
ZGYH,review,13
ZOOZ,review,13
ABTL,bad,12
ABTS,review,12
ACXP,review,12
ADAL,review,12
ADIL,review,12
AENT,review,12
AGH,bad,12
ALAC,good,12
ALR,review,12
ANNA,bad,12
ARAV,review,12
ARGU,review,12
ATCH,bad,12
ATMC,good,12
AXAC,review,12
BFIN,review,12
BIAF,review,12
BMGL,bad,12
BTBD,bad,12
BTNB,bad,12
CAPS,bad,12
CCAC,bad,12
CCCR,review,12
CCRC,bad,12
CFB,good,12
CFFA,review,12
CHKE,review,12
CNEY,review,12
CNIT,review,12
COOT,bad,12
CORR,good,12
CPAA,good,12
CPSR,review,12
CTM,review,12
CXDC,bad,12
DAOO,review,12
DSAQ,good,12
EARN,review,12
EFSI,bad,12
EGAN,review,12
ELSE,bad,12
EONR,bad,12
ERNA,review,12
EVLV,review,12
EVOL,bad,12
FATN,bad,12
FEBO,review,12
FFAI,bad,12
FLNT,review,12
FNLC,review,12
FRLA,good,12
FTNW,review,12
GAU,review,12
GDTC,bad,12
GEEX,review,12
GGPI,bad,12
GMFI,good,12
GNPX,review,12
GP,good,12
GPUS,bad,12
GRNV,review,12
GSQB,good,12
GVCI,good,12
HCCC,review,12
HSDT,review,12
IDR,review,12
IG,review,12
IIN,review,12
IMMY,review,12
IMPX,review,12
INLF,bad,12
ISNS,bad,12
IVF,bad,12
JEWL,bad,12
JWS,bad,12
KGEI,review,12
KRO,review,12
LATN,review,12
LIEN,bad,12
LL,review,12
LOBO,review,12
LSF,review,12
MBBC,review,12
MIRO,review,12
MLAI,review,12
MNCL,good,12
MOSC,good,12
MRNO,bad,12
MTCR,review,12
MTNB,review,12
NMAX,bad,12
NPTN,review,12
NTBL,bad,12
NVOS,review,12
NWTG,bad,12
OCGN,review,12
OKYO,review,12
OPOF,bad,12
OPTT,review,12
PBNC,review,12
PEV,review,12
PLMK,review,12
POET,review,12
PRTG,review,12
QDRO,review,12
QTEK,bad,12
RAC,review,12
RAND,bad,12
REXN,review,12
ROMA,review,12
RPID,review,12
SD,review,12
SHAC,review,12
SISI,review,12
SMID,review,12
SNSE,review,12
SPK,review,12
SRNE,review,12
SRZN,review,12
SSII,bad,12
SWAG,bad,12
SXC,review,12
TBH,bad,12
TBNK,review,12
TCX,review,12
TDAC,bad,12
TLGY,good,12
TMPO,bad,12
TMTS,review,12
TOPS,review,12
TPBA,review,12
TRNX,bad,12
TVRD,bad,12
TWO,review,12
UNT,review,12
UNXL,review,12
USAS,review,12
USCT,good,12
VLRX,review,12
VMGA,review,12
VOXR,review,12
VTIQ,good,12
VWE,bad,12
WAI,bad,12
WBEV,bad,12
WBUY,review,12
WPCS,review,12
YYGH,bad,12
YYGH,review,12
ZIVO,bad,12
ZLS,review,12
ZTEK,bad,12
AATC,bad,11
ABVC,review,11
ACR,review,11
AGCB,review,11
AII,bad,11
AIMD,review,11
AKA,review,11
ALRN,review,11
AMDA,review,11
AMNB,review,11
APEX,bad,11
AQB,review,11
ARAI,bad,11
ARCK,review,11
ARTA,review,11
AVTA,bad,11
AXIL,review,11
BHFAL,review,11
BLUA,good,11
BNTC,review,11
BPTH,review,11
BRFH,bad,11
BRID,bad,11
BRPM,review,11
BSPM,bad,11
BURG,bad,11
BYNO,good,11
CBMG,review,11
CCV,bad,11
CDTG,review,11
CETU,review,11
CGIX,review,11
CHAR,review,11
CJET,review,11
CLSN,review,11
CMRA,bad,11
CORR,review,11
CTAC,good,11
CTP,review,11
CWBR,review,11
CYCU,bad,11
DFDV,bad,11
DGICB,good,11
DIT,bad,11
DNAA,review,11
DTST,review,11
DVR,review,11
EDNC,review,11
EHGO,bad,11
EJFA,review,11
ENCP,good,11
ENGS,bad,11
ESOA,review,11
EVER,good,11
FH,review,11
FICV,good,11
FRBN,review,11
FRZA,review,11
FXCO,good,11
GIAC,review,11
GOBI,review,11
GRSH,review,11
GSHT,good,11
GSQB,review,11
GWRS,review,11
GXGX,bad,11
HEBT,bad,11
HIVE,review,11
HSPT,review,11
HTLM,review,11
IG,bad,11
IMPX,bad,11
INAQ,good,11
IZM,review,11
JBIO,bad,11
JXG,bad,11
KMPH,review,11
KNOP,review,11
KOR,bad,11
KORE,review,11
LAAA,review,11
LNKS,bad,11
LPTX,review,11
LSB,review,11
LTBR,review,11
MARK,review,11
MDJH,bad,11
MFAC,review,11
MI,review,11
MIRN,review,11
MNTN,bad,11
MPO,good,11
MRDB,bad,11
MSGM,review,11
MSTX,bad,11
MTEC,review,11
MWYN,bad,11
MYND,bad,11
NCRA,bad,11
NETE,review,11
NLST,bad,11
NRAC,good,11
NTN,bad,11
OFLX,review,11
OLB,review,11
OMAD,good,11
OMN,review,11
PES,good,11
PODC,review,11
PRGX,review,11
PSTL,review,11
QELL,bad,11
QPSA,good,11
RDBX,bad,11
REED,good,11
RESI,good,11
RMG,review,11
RRAC,good,11
SBPH,review,11
SFTW,review,11
SHPW,review,11
SIOX,review,11
SLSN,bad,11
SMIT,bad,11
SOC,good,11
SRAC,bad,11
STAB,review,11
STET,good,11
STRZ,bad,11
SUNE,good,11
TCOA,good,11
TGR,review,11
TGVC,good,11
THAC,review,11
THCA,good,11
TIL,good,11
TLIS,review,11
TMDE,bad,11
TOPP,bad,11
TTSH,review,11
TWLV,good,11
TZAC,review,11
UNCY,review,11
VBOC,good,11
VIVS,bad,11
VMAR,review,11
VS,review,11
VYGG,review,11
WIMI,bad,11
XPOA,bad,11
ZOM,bad,11
ZOOZ,bad,11
ACCS,review,10
AIEV,bad,10
AIRO,bad,10
ALDX,review,10
AMMA,review,10
APCA,good,10
APUS,bad,10
APXT,bad,10
AVHI,good,10
BIMI,review,10
BJDX,review,10
BLCM,review,10
BLEU,good,10
BPI,review,10
BRPM,bad,10
BSBK,bad,10
BZH,review,10
CCAC,review,10
CCCR,bad,10
CCTS,good,10
CERU,bad,10
CHAA,good,10
CHEA,good,10
CHEA,review,10
CIIT,bad,10
CIZN,bad,10
CJES,bad,10
CJMB,bad,10
CLNT,review,10
CNTX,review,10
CRME,bad,10
CRME,review,10
CRSA,good,10
CYTH,review,10
CYTR,review,10
DERM,review,10
DFNS,bad,10
DFSC,bad,10
DVLT,bad,10
EHGO,review,10
EPRX,bad,10
ERA,good,10
ERN,bad,10
ETON,review,10
EVFM,review,10
EXOZ,review,10
EXPC,review,10
EZFL,review,10
FEMY,review,10
FHCO,review,10
FLYA,review,10
FNVT,good,10
FPAC,good,10
FPI,good,10
FVCB,review,10
GATE,good,10
GCA,bad,10
GENQ,good,10
GIGA,review,10
GMO,bad,10
GRDI,bad,10
GTYH,review,10
HALL,review,10
HCR,bad,10
HHGC,good,10
HHHH,good,10
HORI,good,10
HZON,bad,10
IGTA,good,10
IIAC,review,10
IMDX,bad,10
IQST,bad,10
ISPO,review,10
JATT,review,10
JEWL,review,10
JFK,review,10
JIH,bad,10
JWAC,review,10
JYD,review,10
KAL,bad,10
LANDO,bad,10
LDTC,bad,10
LGL,bad,10
LICN,review,10
LONE,review,10
LSE,review,10
LVAC,review,10
MAMO,review,10
MBOT,review,10
MBTC,good,10
MCAC,good,10
MCAG,good,10
MCTR,bad,10
MGLD,bad,10
MHUA,review,10
MIMO,review,10
MNCL,review,10
MNGA,review,10
MNTN,good,10
MOBQ,review,10
MRDB,review,10
MSSA,good,10
MUDS,bad,10
NBS,bad,10
NEOT,bad,10
NEPT,review,10
NFC,review,10
NPAB,good,10
NSLP,good,10
NSPR,good,10
OAKU,good,10
OCA,good,10
ODYS,review,10
OHAA,good,10
OMDA,bad,10
OPES,review,10
ORC,good,10
PAE,good,10
PAPL,review,10
PCTI,review,10
PCX,review,10
PDM,review,10
PIP,bad,10
PIR,review,10
PLAO,good,10
PMGM,good,10
PPHM,review,10
PRPC,good,10
PSDV,bad,10
PTK,review,10
PZRX,review,10
QNGY,bad,10
QTI,bad,10
RAND,good,10
RBNC,review,10
RDIB,good,10
RELV,review,10
RESI,review,10
RESN,review,10
RIBB,review,10
RMBL,review,10
RNTX,bad,10
SABS,review,10
SAMA,good,10
SATX,review,10
SBOT,bad,10
SEAC,review,10
SGE,review,10
SGMO,review,10
SHAC,good,10
SKK,bad,10
SMMC,review,10
SPCM,review,10
SPEC,bad,10
SPNE,review,10
SPU,bad,10
SQFT,review,10
SRRA,review,10
SSPK,review,10
STFS,bad,10
SUPX,bad,10
SVNA,review,10
TCON,review,10
TEAD,bad,10
THBR,review,10
THLD,bad,10
TIBR,review,10
TOAC,review,10
TPGH,review,10
TRON,good,10
TWMC,bad,10
UTME,review,10
VHNA,review,10
VISL,review,10
VSAC,good,10
WAVD,review,10
WINS,bad,10
WINV,good,10
XCUR,review,10
XPOA,review,10
ZFC,good,10
ACEV,review,9
ACFN,bad,9
ACTT,review,9
ADSE,review,9
AEI,review,9
AERT,review,9
AILE,bad,9
AJAX,bad,9
AKU,bad,9
ALOR,good,9
ALTU,bad,9
AMBQ,bad,9
AMCI,bad,9
AMZE,bad,9
ANPA,bad,9
APGN,bad,9
AQU,good,9
ARPO,review,9
ATAQ,good,9
ATGL,review,9
AUUD,review,9
BGI,good,9
BHAT,review,9
BLFS,review,9
BLNG,good,9
BLVD,good,9
BONT,review,9
BQ,bad,9
BRIA,review,9
BRLS,bad,9
BSTG,bad,9
BWAQ,good,9
CARL,bad,9
CAUD,bad,9
CBRG,good,9
CDNA,review,9
CEP,bad,9
CFV,review,9
CHRA,review,9
CIC,review,9
CING,review,9
CLBR,bad,9
CLNS,bad,9
CLNS,review,9
CONX,bad,9
COSO,bad,9
CPTN,review,9
CRDS,review,9
CRGO,review,9
CRSA,bad,9
CRXT,bad,9
CV,bad,9
CWH,review,9
CYT,review,9
DAAQ,review,9
DARE,review,9
DDC,good,9
DFNS,review,9
DGHI,review,9
DILA,review,9
DM,review,9
DNAC,review,9
DPSI,review,9
DTCK,review,9
EDNT,bad,9
ENFY,review,9
ENJY,bad,9
ESSC,bad,9
ETAC,bad,9
ETM,review,9
EVGR,good,9
FBYD,review,9
FHLT,good,9
FNGR,review,9
FRBN,good,9
FRTX,bad,9
FSRD,bad,9
FSRV,review,9
FVN,good,9
FXCO,review,9
GBRG,good,9
GEG,bad,9
GGGV,review,9
GSHT,review,9
HAAC,review,9
HCHC,review,9
HCHL,bad,9
HVII,review,9
HYPD,bad,9
IKT,review,9
INDU,review,9
INKT,review,9
INTE,good,9
INTJ,review,9
IPCI,review,9
IPCX,review,9
IPM,bad,9
IRET,good,9
IRET,review,9
ITUS,review,9
IVCA,good,9
JATT,good,9
JIH,review,9
JLHL,bad,9
JMAC,good,9
JUGG,good,9
LABP,review,9
LBGJ,bad,9
LBGJ,review,9
LBIO,bad,9
LCA,bad,9
LDTC,review,9
LEI,bad,9
LEVB,bad,9
LEVB,review,9
LGCB,review,9
LGPS,bad,9
LHAI,bad,9
LOAC,review,9
LPCN,review,9
LSE,bad,9
MCAA,good,9
MFH,review,9
MGAM,review,9
MKGI,bad,9
MKTY,bad,9
MKUL,bad,9
MNKD,review,9
MOBV,review,9
MRDN,review,9
MSS,review,9
NAVI,review,9
NBS,review,9
NCS,review,9
NIR,bad,9
NPAC,review,9
NSTB,bad,9
NVNI,review,9
NXDR,bad,9
OAKS,good,9
OCAX,good,9
OCIR,bad,9
OEC,review,9
OGEN,good,9
OIS,review,9
ONYX,good,9
OPGN,review,9
OPXA,bad,9
OSG,review,9
PACQ,good,9
PAFO,good,9
PANA,good,9
PAND,bad,9
PAVS,bad,9
PCYO,review,9
PDAC,bad,9
PFSA,bad,9
PHYT,good,9
PIK,review,9
PMNT,bad,9
PNAC,review,9
RAAQ,review,9
RCOR,bad,9
RDGT,review,9
RGF,review,9
RICO,review,9
RMED,review,9
RMR,good,9
RNER,review,9
ROCL,good,9
RVLT,review,9
SAL,bad,9
SCMA,review,9
SCUA,good,9
SCUA,review,9
SEGG,bad,9
SFTW,bad,9
SGAM,review,9
SHCA,review,9
SLSR,review,9
SMLP,review,9
SNSS,review,9
SSPK,bad,9
STAK,bad,9
STCN,bad,9
STR,review,9
STRY,bad,9
SVFA,review,9
SYTA,review,9
TACH,review,9
TAOX,bad,9
TBRG,good,9
TGC,bad,9
THCB,bad,9
TIO,bad,9
TKKS,good,9
TRNE,review,9
TRON,bad,9
TWCT,bad,9
TWIN,review,9
TZOO,review,9
URRE,bad,9
USEA,review,9
VERO,review,9
VHNA,good,9
VRM,review,9
WETH,review,9
WHG,review,9
WILN,review,9
WINT,review,9
WLKP,review,9
XLO,review,9
YHOO,review,9
ZOM,good,9
ABLV,bad,8
ACDI,good,8
ACRE,review,8
AFH,review,8
AIRG,review,8
ALSA,good,8
ALSK,review,8
ASCA,good,8
ATHR,bad,8
AUBN,bad,8
AVAN,bad,8
AVBH,bad,8
AZTR,review,8
BBOT,bad,8
BCG,review,8
BCIC,bad,8
BDE,review,8
BNC,bad,8
BOCH,review,8
BRIA,bad,8
BRR,bad,8
BRSH,review,8
BSAQ,good,8
BTTX,review,8
BYU,bad,8
CATB,review,8
CCAI,good,8
CCTG,review,8
CETY,review,8
CHSN,review,8
CIIC,review,8
CLAY,good,8
CLEU,review,8
CLOE,good,8
CLUB,review,8
CMRA,review,8
CMRC,bad,8
CND,review,8
CNIT,bad,8
COCH,review,8
CRSA,review,8
CRZN,good,8
CTNT,review,8
CURX,bad,8
CYRX,review,8
DHX,review,8
DILA,good,8
DPHC,review,8
DRAM,bad,8
DXST,bad,8
EAGL,review,8
ECOR,review,8
EGG,bad,8
ELLO,bad,8
EMCG,good,8
EMPD,bad,8
ESAC,good,8
ESES,bad,8
EVTV,review,8
FGNX,bad,8
FIII,bad,8
FSP,review,8
FSRV,bad,8
FTII,good,8
FTPA,good,8
FVN,review,8
GAINN,review,8
GAQ,good,8
GDNR,good,8
GIX,bad,8
GIX,good,8
GIX,review,8
GMHI,good,8
GPAK,review,8
GPCO,review,8
GRSH,good,8
GRSV,bad,8
GTXI,review,8
HAO,review,8
HBIO,review,8
HMAC,good,8
HOTH,review,8
HSPO,good,8
HWKZ,good,8
HZAC,bad,8
IDAI,review,8
INAB,review,8
INBKZ,review,8
INDU,good,8
INLX,bad,8
INTG,bad,8
IOBT,review,8
IPOD,review,8
JCP,bad,8
JIVE,bad,8
JSYN,review,8
KA,review,8
KAVL,review,8
KNOP,good,8
KRBP,review,8
KSMT,review,8
LEAP,bad,8
LFTR,bad,8
LGVC,good,8
LIVB,review,8
LSH,review,8
LUXA,bad,8
LVAC,good,8
MAQC,good,8
MASK,bad,8
MBVX,bad,8
MCMJ,bad,8
MEGL,review,8
MGRT,bad,8
MMA,review,8
MOSY,review,8
MPTI,review,8
MRAI,review,8
MRIN,good,8
MYO,review,8
NEWTH,review,8
NEWTI,review,8
NLS,review,8
NPA,good,8
NVNO,review,8
NXU,review,8
OMQS,bad,8
OP,review,8
ORSN,review,8
OTEC,good,8
PBLA,review,8
PCYG,review,8
PE,good,8
PFXNZ,review,8
PHIO,review,8
PIRS,review,8
PPGH,review,8
PPYA,good,8
PRGN,bad,8
PRTY,review,8
PSDV,review,8
PTIE,review,8
PTRS,bad,8
PUB,review,8
PWE,bad,8
PYDS,bad,8
QLGN,review,8
QRTEA,review,8
QUAD,review,8
QUIK,review,8
RANG,review,8
RDNW,bad,8
REAX,review,8
RGP,review,8
RILYT,review,8
RNAZ,review,8
ROIA,review,8
ROIAK,review,8
RVAC,review,8
RWAYZ,review,8
RXII,review,8
RXRAW,good,8
RXRAW,review,8
SAII,bad,8
SANB,review,8
SBBP,review,8
SBLX,bad,8
SDC,review,8
SER,review,8
SGHL,review,8
SKK,review,8
SMRT,review,8
SRTA,bad,8
SSRI,review,8
SSSSL,review,8
STFS,review,8
STND,bad,8
SUIG,bad,8
SVBL,review,8
SVNA,good,8
SZZL,good,8
TACO,review,8
TBHC,bad,8
TBI,review,8
THMO,review,8
TISI,review,8
TOAC,good,8
TOP,review,8
UBP,bad,8
UBXG,review,8
ULH,review,8
USAU,review,8
USGO,review,8
USU,review,8
VELO,bad,8
VMCA,good,8
VNR,review,8
VYNT,review,8
WILC,bad,8
WPF,bad,8
WXM,bad,8
WYFI,bad,8
XPAX,good,8
YOTA,good,8
ZBAI,bad,8
ZBAI,review,8
AAGR,bad,7
AATC,review,7
ABTC,bad,7
ACCO,good,7
ACDI,review,7
ACER,review,7
ACON,review,7
ADAM,bad,7
ADOC,good,7
ADRT,good,7
AEAE,good,7
AFAC,review,7
AFBI,bad,7
AGLE,review,7
AIV,review,7
AKAN,review,7
ALGR,review,7
ALNA,review,7
ANGX,bad,7
AOGO,good,7
APEX,review,7
APLT,review,7
ARDM,bad,7
ARIZ,good,7
ARSD,bad,7
ASC,review,7
ASRV,bad,7
ASYS,review,7
ATLCL,review,7
ATPC,review,7
AUG,bad,7
AWH,review,7
AXH,review,7
BACC,review,7
BAFN,bad,7
BBLG,review,7
BEBE,good,7
BOAC,bad,7
BOF,review,7
BOXL,review,7
BPAC,good,7
BRCB,bad,7
BSN,bad,7
BSN,review,7
BTCY,review,7
CCX,review,7
CDR,review,7
CELL,bad,7
CFFA,good,7
CLAC,good,7
CPAQ,good,7
CPHC,bad,7
CTP,bad,7
CTSO,review,7
DMN,good,7
DPHC,good,7
DXST,review,7
EARN,good,7
ECOM,good,7
EONR,review,7
EUCR,good,7
FALC,review,7
FATBB,bad,7
FATH,review,7
FATP,good,7
FBRX,review,7
FENC,review,7
FEXD,good,7
FIEE,bad,7
FNBC,bad,7
FONR,review,7
FRTX,review,7
FTOC,bad,7
GBBK,good,7
GDHG,review,7
GEC,bad,7
GEMI,bad,7
GLBL,bad,7
GLTO,review,7
GMHI,bad,7
GMHI,review,7
GOV,review,7
GPUS,review,7
GRCY,good,7
GRNV,good,7
GRTX,review,7
GSAH,good,7
GVH,review,7
GXGX,good,7
HCCH,bad,7
HCIC,bad,7
HIND,bad,7
HMNY,good,7
HNNAZ,review,7
HOND,review,7
HPLT,good,7
HRG,review,7
HTAQ,good,7
HTGM,review,7
HTLM,bad,7
HUGS,bad,7
IACA,bad,7
ICCH,good,7
IFIN,good,7
IFT,bad,7
IGAC,bad,7
IMA,bad,7
INN,review,7
IPVI,good,7
ISBA,bad,7
ISLE,bad,7
ITAC,review,7
IVR,review,7
JAQC,good,7
JBDI,review,7
JEM,bad,7
JL,review,7
JMAC,review,7
KDK,bad,7
KLR,review,7
KPRX,review,7
KRMD,review,7
KXIN,review,7
LAAA,good,7
LAX,review,7
LBRX,bad,7
LGN,bad,7
LGP,bad,7
LGTY,bad,7
LIVK,good,7
LKCO,review,7
LMRK,review,7
MAAS,bad,7
MACK,review,7
MASK,review,7
MBII,review,7
MBIO,review,7
MCHB,bad,7
MMLP,review,7
MN,review,7
MRAM,review,7
MRDN,bad,7
MTAL,good,7
MTEM,review,7
MYSE,bad,7
NEBU,review,7
NES,good,7
NHIC,bad,7
NHTC,review,7
NLSP,review,7
NSLP,bad,7
NX,review,7
OAC,review,7
OACB,bad,7
OMH,review,7
OOMA,review,7
OPES,bad,7
ORBS,bad,7
OSPR,good,7
PACX,bad,7
PET,review,7
PFNX,review,7
PGRW,good,7
PHAS,review,7
PIC,review,7
PICC,good,7
PIII,review,7
PIXY,review,7
PMI,bad,7
PTHS,bad,7
PZRX,bad,7
QCLS,bad,7
QETA,good,7
QOMO,good,7
QPAC,good,7
RANG,good,7
RBAC,review,7
REBN,review,7
RECT,bad,7
RILYL,bad,7
RMGB,bad,7
RMNI,review,7
RNDB,bad,7
RNO,bad,7
RPLA,good,7
RVSN,review,7
SAGA,good,7
SBDS,bad,7
SBE,review,7
SBII,good,7
SEDA,good,7
SGE,bad,7
SGHL,good,7
SILO,review,7
SKYA,good,7
SLRX,review,7
SNDL,review,7
SNII,review,7
SPAQ,bad,7
SPAQ,good,7
SRAC,review,7
SRXH,bad,7
STET,review,7
STEX,bad,7
SUAC,good,7
SWSS,good,7
TARA,review,7
TCRX,review,7
TEAR,bad,7
TEAR,review,7
TEUM,review,7
THBR,bad,7
THCA,bad,7
TKKS,review,7
TNON,review,7
TONX,bad,7
TOPS,good,7
TPIV,bad,7
TPST,review,7
TSQ,review,7
TXMD,good,7
USBC,bad,7
VCVC,bad,7
VMD,review,7
VOSO,review,7
VRAX,review,7
WETO,bad,7
WETO,review,7
WRAC,good,7
XAGE,bad,7
XSPA,review,7
YHGJ,bad,7
ACAQ,good,6
ACGN,bad,6
ADAL,good,6
AIRI,good,6
AKRX,review,6
ALUS,bad,6
AMPI,good,6
AMTB,review,6
ANTX,review,6
AONC,bad,6
APMI,good,6
APSG,review,6
APYX,review,6
ARBB,review,6
ARBG,good,6
ARYE,good,6
ASNA,review,6
ATAK,good,6
AVEO,review,6
AVIR,review,6
BENE,bad,6
BFRI,review,6
BFYT,bad,6
BGLC,review,6
BGM,review,6
BGMS,bad,6
BIOA,good,6
BLMN,review,6
BLVD,review,6
BMAC,good,6
BRPA,bad,6
BRPM,good,6
BSGM,review,6
BTOC,review,6
BYU,review,6
CALI,bad,6
CATO,review,6
CCCX,bad,6
CERC,review,6
CETX,review,6
CFFS,good,6
CGNT,review,6
CHAR,good,6
CLAA,good,6
CLNT,bad,6
CLPT,review,6
CMCA,good,6
CMSS,good,6
CNAC,review,6
CNDA,good,6
CNTB,bad,6
CODI,review,6
DFBH,review,6
DISA,good,6
DIST,good,6
DMYQ,bad,6
DMYT,bad,6
DMYY,good,6
DYNX,review,6
EBAC,good,6
EBS,review,6
ECDA,review,6
EGLT,review,6
ELDN,review,6
ELIQ,bad,6
ENER,good,6
ETHM,bad,6
EVA,review,6
EVEP,bad,6
EXPC,bad,6
FACT,good,6
FBIZ,review,6
FCBP,review,6
FDSB,bad,6
FGMC,good,6
FIGX,review,6
FMCI,bad,6
FMIV,good,6
FNCH,review,6
FSR,review,6
FTAA,good,6
FTCV,review,6
GALT,review,6
GCAP,review,6
GENQ,review,6
GLPW,review,6
GNE,review,6
GNRS,bad,6
GRIF,bad,6
GTT,good,6
GXGX,review,6
HCAC,bad,6
HCVI,good,6
HOND,bad,6
HWEL,good,6
I,good,6
IBER,good,6
IDI,bad,6
IDW,bad,6
IMCC,review,6
INAC,review,6
INFI,review,6
INO,review,6
INVT,bad,6
IPM,review,6
IPST,bad,6
IVCP,good,6
JWAC,good,6
KVSA,bad,6
LATN,good,6
LCUT,review,6
LGST,good,6
LIEN,review,6
LITB,good,6
LITS,bad,6
LNAI,bad,6
LNKB,review,6
LSB,bad,6
MCAF,good,6
MFRI,review,6
MLAC,good,6
MNY,review,6
MTEC,good,6
NAKA,review,6
NAVN,bad,6
NEOT,review,6
NEOV,review,6
NEWTZ,review,6
NFIN,bad,6
NHIC,good,6
NRXS,review,6
NSTC,good,6
NVLS,bad,6
NXTP,review,6
OAC,bad,6
OBLN,review,6
OGXI,bad,6
OHGI,review,6
ONDK,review,6
OPINL,bad,6
ORN,review,6
OSTR,good,6
PAAC,review,6
PAFO,review,6
PDSB,review,6
PECK,review,6
PHMD,review,6
PLMI,good,6
PPCB,bad,6
PPGH,bad,6
PPHM,bad,6
PROF,review,6
RACB,good,6
RBKB,bad,6
RCAC,good,6
RCKY,review,6
RCOR,review,6
REI,review,6
REXN,bad,6
RILYZ,review,6
RVLP,review,6
RWLK,review,6
RYM,bad,6
RYZB,bad,6
SAEX,review,6
SAVA,review,6
SBE,bad,6
SBEA,review,6
SCMA,good,6
SELX,bad,6
SERA,review,6
SFIX,review,6
SFST,review,6
SGII,good,6
SHFS,review,6
SKH,review,6
SMMF,review,6
SMTK,review,6
SOCA,review,6
STAB,bad,6
STLR,review,6
TBSA,good,6
TENK,good,6
TETE,good,6
TFFP,review,6
THCB,good,6
TIK,bad,6
TIOA,good,6
TKAI,bad,6
TNXP,review,6
TOVX,review,6
TRCA,good,6
TRIS,good,6
TRMR,good,6
TRNE,bad,6
TRSG,bad,6
TYGO,review,6
UCAR,review,6
UGRO,review,6
VBIX,bad,6
VBOC,review,6
VENA,good,6
VVUS,review,6
WAI,review,6
WMC,review,6
WTO,review,6
XBP,review,6
YOGA,bad,6
ZBAO,bad,6
ZEO,review,6
ZJYL,review,6
ZSAN,review,6
AACT,bad,5
ABGI,good,5
ACAM,good,5
ACCS,bad,5
ACIU,review,5
ACOR,review,5
ADMP,review,5
ADRT,bad,5
AFAC,good,5
AGIL,review,5
AKLI,review,5
ALBO,review,5
ALBT,review,5
ALF,good,5
AMPE,good,5
ANAC,good,5
APCX,review,5
APLM,review,5
AQXP,review,5
ARYD,good,5
ASAX,good,5
ASXC,review,5
ATLCZ,review,5
ATOS,review,5
AUG,good,5
AUID,review,5
AVO,good,5
AXH,good,5
BACA,good,5
BEEP,review,5
BFST,review,5
BGSF,good,5
BHFAM,review,5
BIOS,good,5
BNBX,bad,5
BOCN,good,5
BONT,bad,5
BRLI,good,5
BROG,good,5
BSGA,good,5
BTAQ,review,5
BTOG,review,5
BVFL,review,5
BWMX,review,5
CDTI,review,5
CETU,good,5
CGRO,bad,5
CGRO,review,5
CHCT,review,5
CIIC,bad,5
CLDC,bad,5
CNFRL,review,5
CPSR,bad,5
CPUH,bad,5
CRHC,review,5
CSLT,review,5
CTIC,review,5
CTRM,review,5
CVKD,review,5
DALS,good,5
DBGI,review,5
DECA,good,5
DHCA,good,5
DKI,bad,5
DMK,bad,5
DMTK,review,5
DMYY,bad,5
DNAC,bad,5
DOMA,review,5
DRAY,good,5
DTI,review,5
EFSH,review,5
ELEV,review,5
ELTK,good,5
ENT,review,5
EPIX,good,5
EQD,bad,5
EVMN,bad,5
EVOJ,good,5
EYES,review,5
FALC,bad,5
FF,review,5
FGMC,bad,5
FGP,review,5
FH,bad,5
FLD,review,5
FLYY,bad,5
FRED,review,5
FRSG,good,5
FTAC,bad,5
FWDI,bad,5
GAME,review,5
GDOT,review,5
GES,review,5
GFGD,good,5
GGE,bad,5
GHAC,good,5
GHIV,bad,5
GMM,review,5
GNRS,review,5
GOAC,bad,5
GPAQ,review,5
GPCO,good,5
GPRO,review,5
GTN.A,bad,5
GTT,review,5
GVCI,review,5
HBCP,review,5
HCNE,good,5
HCR,review,5
HHHH,review,5
HMCO,good,5
HRMN,good,5
HRMN,review,5
HSAC,good,5
HSTO,review,5
HUGE,review,5
HURC,review,5
HWH,review,5
HZAC,review,5
HZO,review,5
IACC,good,5
INM,review,5
IPOD,good,5
IRAA,good,5
ITAC,bad,5
IVC,review,5
IVDA,review,5
JFK,good,5
JONE,good,5
JXG,review,5
KAAC,review,5
KAII,good,5
KELYB,bad,5
KURA,review,5
LAND,review,5
LBIX,bad,5
LGCL,review,5
LHAA,good,5
LMACA,bad,5
LNKS,review,5
LRMR,review,5
MAAC,bad,5
MAAC,review,5
MBAC,good,5
