ticker,final_policy_bucket_lt1b,file_month_count
ENZ,review,24
ERN,review,24
FLGT,review,24
FRLA,review,24
FUFU,bad,24
GDEV,review,24
GDTC,review,24
GLST,review,24
HAIR,bad,24
HPX,review,24
HUDI,review,24
IBTA,bad,24
ICCM,review,24
IFIN,review,24
IMN,review,24
IMUC,review,24
IRRX,review,24
ISTR,review,24
JYNT,review,24
LCA,good,24
LCFY,review,24
LHDX,bad,24
LIBY,review,24
LINK,bad,24
LIQT,good,24
LUMO,review,24
MGT,review,24
MLEC,bad,24
MNDO,bad,24
MNI,bad,24
MNY,bad,24
MOBX,bad,24
MRAI,bad,24
MTEK,review,24
MTEN,bad,24
MW,bad,24
NCT,bad,24
NRAC,review,24
NSTC,review,24
NTRP,review,24
OAKU,review,24
OCEA,bad,24
OCG,review,24
OHGI,bad,24
OPHC,bad,24
OPINL,review,24
OXUS,review,24
PBIP,bad,24
PDYN,bad,24
PERI,review,24
PGSS,review,24
PLUR,bad,24
PMCB,review,24
PNTM,review,24
QTTB,bad,24
RGF,good,24
ROCC,bad,24
SABR,review,24
SATX,bad,24
SCAQ,review,24
SENEB,good,24
SGBX,review,24
SHIM,bad,24
SHLD,bad,24
SHPW,bad,24
SITO,bad,24
SJ,bad,24
SKYE,bad,24
SNT,bad,24
STON,good,24
SUNE,review,24
SUUN,bad,24
TLGY,review,24
TLPH,bad,24
VCXA,review,24
VHC,review,24
VHI,review,24
VLRX,bad,24
VSAR,bad,24
VTS,good,24
XRTX,bad,24
YHGJ,review,24
YYAI,bad,24
AACT,review,23
AEMD,review,23
AGIL,bad,23
AKG,good,23
ANDA,good,23
APXI,review,23
ARCI,review,23
ATIF,bad,23
ATMC,review,23
ATOM,review,23
ATPC,bad,23
AURC,review,23
BGSF,review,23
BIOX,review,23
BOW,bad,23
BRDS,bad,23
BRPA,good,23
CALB,review,23
CAPN,review,23
CBAK,review,23
CCH,review,23
CELP,bad,23
CITE,review,23
CRTD,bad,23
CTAQ,review,23
CYTR,bad,23
DMPI,review,23
DMYY,review,23
DOMH,bad,23
EBTC,review,23
ENPC,review,23
EYEG,review,23
FATH,bad,23
FTEV,review,23
FVAM,review,23
FWAC,review,23
GCI,review,23
GIA,review,23
GNK,review,23
GORV,bad,23
GROW,review,23
HCAR,review,23
HGBL,review,23
HHGC,review,23
HLGN,bad,23
HSON,bad,23
HTCR,review,23
HTPA,review,23
ID,bad,23
IFMK,review,23
IHT,bad,23
IMUC,bad,23
IPOA,review,23
IRNT,bad,23
JSYN,good,23
KBDC,bad,23
KBLM,good,23
KELYB,good,23
LACQ,good,23
LOCC,review,23
LOTZ,bad,23
LPA,bad,23
LPI,good,23
LUXH,bad,23
LVRO,review,23
LXFR,review,23
MFI,bad,23
MIMO,bad,23
MNDR,bad,23
NCQ,good,23
NIVF,bad,23
NNE,bad,23
NTGN,bad,23
NVIV,review,23
NXPL,bad,23
OCC,bad,23
OKYO,bad,23
ORGS,review,23
OST,bad,23
OTEC,review,23
PAL,bad,23
PBFS,review,23
PBNY,good,23
PBT,review,23
PEPL,review,23
PEV,bad,23
PRGN,review,23
PRPC,review,23
PSPC,review,23
RFL,review,23
RKTA,review,23
SALT,review,23
SBOT,review,23
SCTL,bad,23
SLD,bad,23
SLVR,review,23
SNGX,review,23
SPAQ,review,23
SPLP,good,23
SQL,bad,23
SSY,bad,23
SVCO,bad,23
TDAC,review,23
TGEN,good,23
THCA,review,23
TISI,good,23
TNP,review,23
TRAW,bad,23
TRNS,review,23
TWG,bad,23
TWNI,review,23
TXMD,review,23
ULBI,review,23
VBLT,review,23
VBNK,bad,23
WAVD,bad,23
WRAC,review,23
XBP,bad,23
YOSH,bad,23
ACBA,review,22
AENT,bad,22
AFAR,review,22
AGAE,review,22
AGBA,bad,22
AGRO,review,22
ANDA,review,22
ASAQ,review,22
ATYR,bad,22
AXGT,bad,22
BCAC,review,22
BIOL,review,22
BIOT,review,22
BKEP,review,22
BLSA,review,22
BODI,bad,22
BTTX,bad,22
BWINA,review,22
CASI,review,22
CCR,bad,22
CCV,review,22
CDTI,bad,22
CHPM,review,22
CLAS,review,22
CNFRZ,review,22
CNGL,review,22
COCH,bad,22
CREX,review,22
CSLM,review,22
CYXT,bad,22
DFBG,review,22
DHAI,bad,22
DMD,bad,22
DMD,good,22
DRTT,bad,22
DTCK,bad,22
DZSI,review,22
EQ,review,22
ESM,review,22
ESSC,review,22
ETTX,review,22
EUCR,review,22
FCAX,review,22
FNWB,review,22
FXNC,bad,22
GDST,review,22
GIPR,review,22
GLMD,review,22
GPAQ,good,22
GRO,review,22
GVH,bad,22
HCWB,review,22
HOUR,bad,22
HPCO,bad,22
HSGX,bad,22
HWH,bad,22
ICCT,bad,22
IDR,good,22
IMA,good,22
IMNP,bad,22
IONM,bad,22
IRAA,review,22
JCIC,review,22
JYAC,review,22
KYCH,review,22
LARK,bad,22
LEVL,bad,22
MIT,review,22
MMAC,bad,22
MNTX,review,22
MPAC,review,22
MTAL,bad,22
MULN,good,22
NAII,bad,22
NEWTG,review,22
NVSA,review,22
OBCI,bad,22
ONCY,review,22
ONIT,bad,22
OPXS,bad,22
PCPC,review,22
PFDR,review,22
PMD,bad,22
POW,review,22
PRCP,bad,22
PRPO,review,22
PTIE,bad,22
PYX,bad,22
QETA,review,22
RAPP,bad,22
RBT,bad,22
RLGT,good,22
SALM,review,22
SHAP,review,22
SHSP,review,22
SIGM,bad,22
SNAL,bad,22
SOWG,bad,22
SPI,review,22
SPKB,review,22
SPRT,bad,22
STRW,bad,22
SUGP,bad,22
SVFB,review,22
SYN,good,22
TAX,bad,22
TCOA,review,22
TEU,review,22
TIPT,review,22
TMSR,review,22
USAP,review,22
VEEE,review,22
WPCA,review,22
WPCB,review,22
ZFOX,bad,22
ADRT,review,21
AEN,good,21
AEZS,review,21
AFTR,review,21
AHPA,review,21
AIOT,bad,21
ALTS,bad,21
AMS,bad,21
AOI,review,21
AQU,review,21
ARDM,review,21
ARP,review,21
ARTE,review,21
ARTV,bad,21
ATGL,bad,21
AULT,bad,21
AVHI,review,21
BAOS,review,21
BRTX,review,21
BWINB,bad,21
CATC,review,21
CBR,bad,21
CERO,bad,21
CHKE,bad,21
CHMA,review,21
CRU,review,21
DMAC,review,21
DPCS,review,21
EAST,review,21
EMBK,bad,21
ESQ,review,21
EVOJ,review,21
FBYD,bad,21
FCAP,bad,21
FHLT,review,21
FLYE,bad,21
FOXW,review,21
FSSI,review,21
GAUZ,bad,21
GIW,review,21
GMDA,review,21
GSEV,review,21
GWGH,bad,21
HCCH,good,21
HCII,review,21
HEB,review,21
HGT,bad,21
HIGA,review,21
HLP,bad,21
HWEL,review,21
IGAC,review,21
IPCI,bad,21
IPOD,bad,21
IXAQ,review,21
JOFF,review,21
KOOL,review,21
LANV,review,21
LDHA,review,21
LGAC,review,21
LITT,review,21
LPTV,bad,21
MSAC,review,21
MSPR,bad,21
MSS,bad,21
MTAL,review,21
NAO,review,21
NOVA,review,21
NVNI,bad,21
PAVM,review,21
PLUR,review,21
PME,bad,21
PRDS,bad,21
PRST,bad,21
PRTO,bad,21
PSAG,review,21
PV,review,21
PXMD,bad,21
RILYK,review,21
RILYN,bad,21
RM,good,21
RMO,bad,21
RNWK,review,21
SCOA,review,21
SDST,bad,21
SLCT,review,21
SRSA,review,21
SSAA,review,21
STLR,good,21
STON,review,21
TAIT,bad,21
TBN,bad,21
TCCO,bad,21
TECX,bad,21
TMPM,review,21
TPCS,review,21
TPUB,bad,21
TRINL,review,21
TRUG,bad,21
TWCB,review,21
TWFG,bad,21
VELO,review,21
VPCB,review,21
WBAI,bad,21
WMC,good,21
WWAC,review,21
AAQC,review,20
ACII,review,20
ACTU,bad,20
AERT,bad,20
AETI,review,20
AFJK,review,20
AIFF,bad,20
ARKR,bad,20
ATAQ,review,20
AWX,bad,20
AYLA,bad,20
AZI,bad,20
BANL,bad,20
BATL,review,20
BGSX,review,20
BLTS,review,20
BMAC,review,20
BON,review,20
BOSC,bad,20
BRAC,good,20
BRD,review,20
BTWN,bad,20
BVX,bad,20
CBK,bad,20
CLAY,review,20
CLIM,review,20
CLRM,review,20
COFS,review,20
COLI,review,20
CRGE,bad,20
CRHC,bad,20
CTO,review,20
DALS,review,20
DEST,bad,20
DFFN,review,20
DIST,review,20
DLCA,review,20
DNAB,review,20
DSAC,review,20
ECDA,bad,20
EDTX,good,20
EOCW,review,20
EPHY,review,20
EPWR,review,20
EQFN,review,20
ESAC,review,20
ETAK,review,20
EYEN,review,20
FACA,review,20
FAZE,bad,20
FGMC,review,20
FINM,review,20
FMIV,review,20
FRON,review,20
FVT,review,20
GDEV,bad,20
GIFI,review,20
GIG,bad,20
GLG,review,20
GLTA,review,20
GSQD,review,20
GTAC,review,20
GTI,review,20
GTYH,good,20
HCAC,good,20
HGG,bad,20
HIII,review,20
HLAH,review,20
HQI,review,20
IDI,review,20
IIII,review,20
INVE,review,20
IOAC,review,20
IPWR,review,20
ITQ,review,20
JAQC,review,20
JCSE,bad,20
JL,bad,20
JUN,review,20
KAIR,review,20
KSI,review,20
LEGA,review,20
LGCL,bad,20
LGST,review,20
LGV,review,20
LGVC,review,20
LNSR,review,20
LOCL,review,20
LOKM,review,20
LTRPB,good,20
LVRA,review,20
MARX,review,20
MDRR,bad,20
MI,bad,20
MSDA,review,20
MSL,review,20
MUDS,review,20
NCAC,review,20
NGC,review,20
NSCO,bad,20
NSYS,bad,20
NXTT,bad,20
OEPW,review,20
OHPA,review,20
OMEG,review,20
ORMP,review,20
OSGB,review,20
OSTX,bad,20
PANA,review,20
PDOT,review,20
PETV,review,20
PGRW,review,20
PHIC,review,20
PKBK,review,20
PMN,review,20
PODC,bad,20
PRKR,bad,20
PRTH,review,20
PRVL,bad,20
RAY,bad,20
RCFA,good,20
RCHG,review,20
REVH,review,20
RITR,bad,20
RNXT,review,20
RXRA,review,20
RYDE,bad,20
SCPS,bad,20
SEG,bad,20
SELX,review,20
SPAI,bad,20
SPGS,review,20
TCVA,review,20
TDAC,good,20
TEKK,review,20
TETC,review,20
TSPQ,review,20
UTME,bad,20
VCNX,review,20
VDSI,bad,20
VIVK,review,20
WALD,review,20
WAVC,review,20
YTEN,review,20
ZWRK,review,20
ABGI,review,19
AEAC,review,19
AGGR,review,19
AKIC,review,19
AKLI,bad,19
ALLT,review,19
AMMA,bad,19
APCA,review,19
ARIZ,review,19
ARTW,bad,19
ARYE,review,19
ATA,review,19
ATXG,review,19
AUS,review,19
BCAC,good,19
BCAX,bad,19
BNRG,review,19
BOAS,review,19
BPMX,review,19
BRAG,review,19
BREA,bad,19
BURG,review,19
BWC,bad,19
CBB,review,19
CBP,good,19
CCTG,bad,19
CIO,review,19
CJET,bad,19
CLRC,review,19
CMLS,review,19
CMPI,bad,19
CNAC,good,19
COVA,review,19
CPAR,review,19
CPLP,review,19
CRU,good,19
CTEK,bad,19
CTRC,bad,19
CUI,bad,19
CVLY,review,19
CXAC,review,19
CYTX,bad,19
DNZ,review,19
DXR,bad,19
EAGL,good,19
ENER,review,19
EQHA,review,19
ESES,review,19
FELP,bad,19
FET,good,19
FICV,review,19
FKWL,bad,19
FLAC,review,19
FMST,bad,19
FPAC,bad,19
FURY,bad,19
FXCM,review,19
GAPA,review,19
GIIX,review,19
GLAC,review,19
GNAC,review,19
GRYP,bad,19
GXII,review,19
HAO,bad,19
HGSH,bad,19
HKIT,bad,19
HLXB,review,19
HMNY,bad,19
HNVR,bad,19
HZON,review,19
IBO,bad,19
INDO,review,19
INTS,bad,19
IPI,review,19
ISLE,review,19
JDZG,bad,19
KAPA,bad,19
KBSF,bad,19
LAKE,review,19
LANV,bad,19
LGCB,bad,19
LGN,good,19
LIXT,review,19
LOOP,review,19
MCMJ,review,19
MCZ,review,19
MDR,bad,19
MIRO,bad,19
MMV,bad,19
MNGA,bad,19
MNPR,review,19
MR,review,19
MTC,review,19
MTRY,review,19
MULN,bad,19
MWG,bad,19
MYOS,bad,19
NAVB,good,19
NDRA,review,19
NEBU,good,19
NETC,review,19
NMMC,review,19
NOAC,review,19
OAKS,review,19
OHRP,bad,19
ORKT,bad,19
OST,review,19
OXAC,review,19
PACQ,review,19
PBTS,review,19
PCSA,review,19
PLL,review,19
PLYM,review,19
PMAX,bad,19
PNBK,bad,19
PRFX,review,19
PRQR,review,19
PRTO,review,19
QNTM,bad,19
RDIB,bad,19
RIME,bad,19
SAGA,review,19
SCVX,review,19
SFWL,bad,19
SGII,review,19
SNAL,review,19
SNDA,review,19
SPTK,review,19
TMAC,review,19
TROO,review,19
TUEM,bad,19
VEEA,bad,19
VLTA,bad,19
VRS,review,19
VSEE,bad,19
VYNT,bad,19
WEJO,bad,19
WNNR,review,19
ZBIO,bad,19
ZENV,review,19
ZEO,bad,19
ZFC,bad,19
ZING,review,19
ZIVO,review,19
ZONE,bad,19
ZT,review,19
ZY,bad,19
AAME,bad,18
ACEV,bad,18
AGAE,bad,18
AHT,review,18
AMPG,review,18
ANAC,review,18
APLP,bad,18
AREC,review,18
ARSD,good,18
ASCA,review,18
ATMV,review,18
AUST,review,18
AUTO,review,18
AVAC,review,18
BHSE,review,18
BLMZ,bad,18
BMR,review,18
BSLK,bad,18
BTN,bad,18
CBLL,bad,18
CFBK,bad,18
CHGG,review,18
CLAA,review,18
CLBS,review,18
CLWT,bad,18
CLYM,bad,18
CWD,bad,18
DNA,review,18
DPSI,bad,18
DSAQ,review,18
DSY,bad,18
DUO,bad,18
DXLG,review,18
EAC,bad,18
ECBK,bad,18
EDNT,review,18
EGLT,bad,18
EMG,review,18
EQD,review,18
EVK,bad,18
FBLA,bad,18
FGI,bad,18
FMAO,review,18
FPI,review,18
FSNN,bad,18
FTCV,bad,18
FTLF,bad,18
FVR,bad,18
GLHA,review,18
GOAC,review,18
GORO,review,18
GTPB,review,18
GWII,review,18
GYRO,good,18
HCNE,review,18
HCWC,bad,18
HKIT,review,18
HLXA,review,18
HURA,bad,18
IBER,review,18
IBG,bad,18
ICNC,review,18
IPVI,review,18
IPXX,review,18
ISAA,review,18
JRSH,bad,18
KACL,review,18
KAII,review,18
KGEI,bad,18
KLAQ,review,18
KLC,bad,18
KNSW,review,18
KSPN,bad,18
LBIX,review,18
LLIT,bad,18
LVNTA,bad,18
MACI,review,18
MDH,review,18
MEET,good,18
MEIP,review,18
MEKA,review,18
MGIH,bad,18
MGIH,review,18
MILE,bad,18
MODD,review,18
MON,bad,18
MTCR,bad,18
MUDS,good,18
MWK,bad,18
NDAC,review,18
NEPH,bad,18
NFNT,review,18
NISN,review,18
NKGN,bad,18
OKUR,bad,18
ONFO,bad,18
PACB,review,18
PAPL,bad,18
PCCT,review,18
PIPP,bad,18
PMBC,review,18
PTLE,bad,18
PTOC,review,18
QOMO,review,18
QRTEB,bad,18
RADA,review,18
RAM,review,18
RCAC,review,18
RLGT,review,18
RNO,review,18
RONI,review,18
RRD,review,18
RXII,bad,18
SBBX,review,18
SCLE,review,18
SEPN,bad,18
SFWL,review,18
SIOX,bad,18
SITO,review,18
SNCA,bad,18
SNMP,review,18
STLY,review,18
STRE,review,18
SWET,review,18
TCI,bad,18
TENX,review,18
TGVC,review,18
TIRX,review,18
TLMD,bad,18
TLSA,review,18
TLYS,good,18
TPGH,good,18
TPGY,bad,18
TRMT,bad,18
TZPS,review,18
UPB,bad,18
VICL,bad,18
VIE,bad,18
VTGN,review,18
WCT,bad,18
WOK,bad,18
XCO,bad,18
XON,review,18
YOGA,review,18
ZBAO,review,18
ZENA,bad,18
ABTS,bad,17
ACR,good,17
ACRE,good,17
ADUR,bad,17
AFAQ,review,17
ALF,bad,17
AMBI,bad,17
ANTH,bad,17
ANV,review,17
AP,review,17
APMI,review,17
ASAX,review,17
ASNS,review,17
AWIN,bad,17
AYTU,review,17
BANL,review,17
BCG,bad,17
BIOS,review,17
BMAQ,review,17
BNNR,review,17
BONE,review,17
BRLS,review,17
BSKY,review,17
BTOC,bad,17
BWAQ,review,17
CBAT,review,17
CEAD,bad,17
CLRB,review,17
CNVY,bad,17
COVR,review,17
CPAH,bad,17
CTOR,bad,17
CURR,bad,17
CWD,review,17
DEST,review,17
DHBC,review,17
DMYS,review,17
DOMH,review,17
DUET,review,17
DWTX,bad,17
EBAC,review,17
ELVA,bad,17
EPOW,bad,17
ESGL,bad,17
ESLA,bad,17
FRSG,review,17
FTAA,review,17
GCTK,review,17
GETR,bad,17
GGMC,review,17
GHAC,review,17
GHSI,review,17
GNC,review,17
GRCE,bad,17
GRNA,bad,17
GRPN,review,17
GSAQ,review,17
GSMG,bad,17
GSUN,review,17
GTPA,review,17
HCAC,review,17
HMCO,review,17
HPLT,review,17
HTCO,bad,17
IFBD,review,17
IINN,review,17
IMN,bad,17
IRD,bad,17
JGGC,review,17
KACL,good,17
KBLM,review,17
KIII,review,17
KLTO,bad,17
LACQ,review,17
LATG,review,17
LHAA,review,17
LHC,good,17
LIPO,bad,17
LNFA,review,17
LTRX,review,17
LYLT,bad,17
MACC,review,17
MAGN,bad,17
MCAC,review,17
MIII,good,17
MMA,bad,17
MNOV,review,17
MOVE,review,17
MSB,review,17
MTEX,bad,17
MWG,review,17
NAAC,review,17
NEUE,review,17
NGVC,good,17
NIXX,bad,17
NTI,good,17
NTIP,bad,17
NTRB,review,17
OPES,good,17
ORIA,review,17
ORIS,bad,17
ORRF,review,17
PAAC,good,17
PAQC,review,17
PLRZ,bad,17
PMEC,review,17
PMNT,review,17
PMTS,review,17
PRE,review,17
PRT,review,17
PSHG,review,17
QBAK,review,17
ROC,bad,17
ROSG,review,17
RT,review,17
SBXC,review,17
SER,bad,17
SIF,bad,17
SKYQ,bad,17
SLCR,review,17
SMIH,review,17
SMSI,review,17
SMTK,bad,17
SNES,review,17
SPLP,bad,17
SUAC,review,17
SUNE,bad,17
SV,bad,17
SYNC,bad,17
TIOA,review,17
TOYO,bad,17
TPIV,review,17
TRSG,review,17
TSBK,review,17
TSIB,review,17
TSSI,bad,17
UBXG,bad,17
USCT,review,17
UTAA,review,17
VICL,review,17
WETH,bad,17
WLMS,bad,17
ABP,bad,16
ACCO,review,16
ACOG,bad,16
AFMD,review,16
AFRI,review,16
AHPA,good,16
ALF,review,16
ALQA,bad,16
ALQA,review,16
AMOD,bad,16
ANEB,bad,16
APHB,review,16
ATIS,bad,16
AVAN,review,16
AVR,bad,16
BASI,bad,16
BLDP,review,16
BNIX,good,16
BWFG,review,16
CADL,review,16
CALI,review,16
CCNI,review,16
CCR,review,16
CDOR,bad,16
CEP,review,16
CGTL,bad,16
CHR,review,16
CIO,good,16
CLIK,bad,16
CLVS,review,16
CND,bad,16
CTGO,review,16
CVEO,review,16
CXDO,review,16
DEVS,bad,16
DFPH,review,16
DTRT,review,16
EBIO,bad,16
ELVA,review,16
ENTF,review,16
ETAC,review,16
EVC,review,16
FATP,review,16
FEBO,bad,16
FRPH,review,16
FRW,review,16
FRZA,bad,16
FTK,review,16
FVIV,review,16
GAINI,review,16
GBRG,review,16
GDNR,review,16
GFN,review,16
GLEO,review,16
GLXG,bad,16
GMFI,review,16
GOGN,review,16
GRO,bad,16
HAPP,review,16
HIHO,bad,16
HIT,bad,16
HJLI,bad,16
HLP,review,16
HYAC,good,16
ID,review,16
IDW,review,16
IMAC,review,16
IMG,bad,16
INCR,review,16
INDP,review,16
INTJ,bad,16
JCTC,review,16
KOOL,bad,16
KOR,review,16
KSPN,review,16
KWAC,review,16
LATG,good,16
LFG,bad,16
LMACA,review,16
LOAC,good,16
LSTA,bad,16
MAYS,good,16
MEOA,review,16
METX,review,16
MLVF,bad,16
MOTS,review,16
MPAC,good,16
MSN,bad,16
MVBF,review,16
NDACW,review,16
NVUS,bad,16
ONTX,review,16
OSTR,review,16
PEAR,bad,16
PICC,review,16
PIK,good,16
PPHP,review,16
PRBM,review,16
PVLA,bad,16
QEP,bad,16
RACB,review,16
RBAC,bad,16
RCFA,review,16
RGS,review,16
RMCO,bad,16
ROLR,bad,16
RZLT,review,16
SCM,review,16
SEPA,review,16
SGLY,review,16
SHUA,review,16
SLNA,bad,16
SOTK,bad,16
SPPL,bad,16
STRW,review,16
SVFA,bad,16
SYRA,bad,16
TACA,review,16
TBSA,review,16
TINV,review,16
UG,bad,16
VACH,review,16
VCKA,review,16
VENU,bad,16
VMAC,review,16
VORB,bad,16
WARR,review,16
WQGA,review,16
ZFC,review,16
ZNTE,bad,16
ZSPC,bad,16
ACAQ,review,15
ACBA,good,15
ACNT,review,15
AGBA,good,15
ALCE,bad,15
ALTA,bad,15
AMBI,review,15
AMDA,bad,15
AMHC,review,15
AMPI,review,15
APWC,bad,15
ATAK,review,15
ATLN,bad,15
AWSM,bad,15
AXIL,bad,15
BBNX,bad,15
BENE,review,15
BHM,bad,15
BLNE,bad,15
BLPH,review,15
BNSO,bad,15
BOXD,bad,15
BREA,review,15
BROG,bad,15
BRSH,bad,15
BSGA,review,15
BTAQU,review,15
BTWN,review,15
BTX,review,15
BZAI,bad,15
CAS,bad,15
CCX,bad,15
CHAQ,review,15
CLRC,good,15
CSSEN,review,15
CYCC,review,15
CYCN,review,15
CYTX,review,15
CZFS,review,15
DALN,review,15
DCRD,review,15
DGNX,bad,15
DUET,good,15
EDTK,bad,15
ENCP,review,15
ESGL,review,15
ETS,good,15
EVER,review,15
FGH,review,15
FLOC,bad,15
FMCI,good,15
FMCI,review,15
FTAC,review,15
FTPA,review,15
FTVI,review,15
GLE,bad,15
GLPW,bad,15
GLS,bad,15
HK,bad,15
HNNA,bad,15
HUHU,bad,15
I,review,15
IACC,review,15
ICCC,bad,15
IMMY,bad,15
INMB,review,15
INTS,review,15
IPA,review,15
ISPC,review,15
ITUS,bad,15
IZEA,review,15
JUNS,bad,15
LCNB,review,15
LEXX,review,15
LFTR,review,15
LSDI,bad,15
MACA,good,15
MACQ,good,15
MACU,review,15
MATH,bad,15
MDXH,review,15
MFI,review,15
MFSF,bad,15
MICS,bad,15
MJCO,bad,15
MLEC,review,15
MOBQ,bad,15
MSIF,bad,15
NSLP,review,15
NXL,review,15
OCIR,review,15
OHAA,review,15
OHRP,review,15
OMCC,review,15
ONCS,review,15
OPXS,review,15
OSA,review,15
OTRA,review,15
OZM,bad,15
PACX,review,15
PAIC,review,15
PFBX,review,15
PPHP,good,15
QLI,bad,15
RAYA,bad,15
RCRT,review,15
RECT,review,15
ROMA,bad,15
RVLP,bad,15
SBET,review,15
SCPE,review,15
SHIP,review,15
SKBL,bad,15
SKYA,review,15
SLNG,bad,15
SLSR,bad,15
SNR,good,15
SNYR,bad,15
SPHS,review,15
SPN,bad,15
SPPL,review,15
STCN,review,15
SWVL,review,15
TBCH,bad,15
TLR,review,15
TMTC,review,15
TPLM,good,15
TPVG,review,15
TWI,review,15
TZAC,good,15
UPL,bad,15
VRPX,review,15
VWTR,bad,15
WBUY,bad,15
WTT,bad,15
WVVI,bad,15
XPAX,review,15
YAAS,bad,15
YGYI,review,15
YHC,bad,15
ZJK,bad,15
AARD,bad,14
AC,good,14
ACAM,review,14
AETI,bad,14
AEYE,review,14
AGC,bad,14
AGE,review,14
ALDF,review,14
ALGR,good,14
ALOR,review,14
AMCI,good,14
AMST,review,14
APDN,review,14
APXT,review,14
ASBP,bad,14
ATCH,review,14
ATIP,review,14
ATMV,good,14
AZ,review,14
BCDA,review,14
BDN,review,14
BEAG,review,14
BGM,bad,14
BH.A,bad,14
BLNG,review,14
BRBS,review,14
BRG,review,14
BSAQ,review,14
CBNA,bad,14
CCAI,review,14
CELZ,review,14
CEMP,bad,14
CFRX,review,14
CHRO,bad,14
COHN,good,14
CREC,review,14
CRZN,review,14
DCTH,review,14
DMAA,review,14
DPCS,good,14
DRTS,review,14
ENRJ,bad,14
EPRX,review,14
EUDA,review,14
EVEP,review,14
EZGO,review,14
FDSB,review,14
FET,review,14
FLD,bad,14
FMAC,bad,14
FSBW,review,14
GALE,bad,14
GDST,good,14
GELS,bad,14
GEMP,review,14
GENC,review,14
GIGM,bad,14
GLOW,bad,14
GSAH,bad,14
GSAH,review,14
GSIT,review,14
GTN,review,14
HAAC,bad,14
HCIC,review,14
HMA,review,14
HSGX,review,14
HTB,bad,14
HUGS,review,14
HY,good,14
IFT,review,14
IMNN,review,14
INR,bad,14
IQMD,review,14
ITHX,review,14
IXAQ,good,14
JASN,bad,14
JUGG,review,14
KA,bad,14
KAAC,good,14
KND,review,14
LAS,review,14
LEAP,review,14
LGP,good,14
LIPO,review,14
LIVB,good,14
LSAK,review,14
LSH,bad,14
LUXA,review,14
LXFR,good,14
MACQ,review,14
MAMO,bad,14
MBVX,review,14
MDXH,bad,14
MEG,review,14
MFAC,good,14
MFIN,review,14
MICS,review,14
MIMI,bad,14
MOSC,review,14
MSTX,good,14
MTVA,bad,14
MYND,review,14
NATR,review,14
NERV,review,14
NEXN,bad,14
NKTR,review,14
NOGN,bad,14
NOVN,review,14
NPB,bad,14
NRSN,review,14
NTCL,bad,14
NUTR,bad,14
NXXT,bad,14
OBE,review,14
ONEG,bad,14
OSRH,bad,14
PBYI,good,14
PECK,bad,14
PN,review,14
PRPL,review,14
PRTS,review,14
PTHL,bad,14
QMMM,bad,14
QVCB,review,14
QVCGA,bad,14
REVE,review,14
RILYK,bad,14
RILYN,review,14
RJAC,review,14
ROC,review,14
RPLA,review,14
SAIH,bad,14
SCNX,bad,14
SCON,review,14
SCU,review,14
SDLP,good,14
SES,review,14
SFHG,bad,14
SIER,review,14
SMLP,good,14
SNAX,review,14
SOAC,bad,14
SPHL,bad,14
SSI,review,14
SSTK,good,14
SYNX,review,14
TENK,review,14
TGEN,bad,14
THCB,review,14
TIBR,good,14
TK,review,14
TMKRW,review,14
TPCS,bad,14
TSRI,bad,14
TTNP,review,14
UFAB,bad,14
VIVE,review,14
VRML,bad,14
VSTE,bad,14
WAYN,review,14
WBAI,review,14
WGRX,bad,14
WISA,review,14
XELA,review,14
XIFR,bad,14
YIBO,review,14
YOSH,review,14
YSXT,bad,14
ZBB,review,14
ADVB,bad,13
AGCB,bad,13
AHRN,review,13
AKER,review,13
ALMU,bad,13
ALUS,review,13
APPS,review,13
APRE,review,13
APSG,bad,13
APXI,good,13
ARCI,bad,13
ARP,bad,13
AYLA,review,13
BBI,review,13
BBQ,review,13
BCBP,review,13
BDL,bad,13
BIG,review,13
BNGO,review,13
BPAC,review,13
BRPA,review,13
BSPM,review,13
BTAQ,bad,13
CAK,review,13
CALC,review,13
CALL,bad,13
CALL,review,13
CAPL,review,13
CBNK,review,13
CDTG,bad,13
CHFS,review,13
CHR,bad,13
CIC,good,13
CITE,good,13
CMSS,review,13
CODX,review,13
COOT,review,13
CPST,review,13
CSAI,bad,13
CSCI,review,13
CSLM,good,13
CTAC,review,13
CTEV,bad,13
CTXR,review,13
DFBH,good,13
DRAY,review,13
DRDB,review,13
DRUG,review,13
DSP,good,13
EARS,review,13
EBON,review,13
ELMS,bad,13
ESLA,review,13
EXPR,review,13
FEI,good,13
FINW,review,13
FMST,review,13
FNTE,good,13
FNWD,bad,13
FSAM,bad,13
FSNN,review,13
FST,bad,13
FTFT,review,13
FTLF,review,13
FTNW,bad,13
FUV,review,13
GACQ,review,13
GCA,review,13
GFGD,review,13
GITS,bad,13
GLAC,good,13
GLAQ,review,13
GMBT,review,13
GPAC,good,13
GRAF,good,13
GSD,review,13
GTAC,good,13
HDY,review,13
HFFG,review,13
HKPD,bad,13
HOTR,review,13
HWKZ,review,13
IKNX,bad,13
IONM,review,13
IPAX,review,13
ITEK,bad,13
JAKK,review,13
JBDI,bad,13
JFB,bad,13
KALV,review,13
KBNT,review,13
KLRS,bad,13
KMTS,bad,13
KTTA,review,13
LIVK,review,13
LOBO,bad,13
LPBB,review,13
LTRPB,bad,13
LUNA,review,13
LVRO,bad,13
LYL,bad,13
