ticker,date,total_volume,short_volume,exempt_volume,non_exempt_volume,short_volume_ratio,nyse_short_volume,nyse_short_volume_exempt,nasdaq_carteret_short_volume,nasdaq_carteret_short_volume_exempt,nasdaq_chicago_short_volume,nasdaq_chicago_short_volume_exempt,adf_short_volume,adf_short_volume_exempt,orf_short_volume,orf_short_volume_exempt
CPS,2018-08-07,26492.0,15830.0,3200.0,12630.0,59.75,4578.0,0.0,28795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-07,26492.0,15830.0,3200.0,12630.0,59.75,4578.0,0.0,14277.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-07,26492.0,15830.0,3200.0,12630.0,59.75,1553.0,0.0,28795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-07,26492.0,15830.0,3200.0,12630.0,59.75,1553.0,0.0,14277.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,37946.0,10375.0,0.0,10375.0,27.34,1.0,0.0,10374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,37946.0,10375.0,0.0,10375.0,27.34,1.0,0.0,5002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,37946.0,10375.0,0.0,10375.0,27.34,1112.0,0.0,10374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,37946.0,10375.0,0.0,10375.0,27.34,1112.0,0.0,5002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,11675.0,6114.0,0.0,6114.0,52.37,1.0,0.0,10374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,11675.0,6114.0,0.0,6114.0,52.37,1.0,0.0,5002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,11675.0,6114.0,0.0,6114.0,52.37,1112.0,0.0,10374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-08,11675.0,6114.0,0.0,6114.0,52.37,1112.0,0.0,5002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,27036.0,10456.0,0.0,10456.0,38.67,831.0,0.0,9625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,27036.0,10456.0,0.0,10456.0,38.67,831.0,0.0,14458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,27036.0,10456.0,0.0,10456.0,38.67,2076.0,0.0,9625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,27036.0,10456.0,0.0,10456.0,38.67,2076.0,0.0,14458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,25700.0,16534.0,0.0,16534.0,64.33,831.0,0.0,9625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,25700.0,16534.0,0.0,16534.0,64.33,831.0,0.0,14458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,25700.0,16534.0,0.0,16534.0,64.33,2076.0,0.0,9625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-09,25700.0,16534.0,0.0,16534.0,64.33,2076.0,0.0,14458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,18207.0,6660.0,0.0,6660.0,36.58,50.0,0.0,6610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-10,18207.0,6660.0,0.0,6660.0,36.58,50.0,0.0,7612.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
