asset,bytes,created_utc,source,role
images/additional_subfamily_coverage_heatmap_v0_1.png,99980,2026-06-20T20:38:58.371594+00:00,quality_tables/additional_subfamily_quality_table_v0_2.csv,population_coverage
images/additional_financial_context_readiness_panel_v0_1.png,86807,2026-06-20T20:38:58.371594+00:00,quality_tables/additional_subfamily_quality_table_v0_2.csv; good_justification/additional_financials_core_good_cases_v0_1.md,good_and_review
images/additional_news_attribution_risk_panel_v0_1.png,132195,2026-06-20T20:38:58.371594+00:00,news_attribution/additional_news_attribution_quality_v0_1.csv; news_attribution/additional_news_multi_ticker_examples_v0_1.csv,flagged_review
images/additional_corporate_actions_reference_overlap_panel_v0_1.png,46087,2026-06-20T20:38:58.371594+00:00,reference_reconciliation/additional_corporate_actions_reference_reconciliation_v0_1.csv,reference_reconciliation
images/additional_macro_context_scope_panel_v0_1.png,57115,2026-06-20T20:38:58.371594+00:00,quality_tables/additional_subfamily_quality_table_v0_2.csv; quality_tables/additional_master_table_readiness_v0_1.csv,good_scoped
images/additional_consumption_boundary_panel_v0_1.png,87429,2026-06-20T20:38:58.371594+00:00,quality_tables/additional_master_table_readiness_v0_1.csv,consumption_policy
