raw_tickers,adjusted_tickers,raw_tickers_with_files,adjusted_tickers_with_files,raw_year_files,adjusted_year_files,ticker_coverage_pct,ticker_with_files_coverage_pct,year_file_coverage_pct,missing_outputs,extra_adjusted_outputs,read_error_files,files_missing_required_columns,nonpositive_factor_rows,null_factor_rows,bad_price_view_rows,empty_source_daily_rows,missing_source_daily_file_rows,future_split_factor_min,future_dividend_factor_min,future_adjustment_factor_min,adjusted_rows_total,split_non1_rows_total,div_non1_rows_total,adj_non1_rows_total
12494,12230,12230,12230,125438,125438,97.88698575316151,100.0,100.0,0,0,0,0,0,0,0,0,0,2.204585537918872e-14,4.9557436997882835e-23,4.9557436997882835e-23,27418158,2335782,3210135,3192661
