ticker,year_files,rows,split_non1_rows,div_non1_rows,adj_non1_rows,activation_profile
OSPN,9,1950,0,1950,1950,dividend_only
OTTW,11,1383,0,1383,1383,dividend_only
OVLY,18,3767,0,3743,3743,dividend_only
OXBR,13,2930,0,816,816,dividend_only
OXM,22,5327,0,5327,5327,dividend_only
OXSQ,9,1999,0,1999,1999,dividend_only
PACW,18,4350,0,4336,4336,dividend_only
PANL,22,4966,0,4960,4960,dividend_only
PATI,9,1898,0,1388,1388,dividend_only
PBBI,5,1001,0,930,930,dividend_only
PBHC,22,3311,0,3311,3311,dividend_only
PBIP,18,3843,0,3825,3825,dividend_only
PBNC,10,839,0,838,838,dividend_only
PBNY,9,2100,0,1599,1599,dividend_only
PBT,22,5327,0,5327,5327,dividend_only
PCB,9,1902,0,1887,1887,dividend_only
PCSB,6,1435,0,1399,1399,dividend_only
PCTI,19,4772,0,4679,4679,dividend_only
PCYG,14,3270,0,3270,3270,dividend_only
PDLI,16,4027,0,2873,2873,dividend_only
PDM,17,4042,0,3781,3781,dividend_only
PE,8,1672,0,1647,1647,dividend_only
PETS,22,5327,0,4683,4683,dividend_only
PFBX,18,3065,0,3036,3036,dividend_only
PFIN,19,4253,0,4231,4231,dividend_only
PFIS,13,2998,0,2992,2992,dividend_only
PFLT,16,3749,0,3749,3749,dividend_only
PFX,18,3951,0,3763,3763,dividend_only
PFXNZ,6,696,0,696,696,dividend_only
PIC,11,2032,0,1734,1734,dividend_only
PINE,8,1578,0,1578,1578,dividend_only
PKE,22,5327,0,5327,5327,dividend_only
PKOH,22,5327,0,5307,5307,dividend_only
PKST,4,727,0,682,682,dividend_only
PLAY,16,3373,0,1826,1826,dividend_only
PLCE,22,5327,0,3763,3763,dividend_only
PLL,19,4346,0,2592,2592,dividend_only
PLYM,10,2169,0,2087,2087,dividend_only
PMBC,17,4207,0,792,792,dividend_only
PMD,20,5012,0,4621,4621,dividend_only
PME,15,3093,0,1978,1978,dividend_only
PMI,9,1846,0,1004,1004,dividend_only
PN,5,974,0,480,480,dividend_only
PNNT,20,4751,0,4751,4751,dividend_only
POW,5,490,0,443,443,dividend_only
PPSI,14,2828,0,2524,2524,dividend_only
PRCP,16,4004,0,2353,2353,dividend_only
PRHIZ,2,49,0,49,49,dividend_only
PRME,10,1363,0,513,513,dividend_only
PROV,22,5273,0,5257,5257,dividend_only
PRT,9,1972,0,1972,1972,dividend_only
PSTL,14,2627,0,2612,2612,dividend_only
PTRS,4,817,0,808,808,dividend_only
PTVCA,4,456,0,451,451,dividend_only
PTVCB,4,712,0,702,702,dividend_only
PUB,9,1952,0,616,616,dividend_only
PVBC,11,2586,0,1766,1766,dividend_only
PW,22,4979,0,1831,1831,dividend_only
PZN,16,3780,0,3719,3719,dividend_only
QEP,12,2695,0,2435,2435,dividend_only
QTRH,3,643,0,636,636,dividend_only
QUAD,17,3942,0,3936,3936,dividend_only
RAIL,22,5263,0,3112,3112,dividend_only
RBB,10,2165,0,2140,2140,dividend_only
RBNC,6,1511,0,1466,1466,dividend_only
RC,18,3368,0,3368,3368,dividend_only
RCKY,22,5324,0,5319,5319,dividend_only
RCMT,22,5313,0,2749,2749,dividend_only
RDUS,12,2526,0,2470,2470,dividend_only
RDVT,9,1997,0,1722,1722,dividend_only
REFI,6,1064,0,1064,1064,dividend_only
RELL,22,5302,0,5282,5282,dividend_only
REPX,6,1261,0,1230,1230,dividend_only
RESI,12,2498,0,2449,2449,dividend_only
RFL,12,2484,0,381,381,dividend_only
RGP,12,2425,0,2414,2414,dividend_only
RGR,22,5327,0,5327,5327,dividend_only
RICK,22,5327,0,5327,5327,dividend_only
RILY,12,2602,0,2155,2155,dividend_only
RILYG,10,1971,0,1971,1971,dividend_only
RILYK,6,1240,0,1205,1205,dividend_only
RILYL,11,2106,0,1768,1768,dividend_only
RILYN,8,1621,0,1621,1621,dividend_only
RILYT,6,1284,0,1284,1284,dividend_only
RILYZ,10,2111,0,2111,2111,dividend_only
RIVE,4,741,0,388,388,dividend_only
RM,15,3505,0,3493,3493,dividend_only
RMAX,14,3125,0,2482,2482,dividend_only
RMBI,8,1670,0,1662,1662,dividend_only
RMCO,4,584,0,584,584,dividend_only
RMR,17,3692,0,3663,3663,dividend_only
RNDB,7,1473,0,1312,1312,dividend_only
RNGR,10,2142,0,2142,2142,dividend_only
RNO,9,2004,0,1840,1840,dividend_only
ROC,15,2682,0,2327,2327,dividend_only
ROCC,3,561,0,541,541,dividend_only
RRBI,8,1717,0,1717,1717,dividend_only
RT,12,2948,0,320,320,dividend_only
RUTH,19,4492,0,4425,4425,dividend_only
RVI,13,2561,0,2560,2560,dividend_only
RWAY,6,1097,0,1097,1097,dividend_only
RWAYL,5,895,0,880,880,dividend_only
RWAYZ,5,802,0,789,789,dividend_only
RWT,22,5327,0,5327,5327,dividend_only
RYAM,13,2939,0,1247,1247,dividend_only
SABR,13,2989,0,1490,1490,dividend_only
SACH,10,2277,0,2277,2277,dividend_only
SALM,22,5297,0,3805,3805,dividend_only
SAMG,14,3192,0,3192,3192,dividend_only
SAVE,14,3392,0,3205,3205,dividend_only
SB,19,4471,0,4466,4466,dividend_only
SBBX,15,2976,0,2918,2918,dividend_only
SBT,12,2459,0,1174,1174,dividend_only
SCHL,22,5327,0,5327,5327,dividend_only
SCM,18,4020,0,4020,4020,dividend_only
SCU,16,3120,0,2990,2990,dividend_only
SCX,20,4873,0,3256,3256,dividend_only
SD,20,4424,0,4424,4424,dividend_only
SELF,11,2548,0,2548,2548,dividend_only
SERV,16,2997,0,903,903,dividend_only
SEVN,6,1111,0,1082,1082,dividend_only
SFBC,19,3331,0,3312,3312,dividend_only
SGU,22,5327,0,5298,5298,dividend_only
SHLD,20,4176,0,4130,4130,dividend_only
SHLO,16,3896,0,1951,1951,dividend_only
SHYF,6,1277,0,1247,1247,dividend_only
SIEB,22,4576,0,2241,2241,dividend_only
SIF,22,5044,0,2371,2371,dividend_only
SIGA,20,4569,0,4569,4569,dividend_only
SILC,21,5075,0,2824,2824,dividend_only
SIRE,2,312,0,299,299,dividend_only
SJT,22,5327,0,4840,4840,dividend_only
SLRC,17,4043,0,4043,4043,dividend_only
SLVR,5,712,0,659,659,dividend_only
SMBK,12,2512,0,2497,2497,dividend_only
SMMF,20,4541,0,4506,4506,dividend_only
SMP,22,5327,0,5312,5312,dividend_only
SND,14,2559,0,2494,2494,dividend_only
SNI,11,2437,0,2431,2431,dividend_only
SNR,13,2903,0,2903,2903,dividend_only
SNT,14,3083,0,499,499,dividend_only
SOHO,14,3224,0,1674,1674,dividend_only
SPAQ,9,1317,0,1267,1267,dividend_only
SPFI,8,1716,0,1692,1692,dividend_only
SPLP,15,3152,0,1127,1127,dividend_only
SPN,16,3893,0,2786,2786,dividend_only
SPOK,13,2933,0,2933,2933,dividend_only
SPP,13,2865,0,982,982,dividend_only
SPPI,19,4674,0,2004,2004,dividend_only
SRG,14,2924,0,1179,1179,dividend_only
SRLP,10,2270,0,2266,2266,dividend_only
SRT,20,4773,0,470,470,dividend_only
SSSSL,6,730,0,730,730,dividend_only
SSTK,15,3368,0,3366,3366,dividend_only
SSY,21,4865,0,4854,4854,dividend_only
STND,8,1269,0,1253,1253,dividend_only
STON,18,4492,0,1722,1722,dividend_only
STR,16,3751,0,3748,3748,dividend_only
STRS,22,4943,0,2696,2696,dividend_only
STRT,22,5214,0,3716,3716,dividend_only
STRW,5,793,0,793,793,dividend_only
STXB,5,991,0,969,969,dividend_only
SUP,21,5151,0,3649,3649,dividend_only
SUPX,12,2519,0,1998,1998,dividend_only
SVBI,17,3940,0,3899,3899,dividend_only
SVC,12,2105,0,2076,2076,dividend_only
SWBI,7,1449,0,1449,1449,dividend_only
SWKH,7,1534,0,1316,1316,dividend_only
SWKHL,4,551,0,551,551,dividend_only
SXC,21,4548,0,4534,4534,dividend_only
SYPR,22,5315,0,2502,2502,dividend_only
TACO,10,1917,0,1703,1703,dividend_only
TACT,22,5318,0,3739,3739,dividend_only
TAIT,22,4376,0,4361,4361,dividend_only
TANNI,8,1729,0,1689,1689,dividend_only
TAST,19,4382,0,4334,4334,dividend_only
TATT,17,3718,0,1640,1640,dividend_only
TAX,10,1832,0,1782,1782,dividend_only
TBNK,17,3956,0,3924,3924,dividend_only
TCBC,5,961,0,861,861,dividend_only
TCBS,6,1000,0,1000,1000,dividend_only
TCCO,17,2967,0,581,581,dividend_only
TCFC,11,2202,0,2145,2145,dividend_only
TCPC,15,3500,0,3500,3500,dividend_only
TEN,21,4923,0,4906,4906,dividend_only
TEU,6,1401,0,898,898,dividend_only
TG,22,5327,0,4644,4644,dividend_only
TGR,9,1316,0,1090,1090,dividend_only
THFF,22,5327,0,5327,5327,dividend_only
TIPT,14,3129,0,3129,3129,dividend_only
TIVO,16,3878,0,3692,3692,dividend_only
TK,22,5327,0,5156,5156,dividend_only
TLF,21,4615,0,4607,4607,dividend_only
TLRD,5,1134,0,912,912,dividend_only
TLYS,15,3479,0,2413,2413,dividend_only
TOO,16,3678,0,3372,3372,dividend_only
TORO,4,752,0,719,719,dividend_only
TPCO,4,659,0,347,347,dividend_only
TPUB,3,472,0,359,359,dividend_only
TPVG,13,3019,0,3019,3019,dividend_only
TRAK,15,3052,0,3052,3052,dividend_only
TREE,19,4412,0,1086,1086,dividend_only
TRINL,4,612,0,580,580,dividend_only
TRMT,5,1010,0,991,991,dividend_only
TRTX,10,2169,0,2169,2169,dividend_only
TRX,20,4422,0,567,567,dividend_only
TSE,13,2946,0,2785,2785,dividend_only
TSQ,13,2922,0,2922,2922,dividend_only
TTEC,22,5327,0,4843,4843,dividend_only
TTSH,6,1185,0,108,108,dividend_only
TUES,16,3883,0,553,553,dividend_only
TUP,20,4959,0,3701,3701,dividend_only
TUSK,11,2360,0,644,644,dividend_only
UBA,19,4688,0,4642,4642,dividend_only
UBOH,22,4251,0,4251,4251,dividend_only
UBP,19,4493,0,4447,4447,dividend_only
UFAB,9,2087,0,907,907,dividend_only
UFCS,22,5327,0,5318,5318,dividend_only
UG,22,5160,0,5141,5141,dividend_only
UHT,22,5327,0,5327,5327,dividend_only
ULH,11,2476,0,2476,2476,dividend_only
UNAM,21,3650,0,1588,1588,dividend_only
UNB,22,4813,0,4788,4788,dividend_only
USCB,6,1157,0,1143,1143,dividend_only
USDP,13,2851,0,2096,2096,dividend_only
USEA,5,921,0,921,921,dividend_only
UTL,22,5323,0,5307,5307,dividend_only
UTMD,22,5256,0,5256,5256,dividend_only
UTZ,7,1385,0,1385,1385,dividend_only
VABK,6,1208,0,1193,1193,dividend_only
VALU,22,5153,0,5124,5124,dividend_only
VBNK,6,1107,0,1107,1107,dividend_only
VERY,6,1056,0,59,59,dividend_only
VII,17,3691,0,2164,2164,dividend_only
VINP,6,1282,0,1282,1282,dividend_only
VIRC,20,4522,0,4522,4522,dividend_only
VNR,11,2342,0,2099,2099,dividend_only
VOC,16,3731,0,3706,3706,dividend_only
VOXR,5,854,0,854,854,dividend_only
VRS,15,3287,0,3215,3215,dividend_only
VRTS,19,4440,0,4440,4440,dividend_only
VTS,7,1297,0,1297,1297,dividend_only
WASH,22,5327,0,5327,5327,dividend_only
WAYN,17,2716,0,2699,2699,dividend_only
WCFB,10,1007,0,966,966,dividend_only
WEBK,9,1573,0,1525,1525,dividend_only
WFCF,6,1183,0,70,70,dividend_only
WHG,22,5294,0,5290,5290,dividend_only
WILC,21,4839,0,4839,4839,dividend_only
WIN,15,3213,0,903,903,dividend_only
WLKP,13,2918,0,2898,2898,dividend_only
WNC,22,5327,0,5327,5327,dividend_only
WNEB,11,2354,0,2337,2337,dividend_only
WSBF,19,4418,0,4418,4418,dividend_only
WSR,17,3905,0,3905,3905,dividend_only
WTBA,22,5326,0,5309,5309,dividend_only
WTI,22,5309,0,5309,5309,dividend_only
WTRE,8,1544,0,1544,1544,dividend_only
WTT,19,4664,0,211,211,dividend_only
WVFC,22,2951,0,2944,2944,dividend_only
XBIT,12,2739,0,1574,1574,dividend_only
XOMAO,6,1211,0,1211,1211,dividend_only
XONE,14,3079,0,3079,3079,dividend_only
ZDGE,11,2446,0,2446,2446,dividend_only
ZEUS,22,5312,0,5261,5261,dividend_only
A,22,5327,0,0,0,neutral_control
AA,22,5327,0,0,0,neutral_control
AAA,10,1959,0,0,0,neutral_control
AABA,3,577,0,0,0,neutral_control
AAC,17,3407,0,0,0,neutral_control
AACB,3,276,0,0,0,neutral_control
AACI,5,548,0,0,0,neutral_control
AACQ,2,202,0,0,0,neutral_control
AACT,3,563,0,0,0,neutral_control
AAGR,4,500,0,0,0,neutral_control
AAI,7,1594,0,0,0,neutral_control
AAIC,4,789,0,0,0,neutral_control
AAL,14,3078,0,0,0,neutral_control
AAM,3,328,0,0,0,neutral_control
AAMI,2,294,0,0,0,neutral_control
AAOI,14,3129,0,0,0,neutral_control
AAON,22,5327,0,0,0,neutral_control
AAP,22,5327,0,0,0,neutral_control
AAPC,3,305,0,0,0,neutral_control
AAPL,22,5327,0,0,0,neutral_control
AAQC,2,385,0,0,0,neutral_control
AARD,2,266,0,0,0,neutral_control
AAT,16,3808,0,0,0,neutral_control
AAU,20,4603,0,0,0,neutral_control
AAUC,2,187,0,0,0,neutral_control
AAV,14,3218,0,0,0,neutral_control
AAWW,18,4229,0,0,0,neutral_control
AB,21,5038,0,0,0,neutral_control
ABAC,6,1110,0,0,0,neutral_control
ABAT,8,1557,0,0,0,neutral_control
ABAX,14,3418,0,0,0,neutral_control
ABB,19,4628,0,0,0,neutral_control
ABBV,14,3314,0,0,0,neutral_control
ABC,19,4696,0,0,0,neutral_control
ABCB,22,5327,0,0,0,neutral_control
ABCD,10,2249,0,0,0,neutral_control
ABCL,7,1313,0,0,0,neutral_control
ABCO,13,3244,0,0,0,neutral_control
ABDC,7,1443,0,0,0,neutral_control
ABE,4,680,0,0,0,neutral_control
ABEV,14,3097,0,0,0,neutral_control
ABG,22,5327,0,0,0,neutral_control
ABGI,3,411,0,0,0,neutral_control
ABH,7,842,0,0,0,neutral_control
ABI,12,1820,0,0,0,neutral_control
ABIL,5,1003,0,0,0,neutral_control
ABK,6,1474,0,0,0,neutral_control
ABLLL,3,513,0,0,0,neutral_control
ABLV,4,630,0,0,0,neutral_control
ABM,22,5327,0,0,0,neutral_control
ABMD,18,4523,0,0,0,neutral_control
ABN,4,829,0,0,0,neutral_control
ABNB,7,1314,0,0,0,neutral_control
ABOS,6,1175,0,0,0,neutral_control
ABR,22,5327,0,0,0,neutral_control
ABS,2,356,0,0,0,neutral_control
ABSI,6,1161,0,0,0,neutral_control
ABST,4,689,0,0,0,neutral_control
ABT,22,5327,0,0,0,neutral_control
ABTC,2,128,0,0,0,neutral_control
ABTL,13,3103,0,0,0,neutral_control
ABUS,12,2664,0,0,0,neutral_control
ABV,9,2230,0,0,0,neutral_control
ABV.C,9,2138,0,0,0,neutral_control
ABVE,3,422,0,0,0,neutral_control
ABVT,4,792,0,0,0,neutral_control
ABX,16,3569,0,0,0,neutral_control
ABY,9,1777,0,0,0,neutral_control
ACA,11,2120,0,0,0,neutral_control
ACAC,5,409,0,0,0,neutral_control
ACAD,22,5325,0,0,0,neutral_control
ACAH,4,537,0,0,0,neutral_control
ACAM,6,802,0,0,0,neutral_control
ACAQ,3,285,0,0,0,neutral_control
ACAS,13,3022,0,0,0,neutral_control
ACAT,14,3065,0,0,0,neutral_control
ACBA,9,1430,0,0,0,neutral_control
ACBI,8,1592,0,0,0,neutral_control
ACC,18,4431,0,0,0,neutral_control
ACCD,6,1197,0,0,0,neutral_control
ACCL,12,2442,0,0,0,neutral_control
ACCS,2,278,0,0,0,neutral_control
ACDC,5,837,0,0,0,neutral_control
ACDI,3,166,0,0,0,neutral_control
ACE,12,2778,0,0,0,neutral_control
ACEL,13,2588,0,0,0,neutral_control
ACER,7,1552,0,0,0,neutral_control
ACEV,3,541,0,0,0,neutral_control
ACF,6,1447,0,0,0,neutral_control
ACFC,14,3188,0,0,0,neutral_control
ACG,12,2842,0,0,0,neutral_control
ACGL,22,5327,0,0,0,neutral_control
ACGLN,6,1188,0,0,0,neutral_control
ACGN,1,149,0,0,0,neutral_control
ACH,19,4476,0,0,0,neutral_control
ACHC,16,3606,0,0,0,neutral_control
ACHN,17,3408,0,0,0,neutral_control
ACHR,6,1121,0,0,0,neutral_control
ACI,19,4205,0,0,0,neutral_control
ACIA,6,1206,0,0,0,neutral_control
ACIU,11,2375,0,0,0,neutral_control
ACIW,20,4684,0,0,0,neutral_control
ACL,7,1579,0,0,0,neutral_control
ACLS,22,5327,0,0,0,neutral_control
ACLX,5,1024,0,0,0,neutral_control
ACM,20,4736,0,0,0,neutral_control
ACMP,4,635,0,0,0,neutral_control
ACMR,17,3829,0,0,0,neutral_control
ACN,22,5327,0,0,0,neutral_control
ACND,2,214,0,0,0,neutral_control
ACNT,5,894,0,0,0,neutral_control
ACO,10,2354,0,0,0,neutral_control
ACOG,3,328,0,0,0,neutral_control
ACP,19,4480,0,0,0,neutral_control
ACPW,12,2999,0,0,0,neutral_control
ACQR,3,382,0,0,0,neutral_control
ACRO,3,483,0,0,0,neutral_control
ACRS,12,2618,0,0,0,neutral_control
ACRV,5,828,0,0,0,neutral_control
ACS,6,1283,0,0,0,neutral_control
ACSF,5,1161,0,0,0,neutral_control
ACT,13,2448,0,0,0,neutral_control
ACTA,5,865,0,0,0,neutral_control
ACTC,2,137,0,0,0,neutral_control
ACTD,2,279,0,0,0,neutral_control
ACTT,4,439,0,0,0,neutral_control
ACTU,9,1862,0,0,0,neutral_control
ACTV,9,1880,0,0,0,neutral_control
ACV,19,4313,0,0,0,neutral_control
ACVA,6,1244,0,0,0,neutral_control
ACW,11,2383,0,0,0,neutral_control
ACXM,14,3461,0,0,0,neutral_control
ACY,18,4078,0,0,0,neutral_control
AD,5,687,0,0,0,neutral_control
ADAC,1,13,0,0,0,neutral_control
ADAL,3,198,0,0,0,neutral_control
ADAMG,2,128,0,0,0,neutral_control
ADAMH,2,128,0,0,0,neutral_control
ADAMI,2,128,0,0,0,neutral_control
ADAML,2,127,0,0,0,neutral_control
ADAMO,1,36,0,0,0,neutral_control
ADAMZ,2,127,0,0,0,neutral_control
ADBE,22,5327,0,0,0,neutral_control
ADC,22,5327,0,0,0,neutral_control
ADD,4,703,0,0,0,neutral_control
ADEA,5,859,0,0,0,neutral_control
ADEAV,1,1,0,0,0,neutral_control
ADER,3,557,0,0,0,neutral_control
ADF,8,1404,0,0,0,neutral_control
ADG,6,1438,0,0,0,neutral_control
ADGE,9,1895,0,0,0,neutral_control
ADGM,3,400,0,0,0,neutral_control
ADH,5,1024,0,0,0,neutral_control
ADHD,5,1132,0,0,0,neutral_control
ADI,22,5327,0,0,0,neutral_control
ADL,5,1191,0,0,0,neutral_control
ADM,22,5327,0,0,0,neutral_control
ADMA,13,2844,0,0,0,neutral_control
ADMS,8,1921,0,0,0,neutral_control
ADNT,11,2349,0,0,0,neutral_control
ADO,3,607,0,0,0,neutral_control
ADOC,5,536,0,0,0,neutral_control
ADOCR,5,521,0,0,0,neutral_control
ADP,22,5327,0,0,0,neutral_control
ADPT,18,3799,0,0,0,neutral_control
ADRO,6,1380,0,0,0,neutral_control
ADRT,3,467,0,0,0,neutral_control
ADSE,6,1052,0,0,0,neutral_control
ADSK,22,5327,0,0,0,neutral_control
ADSW,5,1024,0,0,0,neutral_control
ADT,14,2943,0,0,0,neutral_control
ADTH,4,625,0,0,0,neutral_control
ADUR,3,331,0,0,0,neutral_control
ADUS,18,4111,0,0,0,neutral_control
ADX,22,5327,0,0,0,neutral_control
ADY,9,2010,0,0,0,neutral_control
ADYX,7,76,0,0,0,neutral_control
AEA,8,1840,0,0,0,neutral_control
AEAC,3,416,0,0,0,neutral_control
AEAE,5,448,0,0,0,neutral_control
AEAQ,1,21,0,0,0,neutral_control
AEBI,2,171,0,0,0,neutral_control
AEBIV,1,1,0,0,0,neutral_control
AEC,13,2784,0,0,0,neutral_control
AED,15,3503,0,0,0,neutral_control
AEE,22,5327,0,0,0,neutral_control
AEF,19,3974,0,0,0,neutral_control
AEG,22,5327,0,0,0,neutral_control
AEGN,12,2540,0,0,0,neutral_control
AEGR,7,1536,0,0,0,neutral_control
AEHL,7,1352,0,0,0,neutral_control
AEHR,22,5247,0,0,0,neutral_control
AEIS,22,5282,0,0,0,neutral_control
AEL,20,4866,0,0,0,neutral_control
AEM,22,5327,0,0,0,neutral_control
AEN,8,1645,0,0,0,neutral_control
AENT,4,724,0,0,0,neutral_control
AEO,22,5018,0,0,0,neutral_control
AEP,22,5327,0,0,0,neutral_control
AEPI,13,3033,0,0,0,neutral_control
AEPPZ,4,721,0,0,0,neutral_control
AER,21,4851,0,0,0,neutral_control
AERI,10,2284,0,0,0,neutral_control
AERT,8,1461,0,0,0,neutral_control
AES,22,5327,0,0,0,neutral_control
AESI,4,751,0,0,0,neutral_control
AET,14,3502,0,0,0,neutral_control
AEXA,2,111,0,0,0,neutral_control
AEYE,9,1885,0,0,0,neutral_control
AEZ,6,1409,0,0,0,neutral_control
AF,13,3209,0,0,0,neutral_control
AFAC,1,125,0,0,0,neutral_control
AFAM,14,3299,0,0,0,neutral_control
AFAQ,2,253,0,0,0,neutral_control
AFAR,3,311,0,0,0,neutral_control
AFB,22,5327,0,0,0,neutral_control
AFC,16,3740,0,0,0,neutral_control
AFCGV,1,1,0,0,0,neutral_control
AFCO,5,705,0,0,0,neutral_control
AFG,22,5327,0,0,0,neutral_control
AFH,8,1898,0,0,0,neutral_control
AFI,7,1546,0,0,0,neutral_control
AFIB,7,1340,0,0,0,neutral_control
AFIN,5,901,0,0,0,neutral_control
AFJK,3,351,0,0,0,neutral_control
AFL,22,5327,0,0,0,neutral_control
AFN,4,804,0,0,0,neutral_control
AFP,7,1546,0,0,0,neutral_control
AFR,4,816,0,0,0,neutral_control
AFRI,5,930,0,0,0,neutral_control
AFRM,6,1292,0,0,0,neutral_control
AFSI,13,3031,0,0,0,neutral_control
AFT,19,4505,0,0,0,neutral_control
AFTR,3,455,0,0,0,neutral_control
AFYA,8,1667,0,0,0,neutral_control
AG,22,4918,0,0,0,neutral_control
AGAC,3,567,0,0,0,neutral_control
AGAE,5,817,0,0,0,neutral_control
AGBK,1,17,0,0,0,neutral_control
AGCB,2,493,0,0,0,neutral_control
AGCC,3,245,0,0,0,neutral_control
AGCO,18,4237,0,0,0,neutral_control
AGD,21,4934,0,0,0,neutral_control
AGFS,9,1929,0,0,0,neutral_control
AGGR,3,357,0,0,0,neutral_control
AGH,3,312,0,0,0,neutral_control
AGI,16,3584,0,0,0,neutral_control
AGIG,2,61,0,0,0,neutral_control
AGII,14,3338,0,0,0,neutral_control
AGIL,6,1203,0,0,0,neutral_control
AGIO,14,3174,0,0,0,neutral_control
AGLE,8,1924,0,0,0,neutral_control
AGM,22,5327,0,0,0,neutral_control
AGM.A,22,3159,0,0,0,neutral_control
AGN,16,3802,0,0,0,neutral_control
AGNC,19,4480,0,0,0,neutral_control
AGNCL,5,871,0,0,0,neutral_control
AGNCO,8,1613,0,0,0,neutral_control
AGO,22,5327,0,0,0,neutral_control
AGP,8,2008,0,0,0,neutral_control
AGPU,2,57,0,0,0,neutral_control
AGR,15,2918,0,0,0,neutral_control
AGR.A,1,102,0,0,0,neutral_control
AGR.B,1,102,0,0,0,neutral_control
AGRZ,2,108,0,0,0,neutral_control
AGS,8,1866,0,0,0,neutral_control
AGT,12,2711,0,0,0,neutral_control
AGTC,9,2187,0,0,0,neutral_control
AGTI,4,764,0,0,0,neutral_control
AGU,13,3272,0,0,0,neutral_control
AGX,20,4660,0,0,0,neutral_control
AGY,1,190,0,0,0,neutral_control
AGYS,22,5327,0,0,0,neutral_control
AH,8,1609,0,0,0,neutral_control
AHAC,2,186,0,0,0,neutral_control
AHC,16,3708,0,0,0,neutral_control
AHCO,8,1587,0,0,0,neutral_control
AHD,6,1201,0,0,0,neutral_control
AHG,10,2018,0,0,0,neutral_control
AHGP,13,3036,0,0,0,neutral_control
AHI,5,674,0,0,0,neutral_control
AHL,17,3753,0,0,0,neutral_control
AHM,3,651,0,0,0,neutral_control
AHMA,2,94,0,0,0,neutral_control
AHO,3,679,0,0,0,neutral_control
AHP,6,1112,0,0,0,neutral_control
AHPA,4,442,0,0,0,neutral_control
AHR,8,1759,0,0,0,neutral_control
AHRN,2,222,0,0,0,neutral_control
AHRT,1,5,0,0,0,neutral_control
AI,18,4180,0,0,0,neutral_control
AIC,12,2485,0,0,0,neutral_control
AID,4,857,0,0,0,neutral_control
AIDX,1,12,0,0,0,neutral_control
AIEV,3,417,0,0,0,neutral_control
AIF,12,2869,0,0,0,neutral_control
AIFE,1,65,0,0,0,neutral_control
AIFF,3,392,0,0,0,neutral_control
AIFU,3,341,0,0,0,neutral_control
AIG,22,5327,0,0,0,neutral_control
AIIA,2,60,0,0,0,neutral_control
AIII,3,528,0,0,0,neutral_control
AIIO,2,133,0,0,0,neutral_control
AILE,1,179,0,0,0,neutral_control
AIMC,18,4095,0,0,0,neutral_control
AIMT,6,1305,0,0,0,neutral_control
AIN,22,5327,0,0,0,neutral_control
AINC,11,2322,0,0,0,neutral_control
AINV,18,4434,0,0,0,neutral_control
AIO,8,1596,0,0,0,neutral_control
AIOS,1,16,0,0,0,neutral_control
AIOT,3,422,0,0,0,neutral_control
AIPT,2,342,0,0,0,neutral_control
AIQ,22,5141,0,0,0,neutral_control
AIR,22,5327,0,0,0,neutral_control
AIRC,5,888,0,0,0,neutral_control
AIRE,4,594,0,0,0,neutral_control
AIRG,11,2404,0,0,0,neutral_control
AIRJ,3,495,0,0,0,neutral_control
AIRM,13,3096,0,0,0,neutral_control
AIRO,2,183,0,0,0,neutral_control
AISP,4,551,0,0,0,neutral_control
AIT,22,5327,0,0,0,neutral_control
AITB,1,47,0,0,0,neutral_control
AITR,2,248,0,0,0,neutral_control
AIXC,2,73,0,0,0,neutral_control
AIZ,22,5327,0,0,0,neutral_control
AJAX,2,173,0,0,0,neutral_control
AJG,22,5327,0,0,0,neutral_control
AJRD,9,2078,0,0,0,neutral_control
AKAM,22,5327,0,0,0,neutral_control
AKAO,6,1289,0,0,0,neutral_control
AKBA,13,3009,0,0,0,neutral_control
AKCA,4,816,0,0,0,neutral_control
AKG,8,1807,0,0,0,neutral_control
AKH,4,779,0,0,0,neutral_control
AKIC,2,345,0,0,0,neutral_control
AKLI,3,467,0,0,0,neutral_control
AKO.A,22,4683,0,0,0,neutral_control
AKO.B,22,5259,0,0,0,neutral_control
AKP,15,3607,0,0,0,neutral_control
AKR,22,5327,0,0,0,neutral_control
AKRO,7,1627,0,0,0,neutral_control
AKRX,14,3351,0,0,0,neutral_control
AKS,16,3824,0,0,0,neutral_control
AKTS,9,1995,0,0,0,neutral_control
AKU,4,789,0,0,0,neutral_control
AKUS,3,613,0,0,0,neutral_control
AKYA,5,1060,0,0,0,neutral_control
AL,19,4465,0,0,0,neutral_control
ALA,2,483,0,0,0,neutral_control
ALAB,7,1282,0,0,0,neutral_control
ALAC,5,647,0,0,0,neutral_control
ALB,22,5327,0,0,0,neutral_control
ALBO,8,1590,0,0,0,neutral_control
ALC,16,3413,0,0,0,neutral_control
ALCY,4,422,0,0,0,neutral_control
ALD,15,3162,0,0,0,neutral_control
ALDF,3,240,0,0,0,neutral_control
ALDR,6,1374,0,0,0,neutral_control
ALDW,7,1312,0,0,0,neutral_control
ALDX,13,2975,0,0,0,neutral_control
ALE,21,5271,0,0,0,neutral_control
ALEC,8,1779,0,0,0,neutral_control
ALEX,22,5178,0,0,0,neutral_control
ALF,11,2168,0,0,0,neutral_control
ALG,22,5325,0,0,0,neutral_control
ALGM,7,1343,0,0,0,neutral_control
ALGN,22,5327,0,0,0,neutral_control
