run_id,market_date,ticker,symbol,ask_exchange,ask_price,ask_size,bid_exchange,bid_price,bid_size,conditions,indicators,participant_timestamp,sequence_number,timestamp,trf_timestamp,tape,source_time_et,observed_at_utc,last_price,session_volume,session_high,session_low,session_open,prev_close,today_close,vwap,trades_all_day,relative_volume,year,month,day,event_line_index,command,stage,raw_line
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.3791,35751756,5.69,3.02,3.25,3.1,0,4.4106,210359,942,2026,7,8,305,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35751756 L:5.3791 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210359 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.7,20,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,8.72,36932440,11.9794,4.935,5.19,5.19,0,9.271,443873,50000,2026,7,8,306,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.7 Bsz:20 V:36932440 L:8.72 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443873 RVOL:50000 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.3791,35751756,5.69,3.02,3.25,3.1,0,4.4106,210359,942,2026,7,8,307,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35751756 L:5.3791 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210359 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,,1.09,249,,1.08,50,,,,,2026-07-08T19:47:31Z,,Q,15:47:31,2026-07-08T19:47:37+00:00,1.0801,42308687,1.72,1.0,1.72,1.27,0,1.4979,122567,429,2026,7,8,309,SB LUCY Lv2,candidate_subscribe,$Quote LUCY A:1.09 Asz:249 B:1.08 Bsz:50 V:42308687 L:1.0801 Hi:1.72 Lo:1 op:1.72 ycl:1.27 tcl:0 PE:Q VWAP:1.4979 tradesAllDay:122567 RVOL:429 T:15:47:31
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753333,5.69,3.02,3.25,3.1,0,4.4106,210359,942,2026,7,8,319,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753333 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210359 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753333,5.69,3.02,3.25,3.1,0,4.4106,210359,942,2026,7,8,320,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753333 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210359 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,,1.09,249,,1.08,50,,,,,2026-07-08T19:47:31Z,,Q,15:47:31,2026-07-08T19:47:37+00:00,1.0883,42311287,1.72,1.0,1.72,1.27,0,1.4979,122567,429,2026,7,8,323,SB LUCY Lv2,candidate_subscribe,$Quote LUCY A:1.09 Asz:249 B:1.08 Bsz:50 V:42311287 L:1.0883 Hi:1.72 Lo:1 op:1.72 ycl:1.27 tcl:0 PE:Q VWAP:1.4979 tradesAllDay:122567 RVOL:429 T:15:47:31
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,,1.09,249,,1.08,50,,,,,2026-07-08T19:47:31Z,,Q,15:47:31,2026-07-08T19:47:37+00:00,1.0883,42311287,1.72,1.0,1.72,1.27,0,1.4979,122567,429,2026,7,8,324,SB LUCY Lv2,candidate_subscribe,$Quote LUCY A:1.09 Asz:249 B:1.08 Bsz:50 V:42311287 L:1.0883 Hi:1.72 Lo:1 op:1.72 ycl:1.27 tcl:0 PE:Q VWAP:1.4979 tradesAllDay:122567 RVOL:429 T:15:47:31
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753474,5.69,3.02,3.25,3.1,0,4.4106,210359,942,2026,7,8,329,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753474 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210359 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753474,5.69,3.02,3.25,3.1,0,4.4106,210359,942,2026,7,8,330,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753474 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210359 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,,1.09,236,,1.08,50,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,1.0883,42311287,1.72,1.0,1.72,1.27,0,1.4978,122572,429,2026,7,8,331,SB LUCY Lv2,candidate_subscribe,$Quote LUCY A:1.09 Asz:236 B:1.08 Bsz:50 V:42311287 L:1.0883 Hi:1.72 Lo:1 op:1.72 ycl:1.27 tcl:0 PE:Q VWAP:1.4978 tradesAllDay:122572 RVOL:429 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.7,20,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,8.72,36932441,11.9794,4.935,5.19,5.19,0,9.271,443873,50000,2026,7,8,333,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.7 Bsz:20 V:36932441 L:8.72 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443873 RVOL:50000 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,SDOT,SDOT,,19.84,1,,19.5,9,,,,,2026-07-08T19:47:32Z,,Q,15:47:32,2026-07-08T19:47:37+00:00,19.51,3119995,38.0,11.0,33.02,40.0,0,19.889,57325,76,2026,7,8,335,SB LUCY Lv2,candidate_subscribe,$Quote SDOT A:19.84 Asz:1 B:19.5 Bsz:9 V:3119995 L:19.51 Hi:38 Lo:11 op:33.02 ycl:40 tcl:0 PE:Q VWAP:19.889 tradesAllDay:57325 RVOL:76 T:15:47:32
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753505,5.69,3.02,3.25,3.1,0,4.4106,210366,942,2026,7,8,336,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753505 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210366 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.72,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,8.72,36932441,11.9794,4.935,5.19,5.19,0,9.271,443875,50000,2026,7,8,340,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.72 Bsz:10 V:36932441 L:8.72 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443875 RVOL:50000 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753535,5.69,3.02,3.25,3.1,0,4.4106,210366,942,2026,7,8,346,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753535 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210366 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753535,5.69,3.02,3.25,3.1,0,4.4106,210366,942,2026,7,8,347,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753535 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210366 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,SKYQ,SKYQ,,3.66,5,,3.65,9,,,,,2026-07-08T19:47:30Z,,Q,15:47:30,2026-07-08T19:47:37+00:00,3.655,55918368,4.39,3.14,3.475,3.0,0,3.8818,301054,258,2026,7,8,348,SB LUCY Lv2,candidate_subscribe,$Quote SKYQ A:3.66 Asz:5 B:3.65 Bsz:9 V:55918368 L:3.655 Hi:4.39 Lo:3.14 op:3.475 ycl:3 tcl:0 PE:Q VWAP:3.8818 tradesAllDay:301054 RVOL:258 T:15:47:30
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.38,5,,5.34,10,,,,,2026-07-08T19:47:34Z,,Q,15:47:34,2026-07-08T19:47:37+00:00,5.36,35753536,5.69,3.02,3.25,3.1,0,4.4106,210366,942,2026,7,8,350,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.38 Asz:5 B:5.34 Bsz:10 V:35753536 L:5.36 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210366 RVOL:942 T:15:47:34
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.35,35754326,5.69,3.02,3.25,3.1,0,4.4106,210384,942,2026,7,8,365,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754326 L:5.35 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210384 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.35,35754326,5.69,3.02,3.25,3.1,0,4.4106,210384,942,2026,7,8,366,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754326 L:5.35 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210384 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,,2.61,3,,2.54,3,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,2.58,3412407,2.97,2.01,2.015,2.2,0,2.5403,27924,74,2026,7,8,379,SB LUCY Lv2,candidate_subscribe,$Quote ZCMD A:2.61 Asz:3 B:2.54 Bsz:3 V:3412407 L:2.58 Hi:2.97 Lo:2.01 op:2.015 ycl:2.2 tcl:0 PE:Q VWAP:2.5403 tradesAllDay:27924 RVOL:74 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,,2.61,3,,2.54,3,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,2.58,3412407,2.97,2.01,2.015,2.2,0,2.5403,27924,74,2026,7,8,380,SB LUCY Lv2,candidate_subscribe,$Quote ZCMD A:2.61 Asz:3 B:2.54 Bsz:3 V:3412407 L:2.58 Hi:2.97 Lo:2.01 op:2.015 ycl:2.2 tcl:0 PE:Q VWAP:2.5403 tradesAllDay:27924 RVOL:74 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,SKYQ,SKYQ,,3.66,5,,3.65,9,,,,,2026-07-08T19:47:30Z,,Q,15:47:30,2026-07-08T19:47:37+00:00,3.655,55918468,4.39,3.14,3.475,3.0,0,3.8818,301054,258,2026,7,8,382,SB LUCY Lv2,candidate_subscribe,$Quote SKYQ A:3.66 Asz:5 B:3.65 Bsz:9 V:55918468 L:3.655 Hi:4.39 Lo:3.14 op:3.475 ycl:3 tcl:0 PE:Q VWAP:3.8818 tradesAllDay:301054 RVOL:258 T:15:47:30
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.72,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,8.745,36932641,11.9794,4.935,5.19,5.19,0,9.271,443875,50000,2026,7,8,394,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.72 Bsz:10 V:36932641 L:8.745 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443875 RVOL:50000 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.72,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,8.745,36932641,11.9794,4.935,5.19,5.19,0,9.271,443875,50000,2026,7,8,395,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.72 Bsz:10 V:36932641 L:8.745 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443875 RVOL:50000 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.345,35754675,5.69,3.02,3.25,3.1,0,4.4106,210384,942,2026,7,8,420,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754675 L:5.345 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210384 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,SDOT,SDOT,,19.84,1,,19.5,9,,,,,2026-07-08T19:47:32Z,,Q,15:47:32,2026-07-08T19:47:37+00:00,19.51,3120022,38.0,11.0,33.02,40.0,0,19.889,57325,76,2026,7,8,422,SB LUCY Lv2,candidate_subscribe,$Quote SDOT A:19.84 Asz:1 B:19.5 Bsz:9 V:3120022 L:19.51 Hi:38 Lo:11 op:33.02 ycl:40 tcl:0 PE:Q VWAP:19.889 tradesAllDay:57325 RVOL:76 T:15:47:32
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,,2.61,3,,2.54,3,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,2.58,3412407,2.97,2.01,2.015,2.2,0,2.5403,27930,74,2026,7,8,423,SB LUCY Lv2,candidate_subscribe,$Quote ZCMD A:2.61 Asz:3 B:2.54 Bsz:3 V:3412407 L:2.58 Hi:2.97 Lo:2.01 op:2.015 ycl:2.2 tcl:0 PE:Q VWAP:2.5403 tradesAllDay:27930 RVOL:74 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.345,35754675,5.69,3.02,3.25,3.1,0,4.4106,210384,942,2026,7,8,424,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754675 L:5.345 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210384 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,INLF,INLF,,3.95,1,,3.87,2,,,,,2026-07-08T19:47:26Z,,Q,15:47:26,2026-07-08T19:47:37+00:00,3.8701,435959,4.98,3.826,4.85,5.35,0,4.3003,7941,27,2026,7,8,426,SB LUCY Lv2,candidate_subscribe,$Quote INLF A:3.95 Asz:1 B:3.87 Bsz:2 V:435959 L:3.8701 Hi:4.98 Lo:3.826 op:4.85 ycl:5.35 tcl:0 PE:Q VWAP:4.3003 tradesAllDay:7941 RVOL:27 T:15:47:26
das_cmdapi_live_20260708T193719Z,2026-07-08,INLF,INLF,,3.95,1,,3.87,2,,,,,2026-07-08T19:47:26Z,,Q,15:47:26,2026-07-08T19:47:37+00:00,3.8701,435959,4.98,3.826,4.85,5.35,0,4.2998,7942,27,2026,7,8,427,SB LUCY Lv2,candidate_subscribe,$Quote INLF A:3.95 Asz:1 B:3.87 Bsz:2 V:435959 L:3.8701 Hi:4.98 Lo:3.826 op:4.85 ycl:5.35 tcl:0 PE:Q VWAP:4.2998 tradesAllDay:7942 RVOL:27 T:15:47:26
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.72,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,8.745,36932641,11.9794,4.935,5.19,5.19,0,9.271,443878,50000,2026,7,8,428,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.72 Bsz:10 V:36932641 L:8.745 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443878 RVOL:50000 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.345,35754730,5.69,3.02,3.25,3.1,0,4.4106,210384,942,2026,7,8,431,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754730 L:5.345 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210384 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,LHAI,LHAI,,1.59,7,,1.58,16,,,,,2026-07-08T19:47:31Z,,Q,15:47:31,2026-07-08T19:47:37+00:00,1.585,26221565,1.68,1.36,1.395,1.29,0,1.5287,97759,147,2026,7,8,432,SB LUCY Lv2,candidate_subscribe,$Quote LHAI A:1.59 Asz:7 B:1.58 Bsz:16 V:26221565 L:1.585 Hi:1.68 Lo:1.36 op:1.395 ycl:1.29 tcl:0 PE:Q VWAP:1.5287 tradesAllDay:97759 RVOL:147 T:15:47:31
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.345,35754730,5.69,3.02,3.25,3.1,0,4.4106,210384,942,2026,7,8,433,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754730 L:5.345 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4106 tradesAllDay:210384 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.345,35754730,5.69,3.02,3.25,3.1,0,4.4107,210410,942,2026,7,8,434,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35754730 L:5.345 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210410 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.3462,35755242,5.69,3.02,3.25,3.1,0,4.4107,210410,942,2026,7,8,438,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35755242 L:5.3462 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210410 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.3462,35755242,5.69,3.02,3.25,3.1,0,4.4107,210410,942,2026,7,8,439,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35755242 L:5.3462 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210410 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.73,10,,,,,2026-07-08T19:47:36Z,,Q,15:47:36,2026-07-08T19:47:37+00:00,8.745,36932641,11.9794,4.935,5.19,5.19,0,9.271,443878,50000,2026,7,8,440,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.73 Bsz:10 V:36932641 L:8.745 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443878 RVOL:50000 T:15:47:36
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.35,35755432,5.69,3.02,3.25,3.1,0,4.4107,210416,942,2026,7,8,445,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35755432 L:5.35 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210416 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.34,10,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:37+00:00,5.35,35755432,5.69,3.02,3.25,3.1,0,4.4107,210416,942,2026,7,8,446,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.34 Bsz:10 V:35755432 L:5.35 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210416 RVOL:942 T:15:47:35
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,,8.77,10,,8.73,10,,,,,2026-07-08T19:47:36Z,,Q,15:47:36,2026-07-08T19:47:37+00:00,8.745,36932694,11.9794,4.935,5.19,5.19,0,9.271,443878,50000,2026,7,8,448,SB LUCY Lv2,candidate_subscribe,$Quote NVVE A:8.77 Asz:10 B:8.73 Bsz:10 V:36932694 L:8.745 Hi:11.9794 Lo:4.935 op:5.19 ycl:5.19 tcl:0 PE:Q VWAP:9.271 tradesAllDay:443878 RVOL:50000 T:15:47:36
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.33,10,,,,,2026-07-08T19:47:37Z,,Q,15:47:37,2026-07-08T19:47:37+00:00,5.34,35755624,5.69,3.02,3.25,3.1,0,4.4107,210416,942,2026,7,8,452,SB LUCY Lv2,candidate_subscribe,$Quote TVRD A:5.35 Asz:4 B:5.33 Bsz:10 V:35755624 L:5.34 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210416 RVOL:942 T:15:47:37
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.33,10,,,,,2026-07-08T19:47:37Z,,Q,15:47:37,2026-07-08T19:47:42+00:00,5.34,35755677,5.69,3.02,3.25,3.1,0,4.4107,210416,942,2026,7,8,6,SB LUCY DAYCHART 2026/06/28 2026/07/08,candidate_chart_query,$Quote TVRD A:5.35 Asz:4 B:5.33 Bsz:10 V:35755677 L:5.34 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210416 RVOL:942 T:15:47:37
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.33,10,,,,,2026-07-08T19:47:37Z,,Q,15:47:37,2026-07-08T19:47:42+00:00,5.34,35755677,5.69,3.02,3.25,3.1,0,4.4107,210416,942,2026,7,8,7,SB LUCY DAYCHART 2026/06/28 2026/07/08,candidate_chart_query,$Quote TVRD A:5.35 Asz:4 B:5.33 Bsz:10 V:35755677 L:5.34 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210416 RVOL:942 T:15:47:37
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,,5.35,4,,5.33,10,,,,,2026-07-08T19:47:37Z,,Q,15:47:37,2026-07-08T19:47:42+00:00,5.34,35755725,5.69,3.02,3.25,3.1,0,4.4107,210422,942,2026,7,8,14,SB LUCY DAYCHART 2026/06/28 2026/07/08,candidate_chart_query,$Quote TVRD A:5.35 Asz:4 B:5.33 Bsz:10 V:35755725 L:5.34 Hi:5.69 Lo:3.02 op:3.25 ycl:3.1 tcl:0 PE:Q VWAP:4.4107 tradesAllDay:210422 RVOL:942 T:15:47:37
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,,1.09,236,,1.08,50,,,,,2026-07-08T19:47:35Z,,Q,15:47:35,2026-07-08T19:47:42+00:00,1.0883,42311312,1.72,1.0,1.72,1.27,0,1.4978,122572,429,2026,7,8,16,SB LUCY DAYCHART 2026/06/28 2026/07/08,candidate_chart_query,$Quote LUCY A:1.09 Asz:236 B:1.08 Bsz:50 V:42311312 L:1.0883 Hi:1.72 Lo:1 op:1.72 ycl:1.27 tcl:0 PE:Q VWAP:1.4978 tradesAllDay:122572 RVOL:429 T:15:47:35
