run_id,market_date,ticker,symbol,status_prefix,ssr,flags_json,loose_fields,observed_at_utc,event_line_index,command,stage,raw_line
das_cmdapi_live_20260708T193719Z,2026-07-08,CLRO,CLRO,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:45:22+00:00,14,SB CLRO Lv1,candidate_subscribe,$SymStatus CLRO SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,CLRO,CLRO,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:45:26+00:00,8,GET SymStatus CLRO,candidate_static_query,$SymStatus CLRO SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,BTAI,BTAI,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:45:47+00:00,18,SB BTAI Lv1,candidate_subscribe,$SymStatus BTAI SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:45:47+00:00,36,SB BTAI Lv1,candidate_subscribe,$SymStatus NVVE SSR:Y TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""T""}",,2026-07-08T19:45:48+00:00,10,GET SHORTINFO BTAI,candidate_static_query,$SymStatus TVRD TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""T""}",,2026-07-08T19:45:48+00:00,73,GET SHORTINFO BTAI,candidate_static_query,$SymStatus TVRD TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,BTAI,BTAI,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:45:53+00:00,298,GET SymStatus BTAI,candidate_static_query,$SymStatus BTAI SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,CLRO,CLRO,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:46:13+00:00,511,SB BTAI DAYCHART 2026/06/28 2026/07/08,candidate_chart_query,$SymStatus CLRO SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""T""}",,2026-07-08T19:46:19+00:00,513,UNSB BTAI DAYCHART,candidate_chart_query,$SymStatus TVRD TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,VEEE,VEEE,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:46:35+00:00,216,SB VEEE Lv1,candidate_subscribe,$SymStatus VEEE SSR:Y TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:46:45+00:00,298,GET SymStatus VEEE,candidate_static_query,$SymStatus ZCMD SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,VEEE,VEEE,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T"", ""TAT"": ""09:49:35""}",,2026-07-08T19:46:45+00:00,442,GET SymStatus VEEE,candidate_static_query,$SymStatus VEEE SSR:Y TA:T TAT:09:49:35
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""T""}",,2026-07-08T19:46:50+00:00,547,SB VEEE tms,candidate_subscribe,$SymStatus TVRD TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:47:27+00:00,289,GET SymStatus LUCY,candidate_static_query,$SymStatus LUCY SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:47:32+00:00,361,SB LUCY tms,candidate_subscribe,$SymStatus ZCMD SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,JEM,JEM,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:47:56+00:00,170,SB JEM Lv1,candidate_subscribe,$SymStatus JEM SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:48:03+00:00,65,GET SymStatus JEM,candidate_static_query,$SymStatus ZCMD SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,JEM,JEM,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:48:03+00:00,70,GET SymStatus JEM,candidate_static_query,$SymStatus JEM SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,TVRD,TVRD,$SymStatus,,"{""TA"": ""T""}",,2026-07-08T19:48:07+00:00,334,SB JEM tms,candidate_subscribe,$SymStatus TVRD TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,$SymStatus,Y,"{""SSR"": ""Y"", ""TA"": ""T""}",,2026-07-08T19:48:24+00:00,170,SB JEM MINCHART 2026/07/08-14:47 2026/07/08-15:47 1,candidate_chart_query,$SymStatus NVVE SSR:Y TA:T
das_cmdapi_live_20260708T193719Z,2026-07-08,BBLG,BBLG,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:48:34+00:00,147,SB BBLG Lv1,candidate_subscribe,$SymStatus BBLG SSR:Y
das_cmdapi_live_20260708T193719Z,2026-07-08,BBLG,BBLG,$SymStatus,Y,"{""SSR"": ""Y""}",,2026-07-08T19:48:41+00:00,61,GET SymStatus BBLG,candidate_static_query,$SymStatus BBLG SSR:Y
