run_id,market_date,ticker,symbol,limit_down,limit_up,observed_at_utc,event_line_index,command,stage,raw_line
das_cmdapi_live_20260708T193719Z,2026-07-08,JEM,JEM,0.68,1.59,2026-07-08T19:53:50+00:00,49,SUBSCRIPTION_STREAM,streaming,$LDLU JEM 0.68 1.59
das_cmdapi_live_20260708T193719Z,2026-07-08,NVVE,NVVE,7.69,9.4,2026-07-08T19:53:50+00:00,220,SUBSCRIPTION_STREAM,streaming,$LDLU NVVE 7.69 9.4
das_cmdapi_live_20260708T193719Z,2026-07-08,SKYQ,SKYQ,3.0,4.49,2026-07-08T19:54:06+00:00,24,SUBSCRIPTION_STREAM,streaming,$LDLU SKYQ 3 4.49
das_cmdapi_live_20260708T193719Z,2026-07-08,SKYQ,SKYQ,3.04,4.56,2026-07-08T19:54:36+00:00,36,SUBSCRIPTION_STREAM,streaming,$LDLU SKYQ 3.04 4.56
das_cmdapi_live_20260708T193719Z,2026-07-08,VEEE,VEEE,4.05,4.95,2026-07-08T19:54:41+00:00,22,SUBSCRIPTION_STREAM,streaming,$LDLU VEEE 4.05 4.95
das_cmdapi_live_20260708T193719Z,2026-07-08,SKYQ,SKYQ,3.07,4.61,2026-07-08T19:55:07+00:00,325,SUBSCRIPTION_STREAM,streaming,$LDLU SKYQ 3.07 4.61
das_cmdapi_live_20260708T193719Z,2026-07-08,VEEE,VEEE,4.09,5.0,2026-07-08T19:55:35+00:00,378,SUBSCRIPTION_STREAM,streaming,$LDLU VEEE 4.09 5
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,0.65,1.51,2026-07-08T19:56:08+00:00,161,SUBSCRIPTION_STREAM,streaming,$LDLU LUCY 0.65 1.51
das_cmdapi_live_20260708T193719Z,2026-07-08,ZCMD,ZCMD,1.51,3.51,2026-07-08T19:57:12+00:00,99,SUBSCRIPTION_STREAM,streaming,$LDLU ZCMD 1.51 3.51
das_cmdapi_live_20260708T193719Z,2026-07-08,LHAI,LHAI,0.94,2.2,2026-07-08T19:57:17+00:00,6,SUBSCRIPTION_STREAM,streaming,$LDLU LHAI 0.94 2.2
das_cmdapi_live_20260708T193719Z,2026-07-08,CLRO,CLRO,9.14,11.17,2026-07-08T19:57:38+00:00,42,SUBSCRIPTION_STREAM,streaming,$LDLU CLRO 9.14 11.17
das_cmdapi_live_20260708T193719Z,2026-07-08,BJDX,BJDX,0.77,1.79,2026-07-08T19:57:53+00:00,67,SUBSCRIPTION_STREAM,streaming,$LDLU BJDX 0.77 1.79
das_cmdapi_live_20260708T193719Z,2026-07-08,BJDX,BJDX,0.77,1.81,2026-07-08T19:58:55+00:00,31,SUBSCRIPTION_STREAM,streaming,$LDLU BJDX 0.77 1.81
das_cmdapi_live_20260708T193719Z,2026-07-08,LUCY,LUCY,0.65,1.52,2026-07-08T19:58:55+00:00,92,SUBSCRIPTION_STREAM,streaming,$LDLU LUCY 0.65 1.52
das_cmdapi_live_20260708T193719Z,2026-07-08,CLRO,CLRO,9.23,11.28,2026-07-08T19:59:01+00:00,14,SUBSCRIPTION_STREAM,streaming,$LDLU CLRO 9.23 11.28
das_cmdapi_live_20260708T193719Z,2026-07-08,LHAI,LHAI,0.93,2.17,2026-07-08T19:59:04+00:00,205,SUBSCRIPTION_STREAM,streaming,$LDLU LHAI 0.93 2.17
das_cmdapi_live_20260708T193719Z,2026-07-08,VEEE,VEEE,4.13,5.05,2026-07-08T19:59:29+00:00,62,SUBSCRIPTION_STREAM,streaming,$LDLU VEEE 4.13 5.05
das_cmdapi_live_20260708T193719Z,2026-07-08,LHAI,LHAI,0.88,2.06,2026-07-08T19:59:36+00:00,77,SUBSCRIPTION_STREAM,streaming,$LDLU LHAI 0.88 2.06
das_cmdapi_live_20260708T193719Z,2026-07-08,VTAK,VTAK,1.08,1.68,2026-07-08T19:59:57+00:00,99,SUBSCRIPTION_STREAM,streaming,$LDLU VTAK 1.08 1.68
das_cmdapi_live_20260708T193719Z,2026-07-08,VMAR,VMAR,0.73,1.71,2026-07-08T19:59:57+00:00,497,SUBSCRIPTION_STREAM,streaming,$LDLU VMAR 0.73 1.71
