relative_path,column,rows,nulls,inf_rows,min,max,mean
ticker=PD/year=2006/day_features_PD_2006.parquet,low_raw,23,0,0,65.14,79.53,71.20955652173913
ticker=PD/year=2006/day_features_PD_2006.parquet,cum_volume_session_raw,23,0,0,3291300.0,7882000.0,5032369.565217392
ticker=PD/year=2006/day_features_PD_2006.parquet,session_vwap_raw,23,0,0,66.34558056838365,81.58651504302141,72.7548241442155
ticker=PD/year=2006/day_features_PD_2006.parquet,intraday_return_since_open_raw,23,0,0,-0.048163916977115306,0.04166666666666674,0.005122226547826487
ticker=PD/year=2006/day_features_PD_2006.parquet,session_range_pct_raw,23,0,0,0.022061720288903568,0.05987227248536456,0.03956199770944966
ticker=PD/year=2006/day_features_PD_2006.parquet,opening_drive_30m_raw,23,0,0,-0.02564860669672553,0.024817316972287395,0.002891888644418762
ticker=PD/year=2006/day_features_PD_2006.parquet,pullback_from_session_high_raw,23,0,0,-0.05868421052631567,-0.001814882032667886,-0.016958511303202358
ticker=PD/year=2006/day_features_PD_2006.parquet,session_vwap_distance_raw,23,0,0,-0.027822458036923403,0.021424605984155187,0.0008707072328394791
ticker=PD/year=2006/day_features_PD_2006.parquet,open_norm,23,0,0,68.49,142.75,96.50304347826086
ticker=PD/year=2006/day_features_PD_2006.parquet,close_norm,23,0,0,69.0,144.47,96.8849304347826
ticker=PD/year=2006/day_features_PD_2006.parquet,high_norm,23,0,0,69.2,145.93,98.5786956521739
ticker=PD/year=2006/day_features_PD_2006.parquet,low_norm,23,0,0,66.67,142.2196,94.7356347826087
ticker=PD/year=2006/day_features_PD_2006.parquet,session_range_abs_norm,23,0,0,1.6800000000000068,8.080000000000013,3.8430608695652184
ticker=PD/year=2006/day_features_PD_2006.parquet,realized_vol_1d_norm,23,0,0,0.019011678205433192,0.04333215474235324,0.028174788524517852
ticker=PD/year=2006/day_features_PD_2006.parquet,max_future_split_factor_in_day,23,0,0,1.0,2.0,1.3478260869565217
ticker=PD/year=2006/day_features_PD_2006.parquet,gap_open_vs_prev_close,23,1,0,-0.5018909090909092,0.0221991431909645,-0.020639056398735943
ticker=PD/year=2006/day_features_PD_2006.parquet,open_vs_prev_session_close,23,1,0,-0.5018909090909092,0.0221991431909645,-0.020639056398735943
ticker=PD/year=2006/day_features_PD_2006.parquet,open_vs_prev_session_high,23,1,0,-0.5027949183303086,0.01718124273349697,-0.037674553727605524
ticker=PD/year=2006/day_features_PD_2006.parquet,open_vs_prev_session_low,23,1,0,-0.4763761467889909,0.06448560227119104,0.0013352669146384172
ticker=PD/year=2006/day_features_PD_2006.parquet,multi_session_return_3d_to_open,23,3,0,-0.4927793823594757,0.08600000000000008,-0.06391359546152893
ticker=PD/year=2006/day_features_PD_2006.parquet,multi_session_return_5d_to_open,23,5,0,-0.5049884215425802,0.10144927536231885,-0.12086667371086321
ticker=PD/year=2006/day_features_PD_2006.parquet,distance_to_prev_day_range_center,23,1,0,-0.48992738782349665,0.040295943982031845,-0.018591840574643817
ticker=PD/year=2006/day_features_PD_2006.parquet,prev_day_range_pct_norm,23,1,0,0.02192925205586747,0.06290187307799831,0.03990430924727164
ticker=PD/year=2006/day_features_PD_2006.parquet,range_expansion_vs_prev_day_norm,23,1,0,-0.6359712230215819,1.451428571428567,0.10486966092677547
ticker=PD/year=2006/day_features_PD_2006.parquet,distance_to_n_day_high_5,23,2,0,-0.5276551724137931,0.012602880658436177,-0.143950447521294
ticker=PD/year=2006/day_features_PD_2006.parquet,distance_to_n_day_low_5,23,2,0,-0.47428615290144305,0.1399430028498574,0.033304822409727264
ticker=PD/year=2006/day_features_PD_2006.parquet,realized_vol_prev_3_sessions_norm,23,1,0,0.022965777762192507,0.03646229395041974,0.02812880706849225
ticker=PD/year=2006/day_features_PD_2006.parquet,overnight_gap_zscore_20,23,6,0,-85.29103450921237,1.492717868384947,-4.661817788248856
ticker=PD/year=2006/day_features_PD_2006.parquet,year,23,0,0,2006.0,2006.0,2006.0
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,bar_count_raw,24,0,0,2.0,494.0,323.3333333333333
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,open_raw,24,0,0,14.7398,24.88,19.544816666666666
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,close_raw,24,0,0,14.8571,24.89,19.858741666666667
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,high_raw,24,0,0,14.8571,27.0,20.650233333333333
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,low_raw,24,0,0,14.6429,23.9,19.045120833333332
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,cum_volume_session_raw,24,0,0,550.2,7299063.800000001,1680417.4416666667
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,session_vwap_raw,24,0,0,14.857099999999999,24.573580761547174,19.850753611151926
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,intraday_return_since_open_raw,24,0,0,-0.040239726027397116,0.24361081826494058,0.019464156949289334
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,session_range_pct_raw,24,0,0,0.0,0.3497499288009074,0.08260301548305478
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,opening_drive_30m_raw,24,0,0,-0.018080020624450133,0.2960733075850768,0.018258144467871537
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,pullback_from_session_high_raw,24,0,0,-0.0886943281309478,0.0,-0.035673962368364516
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,session_vwap_distance_raw,24,0,0,-0.02460430476630049,0.036657918654558364,0.0012822860095472871
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,open_norm,24,0,0,20.0143,29.84996,24.668338333333335
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,close_norm,24,0,0,20.79994,29.75994,25.072905000000002
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,high_norm,24,0,0,20.79994,32.10004,26.040965
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,low_norm,24,0,0,20.0,29.560019999999998,24.037335833333334
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,session_range_abs_norm,24,0,0,0.0,7.0,2.003629166666666
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,realized_vol_1d_norm,24,0,0,0.0,0.3154453200000589,0.06452140714838356
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,max_future_split_factor_in_day,24,0,0,1.0,1.4,1.2833333333333332
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,gap_open_vs_prev_close,24,1,0,-0.2877463170766079,0.022931966588124686,-0.01293213970662441
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,open_vs_prev_session_close,24,1,0,-0.2877463170766079,0.022931966588124686,-0.01293213970662441
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,open_vs_prev_session_high,24,1,0,-0.319704745272097,0.015451244636170092,-0.04772513037971462
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,open_vs_prev_session_low,24,1,0,-0.26794913248115215,0.244,0.03337965258205794
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,multi_session_return_3d_to_open,24,3,0,-0.3157518309364151,0.20310842807102025,-0.0014585403736115255
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,multi_session_return_5d_to_open,24,5,0,-0.3274751225976935,0.38650343228261663,0.014412873706856861
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,distance_to_prev_day_range_center,24,1,0,-0.2947752345575392,0.07452655612738113,-0.01004146376402163
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,prev_day_range_pct_norm,24,1,0,0.0,0.28123744475693047,0.07895410217166939
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,range_expansion_vs_prev_day_norm,24,2,0,-1.0,19.900389105058345,1.9038945030914964
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,distance_to_n_day_high_5,24,2,0,-0.3623980406473917,0.0056417250941227515,-0.10278231268174803
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,distance_to_n_day_low_5,24,2,0,-0.26794913248115215,0.41607735701368465,0.13978434443576745
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,realized_vol_prev_3_sessions_norm,24,1,0,0.01878989753148011,0.14881699319000496,0.06420893819449681
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,overnight_gap_zscore_20,24,6,0,-31.164808758025373,3.4108054401644368,-1.3457243904059266
ticker=SAVA/year=2023/day_features_SAVA_2023.parquet,year,24,0,0,2023.0,2023.0,2023.0
