file,ticker,year,month,rows,severity,issues,warns,action,metrics_json,validator_version,processed_at_utc,run_id,batch_id,scan_reason,validation_kind,current_as_of_utc,root,root_path,relpath,ticker_inventory,year_inventory,month_inventory,task_key,size_bytes,mtime_utc,present_in_c,present_in_d,present_in_both,issues_list,warns_list,m.active_days,m.active_minutes,m.business_days_est,m.c_max,m.coverage_ratio_vs_active_days_est,m.dataset_read_compatible,m.dataset_read_error,m.date_max,m.date_min,m.dates_outside_partition_month,m.dtype_mismatches,m.duplicate_ts_utc_rows,m.filename_month,m.filename_ticker,m.filename_year,m.h_max,m.high_low_inversion_rows,m.l_min,m.max_gap_days,m.missing_required_cols,m.month_nunique,m.n_sum,m.negative_or_zero_ohlc_rows,m.negative_volume_rows,m.o_min,m.partition_month,m.partition_ticker,m.partition_year,m.rows_after_parse,m.schema_columns,m.size_bytes,m.ticker_nunique,m.ts_max,m.ts_min,m.ts_utc_date_mismatch_rows,m.v_sum,m.vw_mean,m.vw_outside_range_rows,m.year_nunique,m.schema_types.c,m.schema_types.date,m.schema_types.h,m.schema_types.l,m.schema_types.month,m.schema_types.n,m.schema_types.o,m.schema_types.t,m.schema_types.ticker,m.schema_types.ts_utc,m.schema_types.v,m.schema_types.vw,m.schema_types.year,has_schema_warn,has_vw_warn,soft_bucket,hard_issue_signature,operational_decision,source_bucket_file,file_date_min,file_date_max,first_seen_date,last_observed_date,classification_1b,vw_ratio_pct,vw_per_active_day,vw_taxonomy,grb_superbucket,final_policy_bucket_lt1b,year_month,case_key,readability_state,partition_state,timestamp_state,ohlc_state,volume_state,coverage_state,core_quality_state,core_issue_family,vw_quality_state,vw_issue_family,combined_quality_state,allowed_consumption,visual_section,visual_section_title,visual_section_description,visual_rank,recalc_strict_vw_outside_rows,recalc_strict_vw_ratio_pct,visual_gt_1bp_vw_outside_rows,visual_gt_1bp_vw_ratio_pct,max_vw_outside_bps,case_id,image,image_path
D:\ohlcv_1m\ticker=MULN\year=2022\month=03\minute_aggs_MULN_2022_03.parquet,MULN,2022,3,21943,SOFT_FAIL,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",review_queue,"{""active_days"": 25, ""active_minutes"": 21943, ""business_days_est"": 23, ""c_max"": 5615055000000.0, ""coverage_ratio_vs_active_days_est"": 1.0869565217391304, ""dataset_read_compatible"": false, ""dataset_read_error"": ""ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')"", ""date_max"": ""2022-03-31T00:00:00"", ""date_min"": ""2022-03-01T00:00:00"", ""dates_outside_partition_month"": 0, ""dtype_mismatches"": [], ""duplicate_ts_utc_rows"": 0, ""filename_month"": 3, ""filename_ticker"": ""MULN"", ""filename_year"": 2022, ""h_max"": 5642865000000.0, ""high_low_inversion_rows"": 0, ""l_min"": 965250000000.0, ""max_gap_days"": 3, ""missing_required_cols"": [], ""month_nunique"": 1, ""n_sum"": 7632028, ""negative_or_zero_ohlc_rows"": 0, ""negative_volume_rows"": 0, ""o_min"": 970245000000.0, ""partition_month"": 3, ""partition_ticker"": ""MULN"", ""partition_year"": 2022, ""rows_after_parse"": 21943, ""schema_columns"": [""ticker"", ""ts_utc"", ""date"", ""year"", ""month"", ""o"", ""h"", ""l"", ""c"", ""v"", ""vw"", ""n"", ""t""], ""schema_types"": {""c"": ""double"", ""date"": ""string"", ""h"": ""double"", ""l"": ""double"", ""month"": ""int64"", ""n"": ""int64"", ""o"": ""double"", ""t"": ""int64"", ""ticker"": ""string"", ""ts_utc"": ""string"", ""v"": ""double"", ""vw"": ""double"", ""year"": ""int64""}, ""size_bytes"": 748048, ""ticker_nunique"": 1, ""ts_max"": ""2022-03-31T23:59:00+00:00"", ""ts_min"": ""2022-03-01T00:00:00+00:00"", ""ts_utc_date_mismatch_rows"": 0, ""v_sum"": 0.003147, ""vw_mean"": 2693455797142.5967, ""vw_outside_range_rows"": 0, ""year_nunique"": 1}",ohlcv_1m_v2_validate_file/0.1.0,2026-04-04 01:56:06.626883+00:00,ohlcv_1m_validate_full,batch_000769,rescan_all,normal_validation,2026-04-04 07:43:28.287992+00:00,D,D:\ohlcv_1m,ticker=MULN\year=2022\month=03\minute_aggs_MULN_2022_03.parquet,MULN,2022,3,MULN|2022|03,748048,2026-03-09 16:55:38.675483+00:00,False,True,False,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",25.0,21943.0,23.0,5615055000000.0,1.0869565217391304,False,"ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')",2022-03-31T00:00:00,2022-03-01T00:00:00,0.0,[],0.0,3,MULN,2022,5642865000000.0,0.0,965250000000.0,3.0,[],1.0,7632028.0,0.0,0.0,970245000000.0,3,MULN,2022,21943.0,['ticker' 'ts_utc' 'date' 'year' 'month' 'o' 'h' 'l' 'c' 'v' 'vw' 'n' 't'],748048,1.0,2022-03-31T23:59:00+00:00,2022-03-01T00:00:00+00:00,0.0,0.003147,2693455797142.5967,0.0,1.0,double,string,double,double,int64,int64,double,int64,string,string,double,double,int64,True,False,schema_only,,RESCUE_SCHEMA_ONLY,rescue_schema_only,2022-03-01,2022-03-31,2021-11-05,2025-07-27,inactive_died_lt_1b,,,,good,good,2022-03,MULN|2022|03,schema_warning,good,good,good,good,good,good,schema_readability_known_warning,good,vw_not_flagged,core_good,controlled_ohlcv_research,core_good_vw_not_flagged,Core good / vw not flagged,Dense or active OHLCV months where the inherited closeout does not flag vw.,1,932,4.247368181196737,374,1.7044159868750854,45.38566756749781,core_good_vw_not_flagged_01_muln_2022_03,images/core_good_vw_not_flagged_01_muln_2022_03.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\minute\core_quality_case_evidence_packs\images\core_good_vw_not_flagged_01_muln_2022_03.png
D:\ohlcv_1m\ticker=MULN\year=2023\month=01\minute_aggs_MULN_2023_01.parquet,MULN,2023,1,18743,SOFT_FAIL,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",review_queue,"{""active_days"": 24, ""active_minutes"": 18743, ""business_days_est"": 22, ""c_max"": 642330000000.0, ""coverage_ratio_vs_active_days_est"": 1.0909090909090908, ""dataset_read_compatible"": false, ""dataset_read_error"": ""ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')"", ""date_max"": ""2023-01-31T00:00:00"", ""date_min"": ""2023-01-03T00:00:00"", ""dates_outside_partition_month"": 0, ""dtype_mismatches"": [], ""duplicate_ts_utc_rows"": 0, ""filename_month"": 1, ""filename_ticker"": ""MULN"", ""filename_year"": 2023, ""h_max"": 644625000000.0, ""high_low_inversion_rows"": 0, ""l_min"": 324000000000.0, ""max_gap_days"": 3, ""missing_required_cols"": [], ""month_nunique"": 1, ""n_sum"": 2702812, ""negative_or_zero_ohlc_rows"": 0, ""negative_volume_rows"": 0, ""o_min"": 337500000000.0, ""partition_month"": 1, ""partition_ticker"": ""MULN"", ""partition_year"": 2023, ""rows_after_parse"": 18743, ""schema_columns"": [""ticker"", ""ts_utc"", ""date"", ""year"", ""month"", ""o"", ""h"", ""l"", ""c"", ""v"", ""vw"", ""n"", ""t""], ""schema_types"": {""c"": ""double"", ""date"": ""string"", ""h"": ""double"", ""l"": ""double"", ""month"": ""int64"", ""n"": ""int64"", ""o"": ""double"", ""t"": ""int64"", ""ticker"": ""string"", ""ts_utc"": ""string"", ""v"": ""double"", ""vw"": ""double"", ""year"": ""int64""}, ""size_bytes"": 602471, ""ticker_nunique"": 1, ""ts_max"": ""2023-01-31T23:59:00+00:00"", ""ts_min"": ""2023-01-03T09:00:00+00:00"", ""ts_utc_date_mismatch_rows"": 0, ""v_sum"": 0.002513, ""vw_mean"": 453870138075.5482, ""vw_outside_range_rows"": 0, ""year_nunique"": 1}",ohlcv_1m_v2_validate_file/0.1.0,2026-04-04 01:56:07.607412+00:00,ohlcv_1m_validate_full,batch_000769,rescan_all,normal_validation,2026-04-04 07:43:28.287992+00:00,D,D:\ohlcv_1m,ticker=MULN\year=2023\month=01\minute_aggs_MULN_2023_01.parquet,MULN,2023,1,MULN|2023|01,602471,2026-03-09 16:55:39.105654+00:00,False,True,False,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",24.0,18743.0,22.0,642330000000.0,1.0909090909090908,False,"ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')",2023-01-31T00:00:00,2023-01-03T00:00:00,0.0,[],0.0,1,MULN,2023,644625000000.0,0.0,324000000000.0,3.0,[],1.0,2702812.0,0.0,0.0,337500000000.0,1,MULN,2023,18743.0,['ticker' 'ts_utc' 'date' 'year' 'month' 'o' 'h' 'l' 'c' 'v' 'vw' 'n' 't'],602471,1.0,2023-01-31T23:59:00+00:00,2023-01-03T09:00:00+00:00,0.0,0.002513,453870138075.5482,0.0,1.0,double,string,double,double,int64,int64,double,int64,string,string,double,double,int64,True,False,schema_only,,RESCUE_SCHEMA_ONLY,rescue_schema_only,2023-01-03,2023-01-31,2021-11-05,2025-07-27,inactive_died_lt_1b,,,,good,good,2023-01,MULN|2023|01,schema_warning,good,good,good,good,good,good,schema_readability_known_warning,good,vw_not_flagged,core_good,controlled_ohlcv_research,core_good_vw_not_flagged,Core good / vw not flagged,Dense or active OHLCV months where the inherited closeout does not flag vw.,2,565,3.0144587312596705,193,1.029717761297551,238.50726494354677,core_good_vw_not_flagged_02_muln_2023_01,images/core_good_vw_not_flagged_02_muln_2023_01.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\minute\core_quality_case_evidence_packs\images\core_good_vw_not_flagged_02_muln_2023_01.png
D:\ohlcv_1m\ticker=MULN\year=2022\month=05\minute_aggs_MULN_2022_05.parquet,MULN,2022,5,17532,SOFT_FAIL,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",review_queue,"{""active_days"": 21, ""active_minutes"": 17532, ""business_days_est"": 22, ""c_max"": 2091960000000.0, ""coverage_ratio_vs_active_days_est"": 0.9545454545454546, ""dataset_read_compatible"": false, ""dataset_read_error"": ""ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')"", ""date_max"": ""2022-05-31T00:00:00"", ""date_min"": ""2022-05-02T00:00:00"", ""dates_outside_partition_month"": 0, ""dtype_mismatches"": [], ""duplicate_ts_utc_rows"": 0, ""filename_month"": 5, ""filename_ticker"": ""MULN"", ""filename_year"": 2022, ""h_max"": 2106000000000.0, ""high_low_inversion_rows"": 0, ""l_min"": 1015875000000.0, ""max_gap_days"": 4, ""missing_required_cols"": [], ""month_nunique"": 1, ""n_sum"": 1316599, ""negative_or_zero_ohlc_rows"": 0, ""negative_volume_rows"": 0, ""o_min"": 1016550000000.0, ""partition_month"": 5, ""partition_ticker"": ""MULN"", ""partition_year"": 2022, ""rows_after_parse"": 17532, ""schema_columns"": [""ticker"", ""ts_utc"", ""date"", ""year"", ""month"", ""o"", ""h"", ""l"", ""c"", ""v"", ""vw"", ""n"", ""t""], ""schema_types"": {""c"": ""double"", ""date"": ""string"", ""h"": ""double"", ""l"": ""double"", ""month"": ""int64"", ""n"": ""int64"", ""o"": ""double"", ""t"": ""int64"", ""ticker"": ""string"", ""ts_utc"": ""string"", ""v"": ""double"", ""vw"": ""double"", ""year"": ""int64""}, ""size_bytes"": 541987, ""ticker_nunique"": 1, ""ts_max"": ""2022-05-31T23:59:00+00:00"", ""ts_min"": ""2022-05-02T08:00:00+00:00"", ""ts_utc_date_mismatch_rows"": 0, ""v_sum"": 0.00030599999999999996, ""vw_mean"": 1475345317530.8008, ""vw_outside_range_rows"": 0, ""year_nunique"": 1}",ohlcv_1m_v2_validate_file/0.1.0,2026-04-04 01:56:06.831108+00:00,ohlcv_1m_validate_full,batch_000769,rescan_all,normal_validation,2026-04-04 07:43:28.287992+00:00,D,D:\ohlcv_1m,ticker=MULN\year=2022\month=05\minute_aggs_MULN_2022_05.parquet,MULN,2022,5,MULN|2022|05,541987,2026-03-09 16:55:38.761997+00:00,False,True,False,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",21.0,17532.0,22.0,2091960000000.0,0.9545454545454546,False,"ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')",2022-05-31T00:00:00,2022-05-02T00:00:00,0.0,[],0.0,5,MULN,2022,2106000000000.0,0.0,1015875000000.0,4.0,[],1.0,1316599.0,0.0,0.0,1016550000000.0,5,MULN,2022,17532.0,['ticker' 'ts_utc' 'date' 'year' 'month' 'o' 'h' 'l' 'c' 'v' 'vw' 'n' 't'],541987,1.0,2022-05-31T23:59:00+00:00,2022-05-02T08:00:00+00:00,0.0,0.00030599999999999996,1475345317530.8008,0.0,1.0,double,string,double,double,int64,int64,double,int64,string,string,double,double,int64,True,False,schema_only,,RESCUE_SCHEMA_ONLY,rescue_schema_only,2022-05-02,2022-05-31,2021-11-05,2025-07-27,inactive_died_lt_1b,,,,good,good,2022-05,MULN|2022|05,schema_warning,good,good,good,good,good,good,schema_readability_known_warning,good,vw_not_flagged,core_good,controlled_ohlcv_research,core_good_vw_not_flagged,Core good / vw not flagged,Dense or active OHLCV months where the inherited closeout does not flag vw.,3,1870,10.666210358202145,940,5.361624458133698,59.55980417332814,core_good_vw_not_flagged_03_muln_2022_05,images/core_good_vw_not_flagged_03_muln_2022_05.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\minute\core_quality_case_evidence_packs\images\core_good_vw_not_flagged_03_muln_2022_05.png
D:\ohlcv_1m\ticker=MULN\year=2022\month=02\minute_aggs_MULN_2022_02.parquet,MULN,2022,2,10729,SOFT_FAIL,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",review_queue,"{""active_days"": 23, ""active_minutes"": 10729, ""business_days_est"": 20, ""c_max"": 5029290000000.0, ""coverage_ratio_vs_active_days_est"": 1.15, ""dataset_read_compatible"": false, ""dataset_read_error"": ""ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')"", ""date_max"": ""2022-02-28T00:00:00"", ""date_min"": ""2022-02-01T00:00:00"", ""dates_outside_partition_month"": 0, ""dtype_mismatches"": [], ""duplicate_ts_utc_rows"": 0, ""filename_month"": 2, ""filename_ticker"": ""MULN"", ""filename_year"": 2022, ""h_max"": 5035500000000.0, ""high_low_inversion_rows"": 0, ""l_min"": 678375000000.0, ""max_gap_days"": 3, ""missing_required_cols"": [], ""month_nunique"": 1, ""n_sum"": 1297420, ""negative_or_zero_ohlc_rows"": 0, ""negative_volume_rows"": 0, ""o_min"": 682695000000.0, ""partition_month"": 2, ""partition_ticker"": ""MULN"", ""partition_year"": 2022, ""rows_after_parse"": 10729, ""schema_columns"": [""ticker"", ""ts_utc"", ""date"", ""year"", ""month"", ""o"", ""h"", ""l"", ""c"", ""v"", ""vw"", ""n"", ""t""], ""schema_types"": {""c"": ""double"", ""date"": ""string"", ""h"": ""double"", ""l"": ""double"", ""month"": ""int64"", ""n"": ""int64"", ""o"": ""double"", ""t"": ""int64"", ""ticker"": ""string"", ""ts_utc"": ""string"", ""v"": ""double"", ""vw"": ""double"", ""year"": ""int64""}, ""size_bytes"": 410278, ""ticker_nunique"": 1, ""ts_max"": ""2022-02-28T23:59:00+00:00"", ""ts_min"": ""2022-02-01T14:00:00+00:00"", ""ts_utc_date_mismatch_rows"": 0, ""v_sum"": 0.000478, ""vw_mean"": 1704129994440.302, ""vw_outside_range_rows"": 0, ""year_nunique"": 1}",ohlcv_1m_v2_validate_file/0.1.0,2026-04-04 01:56:06.543023+00:00,ohlcv_1m_validate_full,batch_000769,rescan_all,normal_validation,2026-04-04 07:43:28.287992+00:00,D,D:\ohlcv_1m,ticker=MULN\year=2022\month=02\minute_aggs_MULN_2022_02.parquet,MULN,2022,2,MULN|2022|02,410278,2026-03-09 16:55:38.626967+00:00,False,True,False,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",23.0,10729.0,20.0,5029290000000.0,1.15,False,"ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')",2022-02-28T00:00:00,2022-02-01T00:00:00,0.0,[],0.0,2,MULN,2022,5035500000000.0,0.0,678375000000.0,3.0,[],1.0,1297420.0,0.0,0.0,682695000000.0,2,MULN,2022,10729.0,['ticker' 'ts_utc' 'date' 'year' 'month' 'o' 'h' 'l' 'c' 'v' 'vw' 'n' 't'],410278,1.0,2022-02-28T23:59:00+00:00,2022-02-01T14:00:00+00:00,0.0,0.000478,1704129994440.302,0.0,1.0,double,string,double,double,int64,int64,double,int64,string,string,double,double,int64,True,False,schema_only,,RESCUE_SCHEMA_ONLY,rescue_schema_only,2022-02-01,2022-02-28,2021-11-05,2025-07-27,inactive_died_lt_1b,,,,good,good,2022-02,MULN|2022|02,schema_warning,good,good,good,good,good,good,schema_readability_known_warning,good,vw_not_flagged,core_good,controlled_ohlcv_research,core_good_vw_not_flagged,Core good / vw not flagged,Dense or active OHLCV months where the inherited closeout does not flag vw.,4,835,7.78264516730357,431,4.017149780967471,167.5321100917431,core_good_vw_not_flagged_04_muln_2022_02,images/core_good_vw_not_flagged_04_muln_2022_02.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\minute\core_quality_case_evidence_packs\images\core_good_vw_not_flagged_04_muln_2022_02.png
D:\ohlcv_1m\ticker=SVA\year=2009\month=09\minute_aggs_SVA_2009_09.parquet,SVA,2009,9,10502,SOFT_FAIL,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",review_queue,"{""active_days"": 21, ""active_minutes"": 10502, ""business_days_est"": 22, ""c_max"": 12.34, ""coverage_ratio_vs_active_days_est"": 0.9545454545454546, ""dataset_read_compatible"": false, ""dataset_read_error"": ""ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')"", ""date_max"": ""2009-09-30T00:00:00"", ""date_min"": ""2009-09-01T00:00:00"", ""dates_outside_partition_month"": 0, ""dtype_mismatches"": [], ""duplicate_ts_utc_rows"": 0, ""filename_month"": 9, ""filename_ticker"": ""SVA"", ""filename_year"": 2009, ""h_max"": 12.5, ""high_low_inversion_rows"": 0, ""l_min"": 7.51, ""max_gap_days"": 4, ""missing_required_cols"": [], ""month_nunique"": 1, ""n_sum"": 554118, ""negative_or_zero_ohlc_rows"": 0, ""negative_volume_rows"": 0, ""o_min"": 7.5501, ""partition_month"": 9, ""partition_ticker"": ""SVA"", ""partition_year"": 2009, ""rows_after_parse"": 10502, ""schema_columns"": [""ticker"", ""ts_utc"", ""date"", ""year"", ""month"", ""o"", ""h"", ""l"", ""c"", ""v"", ""vw"", ""n"", ""t""], ""schema_types"": {""c"": ""double"", ""date"": ""string"", ""h"": ""double"", ""l"": ""double"", ""month"": ""int64"", ""n"": ""int64"", ""o"": ""double"", ""t"": ""int64"", ""ticker"": ""string"", ""ts_utc"": ""string"", ""v"": ""double"", ""vw"": ""double"", ""year"": ""int64""}, ""size_bytes"": 363610, ""ticker_nunique"": 1, ""ts_max"": ""2009-09-30T23:58:00+00:00"", ""ts_min"": ""2009-09-01T08:15:00+00:00"", ""ts_utc_date_mismatch_rows"": 0, ""v_sum"": 222080259.0, ""vw_mean"": 9.233976956770139, ""vw_outside_range_rows"": 0, ""year_nunique"": 1}",ohlcv_1m_v2_validate_file/0.1.0,2026-04-04 05:04:03.683510+00:00,ohlcv_1m_validate_full,batch_001096,rescan_all,normal_validation,2026-04-04 07:43:28.287992+00:00,D,D:\ohlcv_1m,ticker=SVA\year=2009\month=09\minute_aggs_SVA_2009_09.parquet,SVA,2009,9,SVA|2009|09,363610,2026-03-10 01:32:31.420743+00:00,False,True,False,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",21.0,10502.0,22.0,12.34,0.9545454545454546,False,"ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')",2009-09-30T00:00:00,2009-09-01T00:00:00,0.0,[],0.0,9,SVA,2009,12.5,0.0,7.51,4.0,[],1.0,554118.0,0.0,0.0,7.5501,9,SVA,2009,10502.0,['ticker' 'ts_utc' 'date' 'year' 'month' 'o' 'h' 'l' 'c' 'v' 'vw' 'n' 't'],363610,1.0,2009-09-30T23:58:00+00:00,2009-09-01T08:15:00+00:00,0.0,222080259.0,9.233976956770139,0.0,1.0,double,string,double,double,int64,int64,double,int64,string,string,double,double,int64,True,False,schema_only,,RESCUE_SCHEMA_ONLY,rescue_schema_only,2009-09-01,2009-09-30,2008-10-03,2026-03-09,active_lt_1b_last_classifiable,,,,good,good,2009-09,SVA|2009|09,schema_warning,good,good,good,good,good,good,schema_readability_known_warning,good,vw_not_flagged,core_good,controlled_ohlcv_research,core_good_vw_not_flagged,Core good / vw not flagged,Dense or active OHLCV months where the inherited closeout does not flag vw.,5,0,0.0,0,0.0,0.0,core_good_vw_not_flagged_05_sva_2009_09,images/core_good_vw_not_flagged_05_sva_2009_09.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\minute\core_quality_case_evidence_packs\images\core_good_vw_not_flagged_05_sva_2009_09.png
D:\ohlcv_1m\ticker=ANX\year=2010\month=03\minute_aggs_ANX_2010_03.parquet,ANX,2010,3,9183,SOFT_FAIL,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",review_queue,"{""active_days"": 25, ""active_minutes"": 9183, ""business_days_est"": 23, ""c_max"": 0.2916, ""coverage_ratio_vs_active_days_est"": 1.0869565217391304, ""dataset_read_compatible"": false, ""dataset_read_error"": ""ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')"", ""date_max"": ""2010-03-31T00:00:00"", ""date_min"": ""2010-03-01T00:00:00"", ""dates_outside_partition_month"": 0, ""dtype_mismatches"": [], ""duplicate_ts_utc_rows"": 0, ""filename_month"": 3, ""filename_ticker"": ""ANX"", ""filename_year"": 2010, ""h_max"": 0.2916, ""high_low_inversion_rows"": 0, ""l_min"": 0.1602, ""max_gap_days"": 3, ""missing_required_cols"": [], ""month_nunique"": 1, ""n_sum"": 99813, ""negative_or_zero_ohlc_rows"": 0, ""negative_volume_rows"": 0, ""o_min"": 0.17, ""partition_month"": 3, ""partition_ticker"": ""ANX"", ""partition_year"": 2010, ""rows_after_parse"": 9183, ""schema_columns"": [""ticker"", ""ts_utc"", ""date"", ""year"", ""month"", ""o"", ""h"", ""l"", ""c"", ""v"", ""vw"", ""n"", ""t""], ""schema_types"": {""c"": ""double"", ""date"": ""string"", ""h"": ""double"", ""l"": ""double"", ""month"": ""int64"", ""n"": ""int64"", ""o"": ""double"", ""t"": ""int64"", ""ticker"": ""string"", ""ts_utc"": ""string"", ""v"": ""double"", ""vw"": ""double"", ""year"": ""int64""}, ""size_bytes"": 253789, ""ticker_nunique"": 1, ""ts_max"": ""2010-03-31T22:52:00+00:00"", ""ts_min"": ""2010-03-01T09:34:00+00:00"", ""ts_utc_date_mismatch_rows"": 0, ""v_sum"": 244577707.0, ""vw_mean"": 0.2220351301317652, ""vw_outside_range_rows"": 0, ""year_nunique"": 1}",ohlcv_1m_v2_validate_file/0.1.0,2026-04-03 19:13:39.718666+00:00,ohlcv_1m_validate_full,batch_000065,rescan_all,normal_validation,2026-04-04 07:43:28.287992+00:00,D,D:\ohlcv_1m,ticker=ANX\year=2010\month=03\minute_aggs_ANX_2010_03.parquet,ANX,2010,3,ANX|2010|03,253789,2026-03-09 01:15:28.063382+00:00,False,True,False,[],"['dataset_read_incompatible_schema'
 'schema_merge_conflict_ticker_encoding']",25.0,9183.0,23.0,0.2916,1.0869565217391304,False,"ArrowTypeError('Unable to merge: Field ticker has incompatible types: string vs dictionary<values=string, indices=int32, ordered=0>')",2010-03-31T00:00:00,2010-03-01T00:00:00,0.0,[],0.0,3,ANX,2010,0.2916,0.0,0.1602,3.0,[],1.0,99813.0,0.0,0.0,0.17,3,ANX,2010,9183.0,['ticker' 'ts_utc' 'date' 'year' 'month' 'o' 'h' 'l' 'c' 'v' 'vw' 'n' 't'],253789,1.0,2010-03-31T22:52:00+00:00,2010-03-01T09:34:00+00:00,0.0,244577707.0,0.2220351301317652,0.0,1.0,double,string,double,double,int64,int64,double,int64,string,string,double,double,int64,True,False,schema_only,,RESCUE_SCHEMA_ONLY,rescue_schema_only,2010-03-01,2010-03-31,2008-10-03,2013-03-10,inactive_died_lt_1b,,,,good,good,2010-03,ANX|2010|03,schema_warning,good,good,good,good,good,good,schema_readability_known_warning,good,vw_not_flagged,core_good,controlled_ohlcv_research,core_good_vw_not_flagged,Core good / vw not flagged,Dense or active OHLCV months where the inherited closeout does not flag vw.,6,0,0.0,0,0.0,0.0,core_good_vw_not_flagged_06_anx_2010_03,images/core_good_vw_not_flagged_06_anx_2010_03.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\minute\core_quality_case_evidence_packs\images\core_good_vw_not_flagged_06_anx_2010_03.png
